Sexo;Comunidad autónoma/provincia (1);Ciclo formativo (2);Total
Hombres;Castellón/Castelló;Instalaciones eléctricas y automáticas;69
Hombres;Castellón/Castelló;09 ENERGÍA Y AGUA;5
Hombres;Castellón/Castelló;Redes y estaciones de tratamiento de agua;5
Hombres;Castellón/Castelló;10 FABRICACIÓN MECÁNICA;5
Hombres;Castellón/Castelló;Conformado por moldeo de metales y polímeros;0
Hombres;Castellón/Castelló;Joyería (LOGSE);0
Hombres;Castellón/Castelló;Mecanizado;5
Hombres;Castellón/Castelló;Soldadura y calderería;0
Hombres;Castellón/Castelló;11 HOSTELERÍA Y TURISMO;30
Hombres;Castellón/Castelló;Cocina y gastronomía;29
Hombres;Castellón/Castelló;Servicios de restauración;1
Hombres;Castellón/Castelló;12 IMAGEN PERSONAL;12
Hombres;Castellón/Castelló;Estética y belleza;0
Hombres;Castellón/Castelló;Peluquería y cosmética capilar;12
Hombres;Castellón/Castelló;13 IMAGEN Y SONIDO;8
Hombres;Castellón/Castelló;Vídeo, disc-jockey y sonido;8
Hombres;Castellón/Castelló;14 INDUSTRIAS ALIMENTARIAS;4
Hombres;Castellón/Castelló;Aceites de oliva y vinos;0
Hombres;Castellón/Castelló;Elaboración de productos alimenticios;0
Hombres;Castellón/Castelló;Panadería, repostería y confitería;4
Hombres;Castellón/Castelló;15 INDUSTRIAS EXTRACTIVAS;0
Hombres;Castellón/Castelló;Excavaciones y sondeos;0
Hombres;Castellón/Castelló;Piedra natural;0
Hombres;Castellón/Castelló;16 INFORMÁTICA Y COMUNICACIONES;125
Hombres;Castellón/Castelló;Sistemas microinformáticos y redes;125
Hombres;Castellón/Castelló;17 INSTALACIÓN Y MANTENIMIENTO;58
Hombres;Castellón/Castelló;Instalaciones de producción de calor;1
Hombres;Castellón/Castelló;Instalaciones frigoríficas y de climatización;19
Hombres;Castellón/Castelló;Mantenimiento electromecánico;38
Hombres;Castellón/Castelló;18 MADERA, MUEBLE Y CORCHO;4
Hombres;Castellón/Castelló;Carpintería y mueble;0
Hombres;Castellón/Castelló;Instalación y amueblamiento;4
Hombres;Castellón/Castelló;19 MARÍTIMO-PESQUERA;0
Hombres;Castellón/Castelló;Cultivos acuícolas;0
Hombres;Castellón/Castelló;Mantenimiento y control de la maquinaria de buques y embarcaciones;0
Hombres;Castellón/Castelló;Navegación y pesca de litoral;0
Hombres;Castellón/Castelló;Operaciones subacuáticas y hiperbáricas;0
Hombres;Castellón/Castelló;20 QUÍMICA;2
Hombres;Castellón/Castelló;Operaciones de laboratorio;2
Hombres;Castellón/Castelló;Planta química;0
Hombres;Castellón/Castelló;21 SANIDAD;96
Hombres;Castellón/Castelló;Cuidados auxiliares de enfermería (LOGSE);52
Hombres;Castellón/Castelló;Emergencias sanitarias;29
Hombres;Castellón/Castelló;Farmacia y parafarmacia;15
Hombres;Castellón/Castelló;22 SEGURIDAD Y MEDIO AMBIENTE;42
Hombres;Castellón/Castelló;Emergencias y protección civil;42
Hombres;Castellón/Castelló;23 SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;19
Hombres;Castellón/Castelló;Atención a personas en situación de dependencia;19
Hombres;Castellón/Castelló;24 TEXTIL, CONFECCIÓN Y PIEL;4
Hombres;Castellón/Castelló;Calzado y complementos de moda;0
Hombres;Castellón/Castelló;Confección y moda;4
Hombres;Castellón/Castelló;Fabricación y ennoblecimiento de productos textiles;0
Hombres;Castellón/Castelló;25 TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;74
Hombres;Castellón/Castelló;Carrocería;17
Hombres;Castellón/Castelló;Conducción de vehículos de transporte por carretera;2
Hombres;Castellón/Castelló;Electromecánica de maquinaria;12
Hombres;Castellón/Castelló;Electromecánica de vehículos automóviles;43
Hombres;Castellón/Castelló;Mantenimiento de material rodante ferroviario;0
Hombres;Castellón/Castelló;Mantenimiento de embarcaciones de recreo;0
Hombres;Castellón/Castelló;Mantenimiento de estructuras de madera y mobiliario de embarcaciones;0
Hombres;Castellón/Castelló;Montaje de estructuras e instalación de sistemas aeronáuticos;0
Hombres;Castellón/Castelló;26 VIDRIO Y CERÁMICA;12
Hombres;Castellón/Castelló;Fabricación de productos cerámicos;12
Hombres;Valencia/València;Total de alumnado que terminó;4.557
Hombres;Valencia/València;01 ACTIVIDADES FÍSICAS Y DEPORTIVAS;427
Hombres;Valencia/València;Guía en el medio natural y de tiempo libre;427
Hombres;Valencia/València;Actividades ecuestres;0
Hombres;Valencia/València;02 ADMINISTRACIÓN Y GESTIÓN;502
Hombres;Valencia/València;Gestión administrativa;502
Hombres;Valencia/València;Administración y gestión (n.d.);0
Hombres;Valencia/València;03 AGRARIA;148
Hombres;Valencia/València;Aprovechamiento y conservación del medio natural;75
Hombres;Valencia/València;Jardinería y floristería;45
Hombres;Valencia/València;Producción agroecológica;20
Hombres;Valencia/València;Producción agropecuaria;8
Hombres;Valencia/València;04 ARTES GRÁFICAS;23
Hombres;Valencia/València;Impresión gráfica;12
Hombres;Valencia/València;Postimpresión y acabados gráficos;0
Hombres;Valencia/València;Preimpresión digital;11
Hombres;Valencia/València;06 COMERCIO Y MARKETING;259
Hombres;Valencia/València;Actividades comerciales;259
Hombres;Valencia/València;Comercialización de productos alimentarios;0
Hombres;Valencia/València;07 EDIFICACIÓN Y OBRA CIVIL;25
Hombres;Valencia/València;Construcción;9
Hombres;Valencia/València;Obras de interior, decoración y rehabilitación;16
Hombres;Valencia/València;08 ELECTRICIDAD Y ELECTRÓNICA;463
Hombres;Valencia/València;Instalaciones de telecomunicaciones;203
Hombres;Valencia/València;Instalaciones eléctricas y automáticas;260
Hombres;Valencia/València;09 ENERGÍA Y AGUA;6
Hombres;Valencia/València;Redes y estaciones de tratamiento de agua;6
Hombres;Valencia/València;10 FABRICACIÓN MECÁNICA;145
Hombres;Valencia/València;Conformado por moldeo de metales y polímeros;4
Hombres;Valencia/València;Joyería (LOGSE);1
Hombres;Valencia/València;Mecanizado;86
Hombres;Valencia/València;Soldadura y calderería;54
Hombres;Valencia/València;11 HOSTELERÍA Y TURISMO;124
Hombres;Valencia/València;Cocina y gastronomía;106
Hombres;Valencia/València;Servicios de restauración;18
Hombres;Valencia/València;12 IMAGEN PERSONAL;41
Hombres;Valencia/València;Estética y belleza;7
Hombres;Valencia/València;Peluquería y cosmética capilar;34
Hombres;Valencia/València;13 IMAGEN Y SONIDO;93
Hombres;Valencia/València;Vídeo, disc-jockey y sonido;93
Hombres;Valencia/València;14 INDUSTRIAS ALIMENTARIAS;20
Hombres;Valencia/València;Aceites de oliva y vinos;4
Hombres;Valencia/València;Elaboración de productos alimenticios;0
Hombres;Valencia/València;Panadería, repostería y confitería;16
Hombres;Valencia/València;15 INDUSTRIAS EXTRACTIVAS;0
Hombres;Valencia/València;Excavaciones y sondeos;0
Hombres;Valencia/València;Piedra natural;0
Hombres;Valencia/València;16 INFORMÁTICA Y COMUNICACIONES;811
Hombres;Valencia/València;Sistemas microinformáticos y redes;811
Hombres;Valencia/València;17 INSTALACIÓN Y MANTENIMIENTO;321
Hombres;Valencia/València;Instalaciones de producción de calor;39
Hombres;Valencia/València;Instalaciones frigoríficas y de climatización;74
Hombres;Valencia/València;Mantenimiento electromecánico;208
Hombres;Valencia/València;18 MADERA, MUEBLE Y CORCHO;15
Hombres;Valencia/València;Carpintería y mueble;5
Hombres;Valencia/València;Instalación y amueblamiento;10
Hombres;Valencia/València;19 MARÍTIMO-PESQUERA;19
Hombres;Valencia/València;Cultivos acuícolas;0
Hombres;Valencia/València;Mantenimiento y control de la maquinaria de buques y embarcaciones;6
Hombres;Valencia/València;Navegación y pesca de litoral;0
Hombres;Valencia/València;Operaciones subacuáticas y hiperbáricas;13
Hombres;Valencia/València;20 QUÍMICA;30
Hombres;Valencia/València;Operaciones de laboratorio;24
Hombres;Valencia/València;Planta química;6
Hombres;Valencia/València;21 SANIDAD;412
Hombres;Valencia/València;Cuidados auxiliares de enfermería (LOGSE);210
Hombres;Valencia/València;Emergencias sanitarias;116
Hombres;Valencia/València;Farmacia y parafarmacia;86
Hombres;Valencia/València;22 SEGURIDAD Y MEDIO AMBIENTE;68
Hombres;Valencia/València;Emergencias y protección civil;68
Hombres;Valencia/València;23 SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;73
Hombres;Valencia/València;Atención a personas en situación de dependencia;73
Hombres;Valencia/València;24 TEXTIL, CONFECCIÓN Y PIEL;8
Hombres;Valencia/València;Calzado y complementos de moda;0
Hombres;Valencia/València;Confección y moda;5
Hombres;Valencia/València;Fabricación y ennoblecimiento de productos textiles;3
Hombres;Valencia/València;25 TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;524
Hombres;Valencia/València;Carrocería;102
Hombres;Valencia/València;Conducción de vehículos de transporte por carretera;6
Hombres;Valencia/València;Electromecánica de maquinaria;25
Hombres;Valencia/València;Electromecánica de vehículos automóviles;348
Hombres;Valencia/València;Mantenimiento de material rodante ferroviario;43
Hombres;Valencia/València;Mantenimiento de embarcaciones de recreo;0
Hombres;Valencia/València;Mantenimiento de estructuras de madera y mobiliario de embarcaciones;0
Hombres;Valencia/València;Montaje de estructuras e instalación de sistemas aeronáuticos;0
Hombres;Valencia/València;26 VIDRIO Y CERÁMICA;0
Hombres;Valencia/València;Fabricación de productos cerámicos;0
Hombres;11 EXTREMADURA;Total de alumnado que terminó;1.363
Hombres;11 EXTREMADURA;01 ACTIVIDADES FÍSICAS Y DEPORTIVAS;116
Hombres;11 EXTREMADURA;Guía en el medio natural y de tiempo libre;111
Hombres;11 EXTREMADURA;Actividades ecuestres;5
Hombres;11 EXTREMADURA;02 ADMINISTRACIÓN Y GESTIÓN;176
Hombres;11 EXTREMADURA;Gestión administrativa;176
Hombres;11 EXTREMADURA;Administración y gestión (n.d.);0
Hombres;11 EXTREMADURA;03 AGRARIA;110
Hombres;11 EXTREMADURA;Aprovechamiento y conservación del medio natural;58
Hombres;11 EXTREMADURA;Jardinería y floristería;9
Hombres;11 EXTREMADURA;Producción agroecológica;21
Hombres;11 EXTREMADURA;Producción agropecuaria;22
Hombres;11 EXTREMADURA;04 ARTES GRÁFICAS;9
Hombres;11 EXTREMADURA;Impresión gráfica;0
Hombres;11 EXTREMADURA;Postimpresión y acabados gráficos;0
Hombres;11 EXTREMADURA;Preimpresión digital;9
Hombres;11 EXTREMADURA;06 COMERCIO Y MARKETING;50
Hombres;11 EXTREMADURA;Actividades comerciales;50
Hombres;11 EXTREMADURA;Comercialización de productos alimentarios;0
Hombres;11 EXTREMADURA;07 EDIFICACIÓN Y OBRA CIVIL;10
Hombres;11 EXTREMADURA;Construcción;2
Hombres;11 EXTREMADURA;Obras de interior, decoración y rehabilitación;8
Hombres;11 EXTREMADURA;08 ELECTRICIDAD Y ELECTRÓNICA;145
Hombres;11 EXTREMADURA;Instalaciones de telecomunicaciones;49
Hombres;11 EXTREMADURA;Instalaciones eléctricas y automáticas;96
Hombres;11 EXTREMADURA;09 ENERGÍA Y AGUA;0
Hombres;11 EXTREMADURA;Redes y estaciones de tratamiento de agua;0
Hombres;11 EXTREMADURA;10 FABRICACIÓN MECÁNICA;71
Hombres;11 EXTREMADURA;Conformado por moldeo de metales y polímeros;0
Hombres;11 EXTREMADURA;Joyería (LOGSE);0
Hombres;11 EXTREMADURA;Mecanizado;46
Hombres;11 EXTREMADURA;Soldadura y calderería;25
Hombres;11 EXTREMADURA;11 HOSTELERÍA Y TURISMO;47
Hombres;11 EXTREMADURA;Cocina y gastronomía;39
Hombres;11 EXTREMADURA;Servicios de restauración;8
Hombres;11 EXTREMADURA;12 IMAGEN PERSONAL;15
Hombres;11 EXTREMADURA;Estética y belleza;1
Hombres;11 EXTREMADURA;Peluquería y cosmética capilar;14
Hombres;11 EXTREMADURA;13 IMAGEN Y SONIDO;0
Hombres;11 EXTREMADURA;Vídeo, disc-jockey y sonido;0
Hombres;11 EXTREMADURA;14 INDUSTRIAS ALIMENTARIAS;24
Hombres;11 EXTREMADURA;Aceites de oliva y vinos;7
Hombres;11 EXTREMADURA;Elaboración de productos alimenticios;9
Hombres;11 EXTREMADURA;Panadería, repostería y confitería;8
Hombres;11 EXTREMADURA;15 INDUSTRIAS EXTRACTIVAS;0
Hombres;11 EXTREMADURA;Excavaciones y sondeos;0
Hombres;11 EXTREMADURA;Piedra natural;0
Hombres;11 EXTREMADURA;16 INFORMÁTICA Y COMUNICACIONES;226
Hombres;11 EXTREMADURA;Sistemas microinformáticos y redes;226
Hombres;11 EXTREMADURA;17 INSTALACIÓN Y MANTENIMIENTO;57
Hombres;11 EXTREMADURA;Instalaciones de producción de calor;14
Hombres;11 EXTREMADURA;Instalaciones frigoríficas y de climatización;14
Hombres;11 EXTREMADURA;Mantenimiento electromecánico;29
Hombres;11 EXTREMADURA;18 MADERA, MUEBLE Y CORCHO;10
Hombres;11 EXTREMADURA;Carpintería y mueble;5
Hombres;11 EXTREMADURA;Instalación y amueblamiento;5
Hombres;11 EXTREMADURA;19 MARÍTIMO-PESQUERA;0
Hombres;11 EXTREMADURA;Cultivos acuícolas;0
Hombres;11 EXTREMADURA;Mantenimiento y control de la maquinaria de buques y embarcaciones;0
Hombres;11 EXTREMADURA;Navegación y pesca de litoral;0
Hombres;11 EXTREMADURA;Operaciones subacuáticas y hiperbáricas;0
Hombres;11 EXTREMADURA;20 QUÍMICA;2
Hombres;11 EXTREMADURA;Operaciones de laboratorio;2
Hombres;11 EXTREMADURA;Planta química;0
Hombres;11 EXTREMADURA;21 SANIDAD;81
Hombres;11 EXTREMADURA;Cuidados auxiliares de enfermería (LOGSE);52
Hombres;11 EXTREMADURA;Emergencias sanitarias;18
Hombres;11 EXTREMADURA;Farmacia y parafarmacia;11
Hombres;11 EXTREMADURA;22 SEGURIDAD Y MEDIO AMBIENTE;10
Hombres;11 EXTREMADURA;Emergencias y protección civil;10
Hombres;11 EXTREMADURA;23 SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;12
Hombres;11 EXTREMADURA;Atención a personas en situación de dependencia;12
Hombres;11 EXTREMADURA;24 TEXTIL, CONFECCIÓN Y PIEL;0
Hombres;11 EXTREMADURA;Calzado y complementos de moda;0
Hombres;11 EXTREMADURA;Confección y moda;0
Hombres;11 EXTREMADURA;Fabricación y ennoblecimiento de productos textiles;0
Hombres;11 EXTREMADURA;25 TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;192
Hombres;11 EXTREMADURA;Carrocería;45
Hombres;11 EXTREMADURA;Conducción de vehículos de transporte por carretera;0
Hombres;11 EXTREMADURA;Electromecánica de maquinaria;6
Hombres;11 EXTREMADURA;Electromecánica de vehículos automóviles;141
Hombres;11 EXTREMADURA;Mantenimiento de material rodante ferroviario;0
Hombres;11 EXTREMADURA;Mantenimiento de embarcaciones de recreo;0
Hombres;11 EXTREMADURA;Mantenimiento de estructuras de madera y mobiliario de embarcaciones;0
Hombres;11 EXTREMADURA;Montaje de estructuras e instalación de sistemas aeronáuticos;0
Hombres;11 EXTREMADURA;26 VIDRIO Y CERÁMICA;0
Hombres;11 EXTREMADURA;Fabricación de productos cerámicos;0
Hombres;Badajoz;Total de alumnado que terminó;885
Hombres;Badajoz;01 ACTIVIDADES FÍSICAS Y DEPORTIVAS;71
Hombres;Badajoz;Guía en el medio natural y de tiempo libre;71
Hombres;Badajoz;Actividades ecuestres;0
Hombres;Badajoz;02 ADMINISTRACIÓN Y GESTIÓN;131
Hombres;Badajoz;Gestión administrativa;131
Hombres;Badajoz;Administración y gestión (n.d.);0
Hombres;Badajoz;03 AGRARIA;74
Hombres;Badajoz;Aprovechamiento y conservación del medio natural;37
Hombres;Badajoz;Jardinería y floristería;9
Hombres;Badajoz;Producción agroecológica;13
Hombres;Badajoz;Producción agropecuaria;15
Hombres;Badajoz;04 ARTES GRÁFICAS;9
Hombres;Badajoz;Impresión gráfica;0
Hombres;Badajoz;Postimpresión y acabados gráficos;0
Hombres;Badajoz;Preimpresión digital;9
Hombres;Badajoz;06 COMERCIO Y MARKETING;33
Hombres;Badajoz;Actividades comerciales;33
Hombres;Badajoz;Comercialización de productos alimentarios;0
Hombres;Badajoz;07 EDIFICACIÓN Y OBRA CIVIL;6
Hombres;Badajoz;Construcción;2
Hombres;Badajoz;Obras de interior, decoración y rehabilitación;4
Hombres;Badajoz;08 ELECTRICIDAD Y ELECTRÓNICA;89
Hombres;Badajoz;Instalaciones de telecomunicaciones;39
Hombres;Badajoz;Instalaciones eléctricas y automáticas;50
Hombres;Badajoz;09 ENERGÍA Y AGUA;0
Hombres;Badajoz;Redes y estaciones de tratamiento de agua;0
Hombres;Badajoz;10 FABRICACIÓN MECÁNICA;65
Hombres;Badajoz;Conformado por moldeo de metales y polímeros;0
Hombres;Badajoz;Joyería (LOGSE);0
Hombres;Badajoz;Mecanizado;46
Hombres;Badajoz;Soldadura y calderería;19
Hombres;Badajoz;11 HOSTELERÍA Y TURISMO;22
Hombres;Badajoz;Cocina y gastronomía;20
Hombres;Badajoz;Servicios de restauración;2
Hombres;Badajoz;12 IMAGEN PERSONAL;6
Hombres;Badajoz;Estética y belleza;0
Hombres;Badajoz;Peluquería y cosmética capilar;6
Hombres;Badajoz;13 IMAGEN Y SONIDO;0
Hombres;Badajoz;Vídeo, disc-jockey y sonido;0
Hombres;Badajoz;14 INDUSTRIAS ALIMENTARIAS;11
Hombres;Badajoz;Aceites de oliva y vinos;7
Hombres;Badajoz;Elaboración de productos alimenticios;0
Hombres;Badajoz;Panadería, repostería y confitería;4
Hombres;Badajoz;15 INDUSTRIAS EXTRACTIVAS;0
Hombres;Badajoz;Excavaciones y sondeos;0
Hombres;Badajoz;Piedra natural;0
Hombres;Badajoz;16 INFORMÁTICA Y COMUNICACIONES;126
Hombres;Badajoz;Sistemas microinformáticos y redes;126
Hombres;Badajoz;17 INSTALACIÓN Y MANTENIMIENTO;45
Hombres;Badajoz;Instalaciones de producción de calor;9
Hombres;Badajoz;Instalaciones frigoríficas y de climatización;7
Hombres;Badajoz;Mantenimiento electromecánico;29
Hombres;Badajoz;18 MADERA, MUEBLE Y CORCHO;5
Hombres;Badajoz;Carpintería y mueble;5
Hombres;Badajoz;Instalación y amueblamiento;0
Hombres;Badajoz;19 MARÍTIMO-PESQUERA;0
Hombres;Badajoz;Cultivos acuícolas;0
Hombres;Badajoz;Mantenimiento y control de la maquinaria de buques y embarcaciones;0
Hombres;Badajoz;Navegación y pesca de litoral;0
Hombres;Badajoz;Operaciones subacuáticas y hiperbáricas;0
Hombres;Badajoz;20 QUÍMICA;2
Hombres;Badajoz;Operaciones de laboratorio;2
Hombres;Badajoz;Planta química;0
Hombres;Badajoz;21 SANIDAD;48
Hombres;Badajoz;Cuidados auxiliares de enfermería (LOGSE);34
Hombres;Badajoz;Emergencias sanitarias;6
Hombres;Badajoz;Farmacia y parafarmacia;8
Hombres;Badajoz;22 SEGURIDAD Y MEDIO AMBIENTE;0
Hombres;Badajoz;Emergencias y protección civil;0
Hombres;Badajoz;23 SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;5
Hombres;Badajoz;Atención a personas en situación de dependencia;5
Hombres;Badajoz;24 TEXTIL, CONFECCIÓN Y PIEL;0
Hombres;Badajoz;Calzado y complementos de moda;0
Hombres;Badajoz;Confección y moda;0
Hombres;Badajoz;Fabricación y ennoblecimiento de productos textiles;0
Hombres;Badajoz;25 TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;137
Hombres;Badajoz;Carrocería;40
Hombres;Badajoz;Conducción de vehículos de transporte por carretera;0
Hombres;Badajoz;Electromecánica de maquinaria;6
Hombres;Badajoz;Electromecánica de vehículos automóviles;91
Hombres;Badajoz;Mantenimiento de material rodante ferroviario;0
Hombres;Badajoz;Mantenimiento de embarcaciones de recreo;0
Hombres;Badajoz;Mantenimiento de estructuras de madera y mobiliario de embarcaciones;0
Hombres;Badajoz;Montaje de estructuras e instalación de sistemas aeronáuticos;0
Hombres;Badajoz;26 VIDRIO Y CERÁMICA;0
Hombres;Badajoz;Fabricación de productos cerámicos;0
Hombres;Cáceres;Total de alumnado que terminó;478
Hombres;Cáceres;01 ACTIVIDADES FÍSICAS Y DEPORTIVAS;45
Hombres;Cáceres;Guía en el medio natural y de tiempo libre;40
Hombres;Cáceres;Actividades ecuestres;5
Hombres;Cáceres;02 ADMINISTRACIÓN Y GESTIÓN;45
Hombres;Cáceres;Gestión administrativa;45
Hombres;Cáceres;Administración y gestión (n.d.);0
Hombres;Cáceres;03 AGRARIA;36
Hombres;Cáceres;Aprovechamiento y conservación del medio natural;21
Hombres;Cáceres;Jardinería y floristería;0
Hombres;Cáceres;Producción agroecológica;8
Hombres;Cáceres;Producción agropecuaria;7
Hombres;Cáceres;04 ARTES GRÁFICAS;0
Hombres;Cáceres;Impresión gráfica;0
Hombres;Cáceres;Postimpresión y acabados gráficos;0
Hombres;Cáceres;Preimpresión digital;0
Hombres;Cáceres;06 COMERCIO Y MARKETING;17
Hombres;Cáceres;Actividades comerciales;17
Hombres;Cáceres;Comercialización de productos alimentarios;0
Hombres;Cáceres;07 EDIFICACIÓN Y OBRA CIVIL;4
Hombres;Cáceres;Construcción;0
Hombres;Cáceres;Obras de interior, decoración y rehabilitación;4
Hombres;Cáceres;08 ELECTRICIDAD Y ELECTRÓNICA;56
Hombres;Cáceres;Instalaciones de telecomunicaciones;10
Hombres;Cáceres;Instalaciones eléctricas y automáticas;46
Hombres;Cáceres;09 ENERGÍA Y AGUA;0
Hombres;Cáceres;Redes y estaciones de tratamiento de agua;0
Hombres;Cáceres;10 FABRICACIÓN MECÁNICA;6
Hombres;Cáceres;Conformado por moldeo de metales y polímeros;0
Hombres;Cáceres;Joyería (LOGSE);0
Hombres;Cáceres;Mecanizado;0
Hombres;Cáceres;Soldadura y calderería;6
Hombres;Cáceres;11 HOSTELERÍA Y TURISMO;25
Hombres;Cáceres;Cocina y gastronomía;19
Hombres;Cáceres;Servicios de restauración;6
Hombres;Cáceres;12 IMAGEN PERSONAL;9
Hombres;Cáceres;Estética y belleza;1
Hombres;Cáceres;Peluquería y cosmética capilar;8
Hombres;Cáceres;13 IMAGEN Y SONIDO;0
Hombres;Cáceres;Vídeo, disc-jockey y sonido;0
Hombres;Cáceres;14 INDUSTRIAS ALIMENTARIAS;13
Hombres;Cáceres;Aceites de oliva y vinos;0
Hombres;Cáceres;Elaboración de productos alimenticios;9
Hombres;Cáceres;Panadería, repostería y confitería;4
Hombres;Cáceres;15 INDUSTRIAS EXTRACTIVAS;0
Hombres;Cáceres;Excavaciones y sondeos;0
Hombres;Cáceres;Piedra natural;0
Hombres;Cáceres;16 INFORMÁTICA Y COMUNICACIONES;100
Hombres;Cáceres;Sistemas microinformáticos y redes;100
Hombres;Cáceres;17 INSTALACIÓN Y MANTENIMIENTO;12
Hombres;Cáceres;Instalaciones de producción de calor;5
Hombres;Cáceres;Instalaciones frigoríficas y de climatización;7
Hombres;Cáceres;Mantenimiento electromecánico;0
Hombres;Cáceres;18 MADERA, MUEBLE Y CORCHO;5
Hombres;Cáceres;Carpintería y mueble;0
Hombres;Cáceres;Instalación y amueblamiento;5
Hombres;Cáceres;19 MARÍTIMO-PESQUERA;0
Hombres;Cáceres;Cultivos acuícolas;0
Hombres;Cáceres;Mantenimiento y control de la maquinaria de buques y embarcaciones;0
Hombres;Cáceres;Navegación y pesca de litoral;0
Hombres;Cáceres;Operaciones subacuáticas y hiperbáricas;0
Hombres;Cáceres;20 QUÍMICA;0
Hombres;Cáceres;Operaciones de laboratorio;0
Hombres;Cáceres;Planta química;0
Hombres;Cáceres;21 SANIDAD;33
Hombres;Cáceres;Cuidados auxiliares de enfermería (LOGSE);18
Hombres;Cáceres;Emergencias sanitarias;12
Hombres;Cáceres;Farmacia y parafarmacia;3
Hombres;Cáceres;22 SEGURIDAD Y MEDIO AMBIENTE;10
Hombres;Cáceres;Emergencias y protección civil;10
Hombres;Cáceres;23 SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;7
Hombres;Cáceres;Atención a personas en situación de dependencia;7
Hombres;Cáceres;24 TEXTIL, CONFECCIÓN Y PIEL;0
Hombres;Cáceres;Calzado y complementos de moda;0
Hombres;Cáceres;Confección y moda;0
Hombres;Cáceres;Fabricación y ennoblecimiento de productos textiles;0
Hombres;Cáceres;25 TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;55
Hombres;Cáceres;Carrocería;5
Hombres;Cáceres;Conducción de vehículos de transporte por carretera;0
Hombres;Cáceres;Electromecánica de maquinaria;0
Hombres;Cáceres;Electromecánica de vehículos automóviles;50
Hombres;Cáceres;Mantenimiento de material rodante ferroviario;0
Hombres;Cáceres;Mantenimiento de embarcaciones de recreo;0
Hombres;Cáceres;Mantenimiento de estructuras de madera y mobiliario de embarcaciones;0
Hombres;Cáceres;Montaje de estructuras e instalación de sistemas aeronáuticos;0
Hombres;Cáceres;26 VIDRIO Y CERÁMICA;0
Hombres;Cáceres;Fabricación de productos cerámicos;0
Hombres;12 GALICIA;Total de alumnado que terminó;3.281
Hombres;12 GALICIA;01 ACTIVIDADES FÍSICAS Y DEPORTIVAS;83
Hombres;12 GALICIA;Guía en el medio natural y de tiempo libre;83
Hombres;12 GALICIA;Actividades ecuestres;0
Hombres;12 GALICIA;02 ADMINISTRACIÓN Y GESTIÓN;254
Hombres;12 GALICIA;Gestión administrativa;254
Hombres;12 GALICIA;Administración y gestión (n.d.);0
Hombres;12 GALICIA;03 AGRARIA;108
Hombres;12 GALICIA;Aprovechamiento y conservación del medio natural;59
Hombres;12 GALICIA;Jardinería y floristería;8
Hombres;12 GALICIA;Producción agroecológica;4
Hombres;12 GALICIA;Producción agropecuaria;37
Hombres;12 GALICIA;04 ARTES GRÁFICAS;58
Hombres;12 GALICIA;Impresión gráfica;27
Hombres;12 GALICIA;Postimpresión y acabados gráficos;0
Hombres;12 GALICIA;Preimpresión digital;31
Hombres;12 GALICIA;06 COMERCIO Y MARKETING;142
Hombres;12 GALICIA;Actividades comerciales;134
Hombres;12 GALICIA;Comercialización de productos alimentarios;8
Hombres;12 GALICIA;07 EDIFICACIÓN Y OBRA CIVIL;11
Hombres;12 GALICIA;Construcción;6
Hombres;12 GALICIA;Obras de interior, decoración y rehabilitación;5
Hombres;12 GALICIA;08 ELECTRICIDAD Y ELECTRÓNICA;493
Hombres;12 GALICIA;Instalaciones de telecomunicaciones;199
Hombres;12 GALICIA;Instalaciones eléctricas y automáticas;294
Hombres;12 GALICIA;09 ENERGÍA Y AGUA;0
Hombres;12 GALICIA;Redes y estaciones de tratamiento de agua;0
Hombres;12 GALICIA;10 FABRICACIÓN MECÁNICA;353
Hombres;12 GALICIA;Conformado por moldeo de metales y polímeros;0
Hombres;12 GALICIA;Joyería (LOGSE);0
Hombres;12 GALICIA;Mecanizado;132
Hombres;12 GALICIA;Soldadura y calderería;221
Hombres;12 GALICIA;11 HOSTELERÍA Y TURISMO;156
Hombres;12 GALICIA;Cocina y gastronomía;121
Hombres;12 GALICIA;Servicios de restauración;35
Hombres;12 GALICIA;12 IMAGEN PERSONAL;29
Hombres;12 GALICIA;Estética y belleza;4
Hombres;12 GALICIA;Peluquería y cosmética capilar;25
Hombres;12 GALICIA;13 IMAGEN Y SONIDO;63
Hombres;12 GALICIA;Vídeo, disc-jockey y sonido;63
Hombres;12 GALICIA;14 INDUSTRIAS ALIMENTARIAS;54
Hombres;12 GALICIA;Aceites de oliva y vinos;11
Hombres;12 GALICIA;Elaboración de productos alimenticios;10
Hombres;12 GALICIA;Panadería, repostería y confitería;33
Hombres;12 GALICIA;15 INDUSTRIAS EXTRACTIVAS;0
Hombres;12 GALICIA;Excavaciones y sondeos;0
Hombres;12 GALICIA;Piedra natural;0
