Sexo,Comunidad autónoma,Familia profesional,Porcentajes total de módulos aprobados,nivel_educativo
Hombres,Canarias,SANIDAD,93.3,SUPERIOR
Hombres,Canarias,SEGURIDAD Y MEDIO AMBIENTE,86.3,SUPERIOR
Hombres,Canarias,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,91.5,SUPERIOR
Hombres,Canarias,"TEXTIL, CONFECCIÓN Y PIEL",90.3,SUPERIOR
Hombres,Canarias,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,86.6,SUPERIOR
Hombres,Canarias,VIDRIO Y CERÁMICA,,SUPERIOR
Hombres,Cantabria,ACTIVIDADES FÍSICAS Y DEPORTIVAS,94.7,SUPERIOR
Hombres,Cantabria,ADMINISTRACIÓN Y GESTIÓN,93.0,SUPERIOR
Hombres,Cantabria,AGRARIA,85.3,SUPERIOR
Hombres,Cantabria,ARTES GRÁFICAS,87.2,SUPERIOR
Hombres,Cantabria,ARTES Y ARTESANÍAS,,SUPERIOR
Hombres,Cantabria,COMERCIO Y MARKETING,94.0,SUPERIOR
Hombres,Cantabria,EDIFICACIÓN Y OBRA CIVIL,92.1,SUPERIOR
Hombres,Cantabria,ELECTRICIDAD Y ELECTRÓNICA,85.6,SUPERIOR
Hombres,Cantabria,ENERGÍA Y AGUA,94.8,SUPERIOR
Hombres,Cantabria,FABRICACIÓN MECÁNICA,89.5,SUPERIOR
Hombres,Cantabria,HOSTELERÍA Y TURISMO,90.2,SUPERIOR
Hombres,Cantabria,IMAGEN PERSONAL,69.4,SUPERIOR
Hombres,Cantabria,IMAGEN Y SONIDO,91.5,SUPERIOR
Hombres,Cantabria,INDUSTRIAS ALIMENTARIAS,84.4,SUPERIOR
Hombres,Cantabria,INDUSTRIAS EXTRACTIVAS,,SUPERIOR
Hombres,Cantabria,INFORMÁTICA Y COMUNICACIONES,87.5,SUPERIOR
Hombres,Cantabria,INSTALACIÓN Y MANTENIMIENTO,94.1,SUPERIOR
Hombres,Cantabria,"MADERA, MUEBLE Y CORCHO",93.8,SUPERIOR
Hombres,Cantabria,MARÍTIMO-PESQUERA,,SUPERIOR
Hombres,Cantabria,QUÍMICA,98.6,SUPERIOR
Hombres,Cantabria,SANIDAD,93.1,SUPERIOR
Hombres,Cantabria,SEGURIDAD Y MEDIO AMBIENTE,90.8,SUPERIOR
Hombres,Cantabria,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,95.7,SUPERIOR
Hombres,Cantabria,"TEXTIL, CONFECCIÓN Y PIEL",,SUPERIOR
Hombres,Cantabria,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,87.2,SUPERIOR
Hombres,Cantabria,VIDRIO Y CERÁMICA,,SUPERIOR
Hombres,Castilla y León,ACTIVIDADES FÍSICAS Y DEPORTIVAS,85.2,SUPERIOR
Hombres,Castilla y León,ADMINISTRACIÓN Y GESTIÓN,82.1,SUPERIOR
Hombres,Castilla y León,AGRARIA,85.2,SUPERIOR
Hombres,Castilla y León,ARTES GRÁFICAS,81.5,SUPERIOR
Hombres,Castilla y León,ARTES Y ARTESANÍAS,,SUPERIOR
Hombres,Castilla y León,COMERCIO Y MARKETING,74.1,SUPERIOR
Hombres,Castilla y León,EDIFICACIÓN Y OBRA CIVIL,63.2,SUPERIOR
Hombres,Castilla y León,ELECTRICIDAD Y ELECTRÓNICA,77.9,SUPERIOR
Hombres,Castilla y León,ENERGÍA Y AGUA,86.2,SUPERIOR
Hombres,Castilla y León,FABRICACIÓN MECÁNICA,77.0,SUPERIOR
Hombres,Castilla y León,HOSTELERÍA Y TURISMO,74.6,SUPERIOR
Hombres,Castilla y León,IMAGEN PERSONAL,78.1,SUPERIOR
Hombres,Castilla y León,IMAGEN Y SONIDO,83.4,SUPERIOR
Hombres,Castilla y León,INDUSTRIAS ALIMENTARIAS,78.4,SUPERIOR
Hombres,Castilla y León,INDUSTRIAS EXTRACTIVAS,,SUPERIOR
Hombres,Castilla y León,INFORMÁTICA Y COMUNICACIONES,77.5,SUPERIOR
Hombres,Castilla y León,INSTALACIÓN Y MANTENIMIENTO,85.5,SUPERIOR
Hombres,Castilla y León,"MADERA, MUEBLE Y CORCHO",83.7,SUPERIOR
Hombres,Castilla y León,MARÍTIMO-PESQUERA,,SUPERIOR
Hombres,Castilla y León,QUÍMICA,81.1,SUPERIOR
Hombres,Castilla y León,SANIDAD,81.2,SUPERIOR
Hombres,Castilla y León,SEGURIDAD Y MEDIO AMBIENTE,74.5,SUPERIOR
Hombres,Castilla y León,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,84.4,SUPERIOR
Hombres,Castilla y León,"TEXTIL, CONFECCIÓN Y PIEL",94.7,SUPERIOR
Hombres,Castilla y León,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,90.4,SUPERIOR
Hombres,Castilla y León,VIDRIO Y CERÁMICA,,SUPERIOR
Hombres,Castilla La Mancha,ACTIVIDADES FÍSICAS Y DEPORTIVAS,97.8,SUPERIOR
Hombres,Castilla La Mancha,ADMINISTRACIÓN Y GESTIÓN,97.2,SUPERIOR
Hombres,Castilla La Mancha,AGRARIA,97.1,SUPERIOR
Hombres,Castilla La Mancha,ARTES GRÁFICAS,,SUPERIOR
Hombres,Castilla La Mancha,ARTES Y ARTESANÍAS,,SUPERIOR
Hombres,Castilla La Mancha,COMERCIO Y MARKETING,97.7,SUPERIOR
Hombres,Castilla La Mancha,EDIFICACIÓN Y OBRA CIVIL,98.3,SUPERIOR
Hombres,Castilla La Mancha,ELECTRICIDAD Y ELECTRÓNICA,97.3,SUPERIOR
Hombres,Castilla La Mancha,ENERGÍA Y AGUA,98.7,SUPERIOR
Hombres,Castilla La Mancha,FABRICACIÓN MECÁNICA,98.7,SUPERIOR
Hombres,Castilla La Mancha,HOSTELERÍA Y TURISMO,97.1,SUPERIOR
Hombres,Castilla La Mancha,IMAGEN PERSONAL,99.1,SUPERIOR
Hombres,Castilla La Mancha,IMAGEN Y SONIDO,92.6,SUPERIOR
Hombres,Castilla La Mancha,INDUSTRIAS ALIMENTARIAS,98.7,SUPERIOR
Hombres,Castilla La Mancha,INDUSTRIAS EXTRACTIVAS,,SUPERIOR
Hombres,Castilla La Mancha,INFORMÁTICA Y COMUNICACIONES,96.8,SUPERIOR
Hombres,Castilla La Mancha,INSTALACIÓN Y MANTENIMIENTO,98.5,SUPERIOR
Hombres,Castilla La Mancha,"MADERA, MUEBLE Y CORCHO",85.6,SUPERIOR
Hombres,Castilla La Mancha,MARÍTIMO-PESQUERA,,SUPERIOR
Hombres,Castilla La Mancha,QUÍMICA,98.8,SUPERIOR
Hombres,Castilla La Mancha,SANIDAD,97.9,SUPERIOR
Hombres,Castilla La Mancha,SEGURIDAD Y MEDIO AMBIENTE,98.1,SUPERIOR
Hombres,Castilla La Mancha,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,96.6,SUPERIOR
Hombres,Castilla La Mancha,"TEXTIL, CONFECCIÓN Y PIEL",97.9,SUPERIOR
Hombres,Castilla La Mancha,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,96.9,SUPERIOR
Hombres,Castilla La Mancha,VIDRIO Y CERÁMICA,,SUPERIOR
Hombres,Comunitat Valenciana,ACTIVIDADES FÍSICAS Y DEPORTIVAS,90.4,SUPERIOR
Hombres,Comunitat Valenciana,ADMINISTRACIÓN Y GESTIÓN,80.5,SUPERIOR
Hombres,Comunitat Valenciana,AGRARIA,74.3,SUPERIOR
Hombres,Comunitat Valenciana,ARTES GRÁFICAS,73.1,SUPERIOR
Hombres,Comunitat Valenciana,ARTES Y ARTESANÍAS,80.1,SUPERIOR
Hombres,Comunitat Valenciana,COMERCIO Y MARKETING,78.3,SUPERIOR
Hombres,Comunitat Valenciana,EDIFICACIÓN Y OBRA CIVIL,65.3,SUPERIOR
Hombres,Comunitat Valenciana,ELECTRICIDAD Y ELECTRÓNICA,70.4,SUPERIOR
Hombres,Comunitat Valenciana,ENERGÍA Y AGUA,65.3,SUPERIOR
Hombres,Comunitat Valenciana,FABRICACIÓN MECÁNICA,72.6,SUPERIOR
Hombres,Comunitat Valenciana,HOSTELERÍA Y TURISMO,69.9,SUPERIOR
Hombres,Comunitat Valenciana,IMAGEN PERSONAL,75.2,SUPERIOR
Hombres,Comunitat Valenciana,IMAGEN Y SONIDO,80.3,SUPERIOR
Hombres,Comunitat Valenciana,INDUSTRIAS ALIMENTARIAS,74.1,SUPERIOR
Hombres,Comunitat Valenciana,INDUSTRIAS EXTRACTIVAS,,SUPERIOR
Hombres,Comunitat Valenciana,INFORMÁTICA Y COMUNICACIONES,70.9,SUPERIOR
Hombres,Comunitat Valenciana,INSTALACIÓN Y MANTENIMIENTO,75.0,SUPERIOR
Hombres,Comunitat Valenciana,"MADERA, MUEBLE Y CORCHO",57.7,SUPERIOR
Hombres,Comunitat Valenciana,MARÍTIMO-PESQUERA,78.8,SUPERIOR
Hombres,Comunitat Valenciana,QUÍMICA,78.3,SUPERIOR
Hombres,Comunitat Valenciana,SANIDAD,83.2,SUPERIOR
Hombres,Comunitat Valenciana,SEGURIDAD Y MEDIO AMBIENTE,78.5,SUPERIOR
Hombres,Comunitat Valenciana,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,77.5,SUPERIOR
Hombres,Comunitat Valenciana,"TEXTIL, CONFECCIÓN Y PIEL",65.8,SUPERIOR
Hombres,Comunitat Valenciana,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,73.5,SUPERIOR
Hombres,Comunitat Valenciana,VIDRIO Y CERÁMICA,61.2,SUPERIOR
Hombres,Extremadura,ACTIVIDADES FÍSICAS Y DEPORTIVAS,89.4,SUPERIOR
Hombres,Extremadura,ADMINISTRACIÓN Y GESTIÓN,84.0,SUPERIOR
Hombres,Extremadura,AGRARIA,87.9,SUPERIOR
Hombres,Extremadura,ARTES GRÁFICAS,67.9,SUPERIOR
Hombres,Extremadura,ARTES Y ARTESANÍAS,,SUPERIOR
Hombres,Extremadura,COMERCIO Y MARKETING,86.5,SUPERIOR
Hombres,Extremadura,EDIFICACIÓN Y OBRA CIVIL,70.4,SUPERIOR
Hombres,Extremadura,ELECTRICIDAD Y ELECTRÓNICA,77.6,SUPERIOR
Hombres,Extremadura,ENERGÍA Y AGUA,82.0,SUPERIOR
Hombres,Extremadura,FABRICACIÓN MECÁNICA,93.7,SUPERIOR
Hombres,Extremadura,HOSTELERÍA Y TURISMO,78.3,SUPERIOR
Hombres,Extremadura,IMAGEN PERSONAL,93.7,SUPERIOR
Hombres,Extremadura,IMAGEN Y SONIDO,78.2,SUPERIOR
Hombres,Extremadura,INDUSTRIAS ALIMENTARIAS,83.3,SUPERIOR
Hombres,Extremadura,INDUSTRIAS EXTRACTIVAS,,SUPERIOR
Hombres,Extremadura,INFORMÁTICA Y COMUNICACIONES,75.2,SUPERIOR
Hombres,Extremadura,INSTALACIÓN Y MANTENIMIENTO,70.6,SUPERIOR
Hombres,Extremadura,"MADERA, MUEBLE Y CORCHO",72.5,SUPERIOR
Hombres,Extremadura,MARÍTIMO-PESQUERA,,SUPERIOR
Hombres,Extremadura,QUÍMICA,81.4,SUPERIOR
Hombres,Extremadura,SANIDAD,89.2,SUPERIOR
Hombres,Extremadura,SEGURIDAD Y MEDIO AMBIENTE,99.2,SUPERIOR
Hombres,Extremadura,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,91.0,SUPERIOR
Hombres,Extremadura,"TEXTIL, CONFECCIÓN Y PIEL",98.3,SUPERIOR
Hombres,Extremadura,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,85.1,SUPERIOR
Hombres,Extremadura,VIDRIO Y CERÁMICA,,SUPERIOR
Hombres,Galicia,ACTIVIDADES FÍSICAS Y DEPORTIVAS,92.5,SUPERIOR
Hombres,Galicia,ADMINISTRACIÓN Y GESTIÓN,80.3,SUPERIOR
Hombres,Galicia,AGRARIA,86.8,SUPERIOR
Hombres,Galicia,ARTES GRÁFICAS,88.6,SUPERIOR
Hombres,Galicia,ARTES Y ARTESANÍAS,,SUPERIOR
Hombres,Galicia,COMERCIO Y MARKETING,86.9,SUPERIOR
Hombres,Galicia,EDIFICACIÓN Y OBRA CIVIL,69.9,SUPERIOR
Hombres,Galicia,ELECTRICIDAD Y ELECTRÓNICA,82.2,SUPERIOR
Hombres,Galicia,ENERGÍA Y AGUA,81.0,SUPERIOR
Hombres,Galicia,FABRICACIÓN MECÁNICA,82.8,SUPERIOR
Hombres,Galicia,HOSTELERÍA Y TURISMO,84.4,SUPERIOR
Hombres,Galicia,IMAGEN PERSONAL,71.9,SUPERIOR
Hombres,Galicia,IMAGEN Y SONIDO,86.1,SUPERIOR
Hombres,Galicia,INDUSTRIAS ALIMENTARIAS,70.3,SUPERIOR
Hombres,Galicia,INDUSTRIAS EXTRACTIVAS,,SUPERIOR
Hombres,Galicia,INFORMÁTICA Y COMUNICACIONES,78.7,SUPERIOR
Hombres,Galicia,INSTALACIÓN Y MANTENIMIENTO,85.8,SUPERIOR
Hombres,Galicia,"MADERA, MUEBLE Y CORCHO",80.2,SUPERIOR
Hombres,Galicia,MARÍTIMO-PESQUERA,88.5,SUPERIOR
Hombres,Galicia,QUÍMICA,83.5,SUPERIOR
Hombres,Galicia,SANIDAD,93.1,SUPERIOR
Hombres,Galicia,SEGURIDAD Y MEDIO AMBIENTE,83.1,SUPERIOR
Hombres,Galicia,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,91.2,SUPERIOR
Hombres,Galicia,"TEXTIL, CONFECCIÓN Y PIEL",77.0,SUPERIOR
Hombres,Galicia,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,89.1,SUPERIOR
Hombres,Galicia,VIDRIO Y CERÁMICA,,SUPERIOR
Hombres,Comunidad de Madrid,ACTIVIDADES FÍSICAS Y DEPORTIVAS,89.0,SUPERIOR
Hombres,Comunidad de Madrid,ADMINISTRACIÓN Y GESTIÓN,80.0,SUPERIOR
Hombres,Comunidad de Madrid,AGRARIA,64.3,SUPERIOR
Hombres,Comunidad de Madrid,ARTES GRÁFICAS,91.0,SUPERIOR
Hombres,Comunidad de Madrid,ARTES Y ARTESANÍAS,,SUPERIOR
Hombres,Comunidad de Madrid,COMERCIO Y MARKETING,83.9,SUPERIOR
Hombres,Comunidad de Madrid,EDIFICACIÓN Y OBRA CIVIL,77.7,SUPERIOR
Hombres,Comunidad de Madrid,ELECTRICIDAD Y ELECTRÓNICA,83.0,SUPERIOR
Hombres,Comunidad de Madrid,ENERGÍA Y AGUA,76.4,SUPERIOR
Hombres,Comunidad de Madrid,FABRICACIÓN MECÁNICA,72.5,SUPERIOR
Hombres,Comunidad de Madrid,HOSTELERÍA Y TURISMO,77.1,SUPERIOR
Hombres,Comunidad de Madrid,IMAGEN PERSONAL,83.6,SUPERIOR
Hombres,Comunidad de Madrid,IMAGEN Y SONIDO,91.8,SUPERIOR
Hombres,Comunidad de Madrid,INDUSTRIAS ALIMENTARIAS,73.6,SUPERIOR
Hombres,Comunidad de Madrid,INDUSTRIAS EXTRACTIVAS,,SUPERIOR
Hombres,Comunidad de Madrid,INFORMÁTICA Y COMUNICACIONES,84.8,SUPERIOR
Hombres,Comunidad de Madrid,INSTALACIÓN Y MANTENIMIENTO,75.0,SUPERIOR
Hombres,Comunidad de Madrid,"MADERA, MUEBLE Y CORCHO",81.3,SUPERIOR
Hombres,Comunidad de Madrid,MARÍTIMO-PESQUERA,,SUPERIOR
Hombres,Comunidad de Madrid,QUÍMICA,70.9,SUPERIOR
Hombres,Comunidad de Madrid,SANIDAD,89.9,SUPERIOR
Hombres,Comunidad de Madrid,SEGURIDAD Y MEDIO AMBIENTE,71.4,SUPERIOR
Hombres,Comunidad de Madrid,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,88.7,SUPERIOR
Hombres,Comunidad de Madrid,"TEXTIL, CONFECCIÓN Y PIEL",83.0,SUPERIOR
Hombres,Comunidad de Madrid,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,82.0,SUPERIOR
Hombres,Comunidad de Madrid,VIDRIO Y CERÁMICA,,SUPERIOR
Hombres,Región de Murcia,ACTIVIDADES FÍSICAS Y DEPORTIVAS,89.0,SUPERIOR
Hombres,Región de Murcia,ADMINISTRACIÓN Y GESTIÓN,83.7,SUPERIOR
Hombres,Región de Murcia,AGRARIA,85.9,SUPERIOR
Hombres,Región de Murcia,ARTES GRÁFICAS,63.3,SUPERIOR
Hombres,Región de Murcia,ARTES Y ARTESANÍAS,,SUPERIOR
Hombres,Región de Murcia,COMERCIO Y MARKETING,85.8,SUPERIOR
Hombres,Región de Murcia,EDIFICACIÓN Y OBRA CIVIL,68.6,SUPERIOR
Hombres,Región de Murcia,ELECTRICIDAD Y ELECTRÓNICA,80.4,SUPERIOR
Hombres,Región de Murcia,ENERGÍA Y AGUA,82.7,SUPERIOR
Hombres,Región de Murcia,FABRICACIÓN MECÁNICA,74.9,SUPERIOR
Hombres,Región de Murcia,HOSTELERÍA Y TURISMO,80.3,SUPERIOR
Hombres,Región de Murcia,IMAGEN PERSONAL,87.8,SUPERIOR
Hombres,Región de Murcia,IMAGEN Y SONIDO,92.6,SUPERIOR
Hombres,Región de Murcia,INDUSTRIAS ALIMENTARIAS,83.0,SUPERIOR
Hombres,Región de Murcia,INDUSTRIAS EXTRACTIVAS,,SUPERIOR
Hombres,Región de Murcia,INFORMÁTICA Y COMUNICACIONES,79.2,SUPERIOR
Hombres,Región de Murcia,INSTALACIÓN Y MANTENIMIENTO,77.7,SUPERIOR
Hombres,Región de Murcia,"MADERA, MUEBLE Y CORCHO",,SUPERIOR
Hombres,Región de Murcia,MARÍTIMO-PESQUERA,75.5,SUPERIOR
Hombres,Región de Murcia,QUÍMICA,90.9,SUPERIOR
Hombres,Región de Murcia,SANIDAD,88.8,SUPERIOR
Hombres,Región de Murcia,SEGURIDAD Y MEDIO AMBIENTE,83.2,SUPERIOR
Hombres,Región de Murcia,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,87.2,SUPERIOR
Hombres,Región de Murcia,"TEXTIL, CONFECCIÓN Y PIEL",90.9,SUPERIOR
Hombres,Región de Murcia,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,88.1,SUPERIOR
Hombres,Región de Murcia,VIDRIO Y CERÁMICA,,SUPERIOR
Hombres,Comunidad Foral de Navarra,ACTIVIDADES FÍSICAS Y DEPORTIVAS,93.7,SUPERIOR
Hombres,Comunidad Foral de Navarra,ADMINISTRACIÓN Y GESTIÓN,91.2,SUPERIOR
Hombres,Comunidad Foral de Navarra,AGRARIA,92.3,SUPERIOR
Hombres,Comunidad Foral de Navarra,ARTES GRÁFICAS,80.1,SUPERIOR
Hombres,Comunidad Foral de Navarra,ARTES Y ARTESANÍAS,,SUPERIOR
Hombres,Comunidad Foral de Navarra,COMERCIO Y MARKETING,88.4,SUPERIOR
Hombres,Comunidad Foral de Navarra,EDIFICACIÓN Y OBRA CIVIL,73.5,SUPERIOR
Hombres,Comunidad Foral de Navarra,ELECTRICIDAD Y ELECTRÓNICA,85.0,SUPERIOR
Hombres,Comunidad Foral de Navarra,ENERGÍA Y AGUA,87.4,SUPERIOR
Hombres,Comunidad Foral de Navarra,FABRICACIÓN MECÁNICA,85.7,SUPERIOR
Hombres,Comunidad Foral de Navarra,HOSTELERÍA Y TURISMO,84.4,SUPERIOR
Hombres,Comunidad Foral de Navarra,IMAGEN PERSONAL,93.5,SUPERIOR
Hombres,Comunidad Foral de Navarra,IMAGEN Y SONIDO,87.0,SUPERIOR
Hombres,Comunidad Foral de Navarra,INDUSTRIAS ALIMENTARIAS,78.5,SUPERIOR
Hombres,Comunidad Foral de Navarra,INDUSTRIAS EXTRACTIVAS,,SUPERIOR
Hombres,Comunidad Foral de Navarra,INFORMÁTICA Y COMUNICACIONES,85.9,SUPERIOR
Hombres,Comunidad Foral de Navarra,INSTALACIÓN Y MANTENIMIENTO,87.5,SUPERIOR
Hombres,Comunidad Foral de Navarra,"MADERA, MUEBLE Y CORCHO",92.6,SUPERIOR
Hombres,Comunidad Foral de Navarra,MARÍTIMO-PESQUERA,,SUPERIOR
Hombres,Comunidad Foral de Navarra,QUÍMICA,84.6,SUPERIOR
Hombres,Comunidad Foral de Navarra,SANIDAD,94.6,SUPERIOR
Hombres,Comunidad Foral de Navarra,SEGURIDAD Y MEDIO AMBIENTE,90.8,SUPERIOR
Hombres,Comunidad Foral de Navarra,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,86.9,SUPERIOR
Hombres,Comunidad Foral de Navarra,"TEXTIL, CONFECCIÓN Y PIEL",,SUPERIOR
Hombres,Comunidad Foral de Navarra,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,92.6,SUPERIOR
Hombres,Comunidad Foral de Navarra,VIDRIO Y CERÁMICA,,SUPERIOR
Hombres,País Vasco,ACTIVIDADES FÍSICAS Y DEPORTIVAS,98.0,SUPERIOR
Hombres,País Vasco,ADMINISTRACIÓN Y GESTIÓN,94.7,SUPERIOR
Hombres,País Vasco,AGRARIA,88.8,SUPERIOR
Hombres,País Vasco,ARTES GRÁFICAS,93.4,SUPERIOR
Hombres,País Vasco,ARTES Y ARTESANÍAS,,SUPERIOR
Hombres,País Vasco,COMERCIO Y MARKETING,95.1,SUPERIOR
Hombres,País Vasco,EDIFICACIÓN Y OBRA CIVIL,95.8,SUPERIOR
Hombres,País Vasco,ELECTRICIDAD Y ELECTRÓNICA,94.1,SUPERIOR
Hombres,País Vasco,ENERGÍA Y AGUA,92.4,SUPERIOR
Hombres,País Vasco,FABRICACIÓN MECÁNICA,95.9,SUPERIOR
Hombres,País Vasco,HOSTELERÍA Y TURISMO,93.9,SUPERIOR
Hombres,País Vasco,IMAGEN PERSONAL,97.8,SUPERIOR
Hombres,País Vasco,IMAGEN Y SONIDO,95.0,SUPERIOR
Hombres,País Vasco,INDUSTRIAS ALIMENTARIAS,100.0,SUPERIOR
Hombres,País Vasco,INDUSTRIAS EXTRACTIVAS,,SUPERIOR
Hombres,País Vasco,INFORMÁTICA Y COMUNICACIONES,94.6,SUPERIOR
Hombres,País Vasco,INSTALACIÓN Y MANTENIMIENTO,94.6,SUPERIOR
Hombres,País Vasco,"MADERA, MUEBLE Y CORCHO",88.5,SUPERIOR
Hombres,País Vasco,MARÍTIMO-PESQUERA,94.1,SUPERIOR
Hombres,País Vasco,QUÍMICA,96.8,SUPERIOR
Hombres,País Vasco,SANIDAD,94.6,SUPERIOR
Hombres,País Vasco,SEGURIDAD Y MEDIO AMBIENTE,93.1,SUPERIOR
Hombres,País Vasco,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,96.2,SUPERIOR
Hombres,País Vasco,"TEXTIL, CONFECCIÓN Y PIEL",96.1,SUPERIOR
Hombres,País Vasco,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,96.1,SUPERIOR
Hombres,País Vasco,VIDRIO Y CERÁMICA,,SUPERIOR
Hombres,La Rioja,ACTIVIDADES FÍSICAS Y DEPORTIVAS,81.6,SUPERIOR
Hombres,La Rioja,ADMINISTRACIÓN Y GESTIÓN,83.8,SUPERIOR
Hombres,La Rioja,AGRARIA,64.6,SUPERIOR
Hombres,La Rioja,ARTES GRÁFICAS,,SUPERIOR
Hombres,La Rioja,ARTES Y ARTESANÍAS,,SUPERIOR
Hombres,La Rioja,COMERCIO Y MARKETING,86.1,SUPERIOR
Hombres,La Rioja,EDIFICACIÓN Y OBRA CIVIL,88.8,SUPERIOR
Hombres,La Rioja,ELECTRICIDAD Y ELECTRÓNICA,80.3,SUPERIOR
Hombres,La Rioja,ENERGÍA Y AGUA,98.0,SUPERIOR
Hombres,La Rioja,FABRICACIÓN MECÁNICA,85.9,SUPERIOR
Hombres,La Rioja,HOSTELERÍA Y TURISMO,86.6,SUPERIOR
Hombres,La Rioja,IMAGEN PERSONAL,77.4,SUPERIOR
Hombres,La Rioja,IMAGEN Y SONIDO,,SUPERIOR
Hombres,La Rioja,INDUSTRIAS ALIMENTARIAS,75.8,SUPERIOR
Hombres,La Rioja,INDUSTRIAS EXTRACTIVAS,,SUPERIOR
Hombres,La Rioja,INFORMÁTICA Y COMUNICACIONES,86.6,SUPERIOR
Hombres,La Rioja,INSTALACIÓN Y MANTENIMIENTO,86.3,SUPERIOR
Hombres,La Rioja,"MADERA, MUEBLE Y CORCHO",,SUPERIOR
Hombres,La Rioja,MARÍTIMO-PESQUERA,,SUPERIOR
Hombres,La Rioja,QUÍMICA,88.3,SUPERIOR
Hombres,La Rioja,SANIDAD,90.6,SUPERIOR
Hombres,La Rioja,SEGURIDAD Y MEDIO AMBIENTE,69.3,SUPERIOR
Hombres,La Rioja,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,93.7,SUPERIOR
Hombres,La Rioja,"TEXTIL, CONFECCIÓN Y PIEL",87.8,SUPERIOR
Hombres,La Rioja,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,89.8,SUPERIOR
Hombres,La Rioja,VIDRIO Y CERÁMICA,,SUPERIOR
Hombres,Ceuta,ACTIVIDADES FÍSICAS Y DEPORTIVAS,81.3,SUPERIOR
Hombres,Ceuta,ADMINISTRACIÓN Y GESTIÓN,0.0,SUPERIOR
Hombres,Ceuta,AGRARIA,60.7,SUPERIOR
Hombres,Ceuta,ARTES GRÁFICAS,,SUPERIOR
Hombres,Ceuta,ARTES Y ARTESANÍAS,,SUPERIOR
Hombres,Ceuta,COMERCIO Y MARKETING,,SUPERIOR
Hombres,Ceuta,EDIFICACIÓN Y OBRA CIVIL,60.7,SUPERIOR
Hombres,Ceuta,ELECTRICIDAD Y ELECTRÓNICA,67.0,SUPERIOR
Hombres,Ceuta,ENERGÍA Y AGUA,83.3,SUPERIOR
Hombres,Ceuta,FABRICACIÓN MECÁNICA,,SUPERIOR
Hombres,Ceuta,HOSTELERÍA Y TURISMO,56.5,SUPERIOR
Hombres,Ceuta,IMAGEN PERSONAL,0.0,SUPERIOR
Hombres,Ceuta,IMAGEN Y SONIDO,84.1,SUPERIOR
Hombres,Ceuta,INDUSTRIAS ALIMENTARIAS,,SUPERIOR
Hombres,Ceuta,INDUSTRIAS EXTRACTIVAS,,SUPERIOR
Hombres,Ceuta,INFORMÁTICA Y COMUNICACIONES,0.0,SUPERIOR
Hombres,Ceuta,INSTALACIÓN Y MANTENIMIENTO,,SUPERIOR
Hombres,Ceuta,"MADERA, MUEBLE Y CORCHO",,SUPERIOR
Hombres,Ceuta,MARÍTIMO-PESQUERA,,SUPERIOR
Hombres,Ceuta,QUÍMICA,,SUPERIOR
Hombres,Ceuta,SANIDAD,75.4,SUPERIOR
Hombres,Ceuta,SEGURIDAD Y MEDIO AMBIENTE,54.6,SUPERIOR
Hombres,Ceuta,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,73.6,SUPERIOR
Hombres,Ceuta,"TEXTIL, CONFECCIÓN Y PIEL",,SUPERIOR
Hombres,Ceuta,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,53.2,SUPERIOR
Hombres,Ceuta,VIDRIO Y CERÁMICA,,SUPERIOR
Hombres,Melilla,ACTIVIDADES FÍSICAS Y DEPORTIVAS,63.3,SUPERIOR
Hombres,Melilla,ADMINISTRACIÓN Y GESTIÓN,73.0,SUPERIOR
Hombres,Melilla,AGRARIA,,SUPERIOR
Hombres,Melilla,ARTES GRÁFICAS,,SUPERIOR
Hombres,Melilla,ARTES Y ARTESANÍAS,,SUPERIOR
Hombres,Melilla,COMERCIO Y MARKETING,90.4,SUPERIOR
Hombres,Melilla,EDIFICACIÓN Y OBRA CIVIL,,SUPERIOR
