Sexo;Comunidad autónoma/provincia (1);Ciclo formativo (2);Total
Hombres;Barcelona;Proyectos de edificación;54
Hombres;Barcelona;Proyectos de obra civil;5
Hombres;Barcelona;08 ELECTRICIDAD Y ELECTRÓNICA;695
Hombres;Barcelona;Automatización y robótica industrial;420
Hombres;Barcelona;Electromedicina clínica;38
Hombres;Barcelona;Mantenimiento electrónico;38
Hombres;Barcelona;Sistemas de telecomunicaciones e informáticos;70
Hombres;Barcelona;Sistemas electrotécnicos y automatizados;129
Hombres;Barcelona;09 ENERGÍA Y AGUA;79
Hombres;Barcelona;Eficiencia energética y energía solar térmica;8
Hombres;Barcelona;Energías renovables;53
Hombres;Barcelona;Centrales eléctricas;0
Hombres;Barcelona;Gestión de agua;18
Hombres;Barcelona;10 FABRICACIÓN MECÁNICA;340
Hombres;Barcelona;Construcciones metálicas;26
Hombres;Barcelona;Diseño en fabricación mecánica;119
Hombres;Barcelona;Óptica de anteojería (LOGSE);6
Hombres;Barcelona;Programación de la producción en fabricación mecánica;189
Hombres;Barcelona;Programación de la producción en moldeo de metales y polímeros;0
Hombres;Barcelona;11 HOSTELERÍA Y TURISMO;242
Hombres;Barcelona;Agencias de viajes y gestión de eventos;28
Hombres;Barcelona;Dirección de cocina;105
Hombres;Barcelona;Dirección de servicios de restauración;41
Hombres;Barcelona;Gestión de alojamientos turísticos;41
Hombres;Barcelona;Guía, información y asistencias turísticas;27
Hombres;Barcelona;12 IMAGEN PERSONAL;25
Hombres;Barcelona;Asesoría de imagen personal y corporativa;6
Hombres;Barcelona;Caracterización y maquillaje profesional;3
Hombres;Barcelona;Estética integral y bienestar;6
Hombres;Barcelona;Estilismo y dirección de peluquería;6
Hombres;Barcelona;Termalismo y bienestar;4
Hombres;Barcelona;13 IMAGEN Y SONIDO;570
Hombres;Barcelona;Animaciones 3D, juegos y entornos interactivos;176
Hombres;Barcelona;Iluminación, captación y tratamiento de Imagen;74
Hombres;Barcelona;Producción de audiovisuales y espectáculos;86
Hombres;Barcelona;Realización de proyectos de audiovisuales y espectáculos;147
Hombres;Barcelona;Sonido para audiovisuales y espectáculos;87
Hombres;Barcelona;Imagen y sonido sin distribuir (para centros extranjeros);0
Hombres;Barcelona;14 INDUSTRIAS ALIMENTARIAS;19
Hombres;Barcelona;Procesos y calidad en la industria alimentaria;9
Hombres;Barcelona;Vitivinicultura;10
Hombres;Barcelona;16 INFORMÁTICA Y COMUNICACIONES;1.681
Hombres;Barcelona;Administración de sistemas informáticos en red;638
Hombres;Barcelona;Desarrollo de aplicaciones multiplataforma;593
Hombres;Barcelona;Desarrollo de aplicaciones web;450
Hombres;Barcelona;Informatica y comunicaciones sin distribuir (para centros extranjeros);0
Hombres;Barcelona;17 INSTALACIÓN Y MANTENIMIENTO;324
Hombres;Barcelona;Desarrollo de proyectos de instalaciones térmicas y de fluidos;5
Hombres;Barcelona;Mantenimiento de instalaciones térmicas y de fluidos;40
Hombres;Barcelona;Mecatrónica industrial;279
Hombres;Barcelona;18 MADERA, MUEBLE Y CORCHO;34
Hombres;Barcelona;Diseño y amueblamiento;34
Hombres;Barcelona;19 MARÍTIMO-PESQUERA;0
Hombres;Barcelona;Acuicultura;0
Hombres;Barcelona;Organización del mantenimiento de maquinaria de buques y embarcaciones;0
Hombres;Barcelona;Transporte marítimo y pesca de altura;0
Hombres;Barcelona;20 QUÍMICA;286
Hombres;Barcelona;Fabricación de Productos Farmaceuticos;90
Hombres;Barcelona;Laboratorio de análisis y de control de calidad;154
Hombres;Barcelona;Química industrial;42
Hombres;Barcelona;21 SANIDAD;663
Hombres;Barcelona;Anatomía patológica y citodiagnostico;34
Hombres;Barcelona;Audiología protésica;12
Hombres;Barcelona;Dietética (LOGSE);104
Hombres;Barcelona;Documentación y administración sanitaria;56
Hombres;Barcelona;Higiene bucodental;82
Hombres;Barcelona;Imagen para el diagnóstico y medicina nuclear;167
Hombres;Barcelona;Laboratorio clinico y biomédico;162
Hombres;Barcelona;Ortoprótesis y productos de apoyo;5
Hombres;Barcelona;Prótesis dentales;31
Hombres;Barcelona;Radioterampia y dosimetría;10
Hombres;Barcelona;22 SEGURIDAD Y MEDIO AMBIENTE;61
Hombres;Barcelona;Coordinación de emergencias y protección civil;0
Hombres;Barcelona;Educación y control ambiental;20
Hombres;Barcelona;Prevención de riesgos profesionales (LOGSE);11
Hombres;Barcelona;Química y salud ambiental;30
Hombres;Barcelona;23 SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;452
Hombres;Barcelona;Animación sociocultural y turística;20
Hombres;Barcelona;Educación infantil;142
Hombres;Barcelona;Integración social;286
Hombres;Barcelona;Mediación comunicativa;1
Hombres;Barcelona;Promoción de igualdad de género;3
Hombres;Barcelona;24 TEXTIL, CONFECCIÓN Y PIEL;6
Hombres;Barcelona;Diseño y producción de calzado y complementos;0
Hombres;Barcelona;Patronaje y moda;6
Hombres;Barcelona;Vestuario a medida y de espectáculos;0
Hombres;Barcelona;Diseño Técnico en Textil y Piel;0
Hombres;Barcelona;25 TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;583
Hombres;Barcelona;Automoción;571
Hombres;Barcelona;Mantenimiento Aeromecánico de Aviones con Motor de Turbina;4
Hombres;Barcelona;Mantenimiento de Sistemas Electrónicos y Aviónicos en Aeronaves;5
Hombres;Barcelona;Mantenimiento Aeromecánico de Helicópteros con Motor de Pistón;3
Hombres;Barcelona;Mantenimiento Aeromecánico de Helicópteros con Motor de Turbina;0
Hombres;Barcelona;26 VIDRIO Y CERÁMICA;0
Hombres;Barcelona;Desarrollo y fabricación de productos cerámicos;0
Hombres;Girona;00 TOTAL;920
Hombres;Girona;01 ACTIVIDADES FÍSICAS Y DEPORTIVAS;118
Hombres;Girona;Enseñanza y animación sociodeportiva;79
Hombres;Girona;Acondicionamiento físico;39
Hombres;Girona;02 ADMINISTRACIÓN Y GESTIÓN;83
Hombres;Girona;Administración y finanzas;74
Hombres;Girona;Asistencia a la dirección;9
Hombres;Girona;03 AGRARIA;18
Hombres;Girona;Ganadería y asistencia en sanidad animal;0
Hombres;Girona;Gestión forestal y del medio natural;8
Hombres;Girona;Paisajismo y medio rural;10
Hombres;Girona;04 ARTES GRÁFICAS;0
Hombres;Girona;Diseño y edición de publicaciones impresas y multimedia;0
Hombres;Girona;Diseño y gestión de la producción gráfica;0
Hombres;Girona;05 ARTES Y ARTESANÍAS;0
Hombres;Girona;Artista fallero y construcción de escenografías;0
Hombres;Girona;06 COMERCIO Y MARKETING;62
Hombres;Girona;Comercio internacional;11
Hombres;Girona;Gestión de ventas y espacios comerciales;7
Hombres;Girona;Marketing y publicidad;39
Hombres;Girona;Transporte y logística;5
Hombres;Girona;07 EDIFICACIÓN Y OBRA CIVIL;9
Hombres;Girona;Organización y control de obras de construcción;0
Hombres;Girona;Proyectos de edificación;9
Hombres;Girona;Proyectos de obra civil;0
Hombres;Girona;08 ELECTRICIDAD Y ELECTRÓNICA;88
Hombres;Girona;Automatización y robótica industrial;46
Hombres;Girona;Electromedicina clínica;0
Hombres;Girona;Mantenimiento electrónico;15
Hombres;Girona;Sistemas de telecomunicaciones e informáticos;0
Hombres;Girona;Sistemas electrotécnicos y automatizados;27
Hombres;Girona;09 ENERGÍA Y AGUA;4
Hombres;Girona;Eficiencia energética y energía solar térmica;4
Hombres;Girona;Energías renovables;0
Hombres;Girona;Centrales eléctricas;0
Hombres;Girona;Gestión de agua;0
Hombres;Girona;10 FABRICACIÓN MECÁNICA;42
Hombres;Girona;Construcciones metálicas;0
Hombres;Girona;Diseño en fabricación mecánica;24
Hombres;Girona;Óptica de anteojería (LOGSE);0
Hombres;Girona;Programación de la producción en fabricación mecánica;15
Hombres;Girona;Programación de la producción en moldeo de metales y polímeros;3
Hombres;Girona;11 HOSTELERÍA Y TURISMO;52
Hombres;Girona;Agencias de viajes y gestión de eventos;2
Hombres;Girona;Dirección de cocina;17
Hombres;Girona;Dirección de servicios de restauración;4
Hombres;Girona;Gestión de alojamientos turísticos;21
Hombres;Girona;Guía, información y asistencias turísticas;8
Hombres;Girona;12 IMAGEN PERSONAL;0
Hombres;Girona;Asesoría de imagen personal y corporativa;0
Hombres;Girona;Caracterización y maquillaje profesional;0
Hombres;Girona;Estética integral y bienestar;0
Hombres;Girona;Estilismo y dirección de peluquería;0
Hombres;Girona;Termalismo y bienestar;0
Hombres;Girona;13 IMAGEN Y SONIDO;34
Hombres;Girona;Animaciones 3D, juegos y entornos interactivos;12
Hombres;Girona;Iluminación, captación y tratamiento de Imagen;7
Hombres;Girona;Producción de audiovisuales y espectáculos;0
Hombres;Girona;Realización de proyectos de audiovisuales y espectáculos;10
Hombres;Girona;Sonido para audiovisuales y espectáculos;5
Hombres;Girona;Imagen y sonido sin distribuir (para centros extranjeros);0
Hombres;Girona;14 INDUSTRIAS ALIMENTARIAS;11
Hombres;Girona;Procesos y calidad en la industria alimentaria;11
Hombres;Girona;Vitivinicultura;0
Hombres;Girona;16 INFORMÁTICA Y COMUNICACIONES;144
Hombres;Girona;Administración de sistemas informáticos en red;39
Hombres;Girona;Desarrollo de aplicaciones multiplataforma;54
Hombres;Girona;Desarrollo de aplicaciones web;51
Hombres;Girona;Informatica y comunicaciones sin distribuir (para centros extranjeros);0
Hombres;Girona;17 INSTALACIÓN Y MANTENIMIENTO;51
Hombres;Girona;Desarrollo de proyectos de instalaciones térmicas y de fluidos;0
Hombres;Girona;Mantenimiento de instalaciones térmicas y de fluidos;0
Hombres;Girona;Mecatrónica industrial;51
Hombres;Girona;18 MADERA, MUEBLE Y CORCHO;6
Hombres;Girona;Diseño y amueblamiento;6
Hombres;Girona;19 MARÍTIMO-PESQUERA;0
Hombres;Girona;Acuicultura;0
Hombres;Girona;Organización del mantenimiento de maquinaria de buques y embarcaciones;0
Hombres;Girona;Transporte marítimo y pesca de altura;0
Hombres;Girona;20 QUÍMICA;16
Hombres;Girona;Fabricación de Productos Farmaceuticos;8
Hombres;Girona;Laboratorio de análisis y de control de calidad;5
Hombres;Girona;Química industrial;3
Hombres;Girona;21 SANIDAD;38
Hombres;Girona;Anatomía patológica y citodiagnostico;9
Hombres;Girona;Audiología protésica;0
Hombres;Girona;Dietética (LOGSE);8
Hombres;Girona;Documentación y administración sanitaria;1
Hombres;Girona;Higiene bucodental;7
Hombres;Girona;Imagen para el diagnóstico y medicina nuclear;8
Hombres;Girona;Laboratorio clinico y biomédico;5
Hombres;Girona;Ortoprótesis y productos de apoyo;0
Hombres;Girona;Prótesis dentales;0
Hombres;Girona;Radioterampia y dosimetría;0
Hombres;Girona;22 SEGURIDAD Y MEDIO AMBIENTE;17
Hombres;Girona;Coordinación de emergencias y protección civil;0
Hombres;Girona;Educación y control ambiental;9
Hombres;Girona;Prevención de riesgos profesionales (LOGSE);8
Hombres;Girona;Química y salud ambiental;0
Hombres;Girona;23 SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;49
Hombres;Girona;Animación sociocultural y turística;2
Hombres;Girona;Educación infantil;25
Hombres;Girona;Integración social;22
Hombres;Girona;Mediación comunicativa;0
Hombres;Girona;Promoción de igualdad de género;0
Hombres;Girona;24 TEXTIL, CONFECCIÓN Y PIEL;2
Hombres;Girona;Diseño y producción de calzado y complementos;0
Hombres;Girona;Patronaje y moda;2
Hombres;Girona;Vestuario a medida y de espectáculos;0
Hombres;Girona;Diseño Técnico en Textil y Piel;0
Hombres;Girona;25 TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;76
Hombres;Girona;Automoción;76
Hombres;Girona;Mantenimiento Aeromecánico de Aviones con Motor de Turbina;0
Hombres;Girona;Mantenimiento de Sistemas Electrónicos y Aviónicos en Aeronaves;0
Hombres;Girona;Mantenimiento Aeromecánico de Helicópteros con Motor de Pistón;0
Hombres;Girona;Mantenimiento Aeromecánico de Helicópteros con Motor de Turbina;0
Hombres;Girona;26 VIDRIO Y CERÁMICA;0
Hombres;Girona;Desarrollo y fabricación de productos cerámicos;0
Hombres;Lleida;00 TOTAL;728
Hombres;Lleida;01 ACTIVIDADES FÍSICAS Y DEPORTIVAS;99
Hombres;Lleida;Enseñanza y animación sociodeportiva;64
Hombres;Lleida;Acondicionamiento físico;35
Hombres;Lleida;02 ADMINISTRACIÓN Y GESTIÓN;46
Hombres;Lleida;Administración y finanzas;40
Hombres;Lleida;Asistencia a la dirección;6
Hombres;Lleida;03 AGRARIA;82
Hombres;Lleida;Ganadería y asistencia en sanidad animal;27
Hombres;Lleida;Gestión forestal y del medio natural;34
Hombres;Lleida;Paisajismo y medio rural;21
Hombres;Lleida;04 ARTES GRÁFICAS;1
Hombres;Lleida;Diseño y edición de publicaciones impresas y multimedia;1
Hombres;Lleida;Diseño y gestión de la producción gráfica;0
Hombres;Lleida;05 ARTES Y ARTESANÍAS;0
Hombres;Lleida;Artista fallero y construcción de escenografías;0
Hombres;Lleida;06 COMERCIO Y MARKETING;52
Hombres;Lleida;Comercio internacional;10
Hombres;Lleida;Gestión de ventas y espacios comerciales;0
Hombres;Lleida;Marketing y publicidad;34
Hombres;Lleida;Transporte y logística;8
Hombres;Lleida;07 EDIFICACIÓN Y OBRA CIVIL;15
Hombres;Lleida;Organización y control de obras de construcción;0
Hombres;Lleida;Proyectos de edificación;9
Hombres;Lleida;Proyectos de obra civil;6
Hombres;Lleida;08 ELECTRICIDAD Y ELECTRÓNICA;39
Hombres;Lleida;Automatización y robótica industrial;19
Hombres;Lleida;Electromedicina clínica;0
Hombres;Lleida;Mantenimiento electrónico;6
Hombres;Lleida;Sistemas de telecomunicaciones e informáticos;3
Hombres;Lleida;Sistemas electrotécnicos y automatizados;11
Hombres;Lleida;09 ENERGÍA Y AGUA;11
Hombres;Lleida;Eficiencia energética y energía solar térmica;0
Hombres;Lleida;Energías renovables;11
Hombres;Lleida;Centrales eléctricas;0
Hombres;Lleida;Gestión de agua;0
Hombres;Lleida;10 FABRICACIÓN MECÁNICA;15
Hombres;Lleida;Construcciones metálicas;0
Hombres;Lleida;Diseño en fabricación mecánica;0
Hombres;Lleida;Óptica de anteojería (LOGSE);0
Hombres;Lleida;Programación de la producción en fabricación mecánica;15
Hombres;Lleida;Programación de la producción en moldeo de metales y polímeros;0
Hombres;Lleida;11 HOSTELERÍA Y TURISMO;8
Hombres;Lleida;Agencias de viajes y gestión de eventos;0
Hombres;Lleida;Dirección de cocina;2
Hombres;Lleida;Dirección de servicios de restauración;2
Hombres;Lleida;Gestión de alojamientos turísticos;3
Hombres;Lleida;Guía, información y asistencias turísticas;1
Hombres;Lleida;12 IMAGEN PERSONAL;4
Hombres;Lleida;Asesoría de imagen personal y corporativa;0
Hombres;Lleida;Caracterización y maquillaje profesional;0
Hombres;Lleida;Estética integral y bienestar;1
Hombres;Lleida;Estilismo y dirección de peluquería;3
Hombres;Lleida;Termalismo y bienestar;0
Hombres;Lleida;13 IMAGEN Y SONIDO;41
Hombres;Lleida;Animaciones 3D, juegos y entornos interactivos;20
Hombres;Lleida;Iluminación, captación y tratamiento de Imagen;11
Hombres;Lleida;Producción de audiovisuales y espectáculos;0
Hombres;Lleida;Realización de proyectos de audiovisuales y espectáculos;10
Hombres;Lleida;Sonido para audiovisuales y espectáculos;0
Hombres;Lleida;Imagen y sonido sin distribuir (para centros extranjeros);0
Hombres;Lleida;14 INDUSTRIAS ALIMENTARIAS;6
Hombres;Lleida;Procesos y calidad en la industria alimentaria;3
Hombres;Lleida;Vitivinicultura;3
Hombres;Lleida;16 INFORMÁTICA Y COMUNICACIONES;105
Hombres;Lleida;Administración de sistemas informáticos en red;21
Hombres;Lleida;Desarrollo de aplicaciones multiplataforma;40
Hombres;Lleida;Desarrollo de aplicaciones web;44
Hombres;Lleida;Informatica y comunicaciones sin distribuir (para centros extranjeros);0
Hombres;Lleida;17 INSTALACIÓN Y MANTENIMIENTO;20
Hombres;Lleida;Desarrollo de proyectos de instalaciones térmicas y de fluidos;0
Hombres;Lleida;Mantenimiento de instalaciones térmicas y de fluidos;5
Hombres;Lleida;Mecatrónica industrial;15
Hombres;Lleida;18 MADERA, MUEBLE Y CORCHO;0
Hombres;Lleida;Diseño y amueblamiento;0
Hombres;Lleida;19 MARÍTIMO-PESQUERA;0
Hombres;Lleida;Acuicultura;0
Hombres;Lleida;Organización del mantenimiento de maquinaria de buques y embarcaciones;0
Hombres;Lleida;Transporte marítimo y pesca de altura;0
Hombres;Lleida;20 QUÍMICA;10
Hombres;Lleida;Fabricación de Productos Farmaceuticos;0
Hombres;Lleida;Laboratorio de análisis y de control de calidad;10
Hombres;Lleida;Química industrial;0
Hombres;Lleida;21 SANIDAD;48
Hombres;Lleida;Anatomía patológica y citodiagnostico;4
Hombres;Lleida;Audiología protésica;0
Hombres;Lleida;Dietética (LOGSE);15
Hombres;Lleida;Documentación y administración sanitaria;1
Hombres;Lleida;Higiene bucodental;4
Hombres;Lleida;Imagen para el diagnóstico y medicina nuclear;10
Hombres;Lleida;Laboratorio clinico y biomédico;14
Hombres;Lleida;Ortoprótesis y productos de apoyo;0
Hombres;Lleida;Prótesis dentales;0
Hombres;Lleida;Radioterampia y dosimetría;0
Hombres;Lleida;22 SEGURIDAD Y MEDIO AMBIENTE;15
Hombres;Lleida;Coordinación de emergencias y protección civil;0
Hombres;Lleida;Educación y control ambiental;15
Hombres;Lleida;Prevención de riesgos profesionales (LOGSE);0
Hombres;Lleida;Química y salud ambiental;0
Hombres;Lleida;23 SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;37
Hombres;Lleida;Animación sociocultural y turística;0
Hombres;Lleida;Educación infantil;17
Hombres;Lleida;Integración social;19
Hombres;Lleida;Mediación comunicativa;1
Hombres;Lleida;Promoción de igualdad de género;0
Hombres;Lleida;24 TEXTIL, CONFECCIÓN Y PIEL;2
Hombres;Lleida;Diseño y producción de calzado y complementos;0
Hombres;Lleida;Patronaje y moda;2
Hombres;Lleida;Vestuario a medida y de espectáculos;0
Hombres;Lleida;Diseño Técnico en Textil y Piel;0
Hombres;Lleida;25 TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;72
Hombres;Lleida;Automoción;72
Hombres;Lleida;Mantenimiento Aeromecánico de Aviones con Motor de Turbina;0
Hombres;Lleida;Mantenimiento de Sistemas Electrónicos y Aviónicos en Aeronaves;0
Hombres;Lleida;Mantenimiento Aeromecánico de Helicópteros con Motor de Pistón;0
Hombres;Lleida;Mantenimiento Aeromecánico de Helicópteros con Motor de Turbina;0
Hombres;Lleida;26 VIDRIO Y CERÁMICA;0
Hombres;Lleida;Desarrollo y fabricación de productos cerámicos;0
Hombres;Tarragona;00 TOTAL;1.182
Hombres;Tarragona;01 ACTIVIDADES FÍSICAS Y DEPORTIVAS;113
Hombres;Tarragona;Enseñanza y animación sociodeportiva;88
Hombres;Tarragona;Acondicionamiento físico;25
Hombres;Tarragona;02 ADMINISTRACIÓN Y GESTIÓN;87
Hombres;Tarragona;Administración y finanzas;83
Hombres;Tarragona;Asistencia a la dirección;4
Hombres;Tarragona;03 AGRARIA;31
Hombres;Tarragona;Ganadería y asistencia en sanidad animal;0
Hombres;Tarragona;Gestión forestal y del medio natural;15
Hombres;Tarragona;Paisajismo y medio rural;16
Hombres;Tarragona;04 ARTES GRÁFICAS;18
Hombres;Tarragona;Diseño y edición de publicaciones impresas y multimedia;9
Hombres;Tarragona;Diseño y gestión de la producción gráfica;9
Hombres;Tarragona;05 ARTES Y ARTESANÍAS;0
Hombres;Tarragona;Artista fallero y construcción de escenografías;0
Hombres;Tarragona;06 COMERCIO Y MARKETING;96
Hombres;Tarragona;Comercio internacional;22
Hombres;Tarragona;Gestión de ventas y espacios comerciales;28
Hombres;Tarragona;Marketing y publicidad;36
Hombres;Tarragona;Transporte y logística;10
Hombres;Tarragona;07 EDIFICACIÓN Y OBRA CIVIL;5
Hombres;Tarragona;Organización y control de obras de construcción;0
Hombres;Tarragona;Proyectos de edificación;5
Hombres;Tarragona;Proyectos de obra civil;0
Hombres;Tarragona;08 ELECTRICIDAD Y ELECTRÓNICA;136
Hombres;Tarragona;Automatización y robótica industrial;78
Hombres;Tarragona;Electromedicina clínica;0
Hombres;Tarragona;Mantenimiento electrónico;4
Hombres;Tarragona;Sistemas de telecomunicaciones e informáticos;18
Hombres;Tarragona;Sistemas electrotécnicos y automatizados;36
Hombres;Tarragona;09 ENERGÍA Y AGUA;35
Hombres;Tarragona;Eficiencia energética y energía solar térmica;12
Hombres;Tarragona;Energías renovables;12
Hombres;Tarragona;Centrales eléctricas;0
Hombres;Tarragona;Gestión de agua;11
Hombres;Tarragona;10 FABRICACIÓN MECÁNICA;72
Hombres;Tarragona;Construcciones metálicas;12
Hombres;Tarragona;Diseño en fabricación mecánica;33
Hombres;Tarragona;Óptica de anteojería (LOGSE);0
Hombres;Tarragona;Programación de la producción en fabricación mecánica;27
Hombres;Tarragona;Programación de la producción en moldeo de metales y polímeros;0
Hombres;Tarragona;11 HOSTELERÍA Y TURISMO;34
Hombres;Tarragona;Agencias de viajes y gestión de eventos;2
Hombres;Tarragona;Dirección de cocina;19
Hombres;Tarragona;Dirección de servicios de restauración;1
Hombres;Tarragona;Gestión de alojamientos turísticos;6
Hombres;Tarragona;Guía, información y asistencias turísticas;6
Hombres;Tarragona;12 IMAGEN PERSONAL;2
Hombres;Tarragona;Asesoría de imagen personal y corporativa;0
Hombres;Tarragona;Caracterización y maquillaje profesional;2
Hombres;Tarragona;Estética integral y bienestar;0
Hombres;Tarragona;Estilismo y dirección de peluquería;0
Hombres;Tarragona;Termalismo y bienestar;0
Hombres;Tarragona;13 IMAGEN Y SONIDO;12
Hombres;Tarragona;Animaciones 3D, juegos y entornos interactivos;0
Hombres;Tarragona;Iluminación, captación y tratamiento de Imagen;0
Hombres;Tarragona;Producción de audiovisuales y espectáculos;0
Hombres;Tarragona;Realización de proyectos de audiovisuales y espectáculos;12
Hombres;Tarragona;Sonido para audiovisuales y espectáculos;0
Hombres;Tarragona;Imagen y sonido sin distribuir (para centros extranjeros);0
Hombres;Tarragona;14 INDUSTRIAS ALIMENTARIAS;8
Hombres;Tarragona;Procesos y calidad en la industria alimentaria;3
Hombres;Tarragona;Vitivinicultura;5
Hombres;Tarragona;16 INFORMÁTICA Y COMUNICACIONES;143
Hombres;Tarragona;Administración de sistemas informáticos en red;65
Hombres;Tarragona;Desarrollo de aplicaciones multiplataforma;28
Hombres;Tarragona;Desarrollo de aplicaciones web;50
Hombres;Tarragona;Informatica y comunicaciones sin distribuir (para centros extranjeros);0
Hombres;Tarragona;17 INSTALACIÓN Y MANTENIMIENTO;50
Hombres;Tarragona;Desarrollo de proyectos de instalaciones térmicas y de fluidos;0
Hombres;Tarragona;Mantenimiento de instalaciones térmicas y de fluidos;6
Hombres;Tarragona;Mecatrónica industrial;44
Hombres;Tarragona;18 MADERA, MUEBLE Y CORCHO;0
Hombres;Tarragona;Diseño y amueblamiento;0
Hombres;Tarragona;19 MARÍTIMO-PESQUERA;71
Hombres;Tarragona;Acuicultura;12
Hombres;Tarragona;Organización del mantenimiento de maquinaria de buques y embarcaciones;21
Hombres;Tarragona;Transporte marítimo y pesca de altura;38
Hombres;Tarragona;20 QUÍMICA;93
Hombres;Tarragona;Fabricación de Productos Farmaceuticos;0
Hombres;Tarragona;Laboratorio de análisis y de control de calidad;22
Hombres;Tarragona;Química industrial;71
Hombres;Tarragona;21 SANIDAD;39
Hombres;Tarragona;Anatomía patológica y citodiagnostico;1
Hombres;Tarragona;Audiología protésica;0
Hombres;Tarragona;Dietética (LOGSE);12
Hombres;Tarragona;Documentación y administración sanitaria;3
Hombres;Tarragona;Higiene bucodental;8
Hombres;Tarragona;Imagen para el diagnóstico y medicina nuclear;3
Hombres;Tarragona;Laboratorio clinico y biomédico;12
Hombres;Tarragona;Ortoprótesis y productos de apoyo;0
Hombres;Tarragona;Prótesis dentales;0
Hombres;Tarragona;Radioterampia y dosimetría;0
Hombres;Tarragona;22 SEGURIDAD Y MEDIO AMBIENTE;30
Hombres;Tarragona;Coordinación de emergencias y protección civil;0
Hombres;Tarragona;Educación y control ambiental;5
Hombres;Tarragona;Prevención de riesgos profesionales (LOGSE);18
Hombres;Tarragona;Química y salud ambiental;7
Hombres;Tarragona;23 SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;53
Hombres;Tarragona;Animación sociocultural y turística;5
Hombres;Tarragona;Educación infantil;24
Hombres;Tarragona;Integración social;24
Hombres;Tarragona;Mediación comunicativa;0
Hombres;Tarragona;Promoción de igualdad de género;0
Hombres;Tarragona;24 TEXTIL, CONFECCIÓN Y PIEL;0
Hombres;Tarragona;Diseño y producción de calzado y complementos;0
Hombres;Tarragona;Patronaje y moda;0
Hombres;Tarragona;Vestuario a medida y de espectáculos;0
Hombres;Tarragona;Diseño Técnico en Textil y Piel;0
Hombres;Tarragona;25 TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;54
Hombres;Tarragona;Automoción;54
Hombres;Tarragona;Mantenimiento Aeromecánico de Aviones con Motor de Turbina;0
Hombres;Tarragona;Mantenimiento de Sistemas Electrónicos y Aviónicos en Aeronaves;0
Hombres;Tarragona;Mantenimiento Aeromecánico de Helicópteros con Motor de Pistón;0
Hombres;Tarragona;Mantenimiento Aeromecánico de Helicópteros con Motor de Turbina;0
Hombres;Tarragona;26 VIDRIO Y CERÁMICA;0
Hombres;Tarragona;Desarrollo y fabricación de productos cerámicos;0
Hombres;10 COMUNITAT VALENCIANA;00 TOTAL;8.123
Hombres;10 COMUNITAT VALENCIANA;01 ACTIVIDADES FÍSICAS Y DEPORTIVAS;717
Hombres;10 COMUNITAT VALENCIANA;Enseñanza y animación sociodeportiva;717
Hombres;10 COMUNITAT VALENCIANA;Acondicionamiento físico;0
Hombres;10 COMUNITAT VALENCIANA;02 ADMINISTRACIÓN Y GESTIÓN;853
Hombres;10 COMUNITAT VALENCIANA;Administración y finanzas;780
Hombres;10 COMUNITAT VALENCIANA;Asistencia a la dirección;73
Hombres;10 COMUNITAT VALENCIANA;03 AGRARIA;234
Hombres;10 COMUNITAT VALENCIANA;Ganadería y asistencia en sanidad animal;0
Hombres;10 COMUNITAT VALENCIANA;Gestión forestal y del medio natural;189
Hombres;10 COMUNITAT VALENCIANA;Paisajismo y medio rural;45
Hombres;10 COMUNITAT VALENCIANA;04 ARTES GRÁFICAS;21
Hombres;10 COMUNITAT VALENCIANA;Diseño y edición de publicaciones impresas y multimedia;15
Hombres;10 COMUNITAT VALENCIANA;Diseño y gestión de la producción gráfica;6
Hombres;10 COMUNITAT VALENCIANA;05 ARTES Y ARTESANÍAS;11
Hombres;10 COMUNITAT VALENCIANA;Artista fallero y construcción de escenografías;11
Hombres;10 COMUNITAT VALENCIANA;06 COMERCIO Y MARKETING;799
Hombres;10 COMUNITAT VALENCIANA;Comercio internacional;323
Hombres;10 COMUNITAT VALENCIANA;Gestión de ventas y espacios comerciales;113
Hombres;10 COMUNITAT VALENCIANA;Marketing y publicidad;196
Hombres;10 COMUNITAT VALENCIANA;Transporte y logística;167
Hombres;10 COMUNITAT VALENCIANA;07 EDIFICACIÓN Y OBRA CIVIL;50
Hombres;10 COMUNITAT VALENCIANA;Organización y control de obras de construcción;0
Hombres;10 COMUNITAT VALENCIANA;Proyectos de edificación;42
Hombres;10 COMUNITAT VALENCIANA;Proyectos de obra civil;8
Hombres;10 COMUNITAT VALENCIANA;08 ELECTRICIDAD Y ELECTRÓNICA;715
Hombres;10 COMUNITAT VALENCIANA;Automatización y robótica industrial;262
Hombres;10 COMUNITAT VALENCIANA;Electromedicina clínica;40
Hombres;10 COMUNITAT VALENCIANA;Mantenimiento electrónico;66
Hombres;10 COMUNITAT VALENCIANA;Sistemas de telecomunicaciones e informáticos;120
