Sexo,Comunidad autónoma,Familia profesional,Porcentajes total de módulos aprobados,nivel_educativo
Mujeres,Región de Murcia,ADMINISTRACIÓN Y GESTIÓN,71.4,BASICO
Mujeres,Región de Murcia,AGRARIA,77.2,BASICO
Mujeres,Región de Murcia,ARTES GRÁFICAS,85.1,BASICO
Mujeres,Región de Murcia,ARTES Y ARTESANÍAS,,BASICO
Mujeres,Región de Murcia,COMERCIO Y MARKETING,80.2,BASICO
Mujeres,Región de Murcia,EDIFICACIÓN Y OBRA CIVIL,,BASICO
Mujeres,Región de Murcia,ELECTRICIDAD Y ELECTRÓNICA,67.3,BASICO
Mujeres,Región de Murcia,ENERGÍA Y AGUA,,BASICO
Mujeres,Región de Murcia,FABRICACIÓN MECÁNICA,75.0,BASICO
Mujeres,Región de Murcia,HOSTELERÍA Y TURISMO,67.0,BASICO
Mujeres,Región de Murcia,IMAGEN PERSONAL,80.7,BASICO
Mujeres,Región de Murcia,IMAGEN Y SONIDO,,BASICO
Mujeres,Región de Murcia,INDUSTRIAS ALIMENTARIAS,88.6,BASICO
Mujeres,Región de Murcia,INDUSTRIAS EXTRACTIVAS,,BASICO
Mujeres,Región de Murcia,INFORMÁTICA Y COMUNICACIONES,67.6,BASICO
Mujeres,Región de Murcia,INSTALACIÓN Y MANTENIMIENTO,0.0,BASICO
Mujeres,Región de Murcia,"MADERA, MUEBLE Y CORCHO",56.5,BASICO
Mujeres,Región de Murcia,MARÍTIMO-PESQUERA,,BASICO
Mujeres,Región de Murcia,QUÍMICA,,BASICO
Mujeres,Región de Murcia,SANIDAD,,BASICO
Mujeres,Región de Murcia,SEGURIDAD Y MEDIO AMBIENTE,,BASICO
Mujeres,Región de Murcia,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,,BASICO
Mujeres,Región de Murcia,"TEXTIL, CONFECCIÓN Y PIEL",35.7,BASICO
Mujeres,Región de Murcia,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,67.2,BASICO
Mujeres,Región de Murcia,VIDRIO Y CERÁMICA,,BASICO
Mujeres,Comunidad Foral de Navarra,ACTIVIDADES FÍSICAS Y DEPORTIVAS,,BASICO
Mujeres,Comunidad Foral de Navarra,ADMINISTRACIÓN Y GESTIÓN,92.9,BASICO
Mujeres,Comunidad Foral de Navarra,AGRARIA,70.2,BASICO
Mujeres,Comunidad Foral de Navarra,ARTES GRÁFICAS,73.7,BASICO
Mujeres,Comunidad Foral de Navarra,ARTES Y ARTESANÍAS,,BASICO
Mujeres,Comunidad Foral de Navarra,COMERCIO Y MARKETING,75.8,BASICO
Mujeres,Comunidad Foral de Navarra,EDIFICACIÓN Y OBRA CIVIL,100.0,BASICO
Mujeres,Comunidad Foral de Navarra,ELECTRICIDAD Y ELECTRÓNICA,76.5,BASICO
Mujeres,Comunidad Foral de Navarra,ENERGÍA Y AGUA,,BASICO
Mujeres,Comunidad Foral de Navarra,FABRICACIÓN MECÁNICA,70.0,BASICO
Mujeres,Comunidad Foral de Navarra,HOSTELERÍA Y TURISMO,95.4,BASICO
Mujeres,Comunidad Foral de Navarra,IMAGEN PERSONAL,85.9,BASICO
Mujeres,Comunidad Foral de Navarra,IMAGEN Y SONIDO,,BASICO
Mujeres,Comunidad Foral de Navarra,INDUSTRIAS ALIMENTARIAS,40.0,BASICO
Mujeres,Comunidad Foral de Navarra,INDUSTRIAS EXTRACTIVAS,,BASICO
Mujeres,Comunidad Foral de Navarra,INFORMÁTICA Y COMUNICACIONES,84.5,BASICO
Mujeres,Comunidad Foral de Navarra,INSTALACIÓN Y MANTENIMIENTO,,BASICO
Mujeres,Comunidad Foral de Navarra,"MADERA, MUEBLE Y CORCHO",100.0,BASICO
Mujeres,Comunidad Foral de Navarra,MARÍTIMO-PESQUERA,,BASICO
Mujeres,Comunidad Foral de Navarra,QUÍMICA,,BASICO
Mujeres,Comunidad Foral de Navarra,SANIDAD,,BASICO
Mujeres,Comunidad Foral de Navarra,SEGURIDAD Y MEDIO AMBIENTE,,BASICO
Mujeres,Comunidad Foral de Navarra,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,,BASICO
Mujeres,Comunidad Foral de Navarra,"TEXTIL, CONFECCIÓN Y PIEL",85.3,BASICO
Mujeres,Comunidad Foral de Navarra,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,,BASICO
Mujeres,Comunidad Foral de Navarra,VIDRIO Y CERÁMICA,,BASICO
Mujeres,País Vasco,ACTIVIDADES FÍSICAS Y DEPORTIVAS,,BASICO
Mujeres,País Vasco,ADMINISTRACIÓN Y GESTIÓN,96.8,BASICO
Mujeres,País Vasco,AGRARIA,83.8,BASICO
Mujeres,País Vasco,ARTES GRÁFICAS,95.3,BASICO
Mujeres,País Vasco,ARTES Y ARTESANÍAS,,BASICO
Mujeres,País Vasco,COMERCIO Y MARKETING,88.2,BASICO
Mujeres,País Vasco,EDIFICACIÓN Y OBRA CIVIL,,BASICO
Mujeres,País Vasco,ELECTRICIDAD Y ELECTRÓNICA,84.1,BASICO
Mujeres,País Vasco,ENERGÍA Y AGUA,,BASICO
Mujeres,País Vasco,FABRICACIÓN MECÁNICA,82.5,BASICO
Mujeres,País Vasco,HOSTELERÍA Y TURISMO,85.2,BASICO
Mujeres,País Vasco,IMAGEN PERSONAL,92.1,BASICO
Mujeres,País Vasco,IMAGEN Y SONIDO,,BASICO
Mujeres,País Vasco,INDUSTRIAS ALIMENTARIAS,0.0,BASICO
Mujeres,País Vasco,INDUSTRIAS EXTRACTIVAS,,BASICO
Mujeres,País Vasco,INFORMÁTICA Y COMUNICACIONES,89.5,BASICO
Mujeres,País Vasco,INSTALACIÓN Y MANTENIMIENTO,100.0,BASICO
Mujeres,País Vasco,"MADERA, MUEBLE Y CORCHO",91.7,BASICO
Mujeres,País Vasco,MARÍTIMO-PESQUERA,,BASICO
Mujeres,País Vasco,QUÍMICA,,BASICO
Mujeres,País Vasco,SANIDAD,,BASICO
Mujeres,País Vasco,SEGURIDAD Y MEDIO AMBIENTE,,BASICO
Mujeres,País Vasco,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,95.9,BASICO
Mujeres,País Vasco,"TEXTIL, CONFECCIÓN Y PIEL",49.3,BASICO
Mujeres,País Vasco,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,81.3,BASICO
Mujeres,País Vasco,VIDRIO Y CERÁMICA,,BASICO
Mujeres,La Rioja,ACTIVIDADES FÍSICAS Y DEPORTIVAS,50.0,BASICO
Mujeres,La Rioja,ADMINISTRACIÓN Y GESTIÓN,71.3,BASICO
Mujeres,La Rioja,AGRARIA,75.4,BASICO
Mujeres,La Rioja,ARTES GRÁFICAS,,BASICO
Mujeres,La Rioja,ARTES Y ARTESANÍAS,,BASICO
Mujeres,La Rioja,COMERCIO Y MARKETING,82.2,BASICO
Mujeres,La Rioja,EDIFICACIÓN Y OBRA CIVIL,,BASICO
Mujeres,La Rioja,ELECTRICIDAD Y ELECTRÓNICA,25.0,BASICO
Mujeres,La Rioja,ENERGÍA Y AGUA,,BASICO
Mujeres,La Rioja,FABRICACIÓN MECÁNICA,100.0,BASICO
Mujeres,La Rioja,HOSTELERÍA Y TURISMO,65.6,BASICO
Mujeres,La Rioja,IMAGEN PERSONAL,59.6,BASICO
Mujeres,La Rioja,IMAGEN Y SONIDO,,BASICO
Mujeres,La Rioja,INDUSTRIAS ALIMENTARIAS,,BASICO
Mujeres,La Rioja,INDUSTRIAS EXTRACTIVAS,,BASICO
Mujeres,La Rioja,INFORMÁTICA Y COMUNICACIONES,62.7,BASICO
Mujeres,La Rioja,INSTALACIÓN Y MANTENIMIENTO,,BASICO
Mujeres,La Rioja,"MADERA, MUEBLE Y CORCHO",,BASICO
Mujeres,La Rioja,MARÍTIMO-PESQUERA,,BASICO
Mujeres,La Rioja,QUÍMICA,,BASICO
Mujeres,La Rioja,SANIDAD,,BASICO
Mujeres,La Rioja,SEGURIDAD Y MEDIO AMBIENTE,,BASICO
Mujeres,La Rioja,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,87.5,BASICO
Mujeres,La Rioja,"TEXTIL, CONFECCIÓN Y PIEL",97.5,BASICO
Mujeres,La Rioja,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,100.0,BASICO
Mujeres,La Rioja,VIDRIO Y CERÁMICA,,BASICO
Mujeres,Ceuta,ACTIVIDADES FÍSICAS Y DEPORTIVAS,100.0,BASICO
Mujeres,Ceuta,ADMINISTRACIÓN Y GESTIÓN,0.0,BASICO
Mujeres,Ceuta,AGRARIA,68.6,BASICO
Mujeres,Ceuta,ARTES GRÁFICAS,,BASICO
Mujeres,Ceuta,ARTES Y ARTESANÍAS,,BASICO
Mujeres,Ceuta,COMERCIO Y MARKETING,71.7,BASICO
Mujeres,Ceuta,EDIFICACIÓN Y OBRA CIVIL,,BASICO
Mujeres,Ceuta,ELECTRICIDAD Y ELECTRÓNICA,100.0,BASICO
Mujeres,Ceuta,ENERGÍA Y AGUA,,BASICO
Mujeres,Ceuta,FABRICACIÓN MECÁNICA,,BASICO
Mujeres,Ceuta,HOSTELERÍA Y TURISMO,52.2,BASICO
Mujeres,Ceuta,IMAGEN PERSONAL,75.7,BASICO
Mujeres,Ceuta,IMAGEN Y SONIDO,,BASICO
Mujeres,Ceuta,INDUSTRIAS ALIMENTARIAS,,BASICO
Mujeres,Ceuta,INDUSTRIAS EXTRACTIVAS,,BASICO
Mujeres,Ceuta,INFORMÁTICA Y COMUNICACIONES,0.0,BASICO
Mujeres,Ceuta,INSTALACIÓN Y MANTENIMIENTO,,BASICO
Mujeres,Ceuta,"MADERA, MUEBLE Y CORCHO",,BASICO
Mujeres,Ceuta,MARÍTIMO-PESQUERA,,BASICO
Mujeres,Ceuta,QUÍMICA,,BASICO
Mujeres,Ceuta,SANIDAD,,BASICO
Mujeres,Ceuta,SEGURIDAD Y MEDIO AMBIENTE,,BASICO
Mujeres,Ceuta,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,,BASICO
Mujeres,Ceuta,"TEXTIL, CONFECCIÓN Y PIEL",,BASICO
Mujeres,Ceuta,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,,BASICO
Mujeres,Ceuta,VIDRIO Y CERÁMICA,,BASICO
Mujeres,Melilla,ACTIVIDADES FÍSICAS Y DEPORTIVAS,65.2,BASICO
Mujeres,Melilla,ADMINISTRACIÓN Y GESTIÓN,58.9,BASICO
Mujeres,Melilla,AGRARIA,,BASICO
Mujeres,Melilla,ARTES GRÁFICAS,92.3,BASICO
Mujeres,Melilla,ARTES Y ARTESANÍAS,,BASICO
Mujeres,Melilla,COMERCIO Y MARKETING,53.5,BASICO
Mujeres,Melilla,EDIFICACIÓN Y OBRA CIVIL,,BASICO
Mujeres,Melilla,ELECTRICIDAD Y ELECTRÓNICA,,BASICO
Mujeres,Melilla,ENERGÍA Y AGUA,,BASICO
Mujeres,Melilla,FABRICACIÓN MECÁNICA,,BASICO
Mujeres,Melilla,HOSTELERÍA Y TURISMO,56.5,BASICO
Mujeres,Melilla,IMAGEN PERSONAL,56.7,BASICO
Mujeres,Melilla,IMAGEN Y SONIDO,,BASICO
Mujeres,Melilla,INDUSTRIAS ALIMENTARIAS,,BASICO
Mujeres,Melilla,INDUSTRIAS EXTRACTIVAS,,BASICO
Mujeres,Melilla,INFORMÁTICA Y COMUNICACIONES,67.4,BASICO
Mujeres,Melilla,INSTALACIÓN Y MANTENIMIENTO,,BASICO
Mujeres,Melilla,"MADERA, MUEBLE Y CORCHO",100.0,BASICO
Mujeres,Melilla,MARÍTIMO-PESQUERA,,BASICO
Mujeres,Melilla,QUÍMICA,,BASICO
Mujeres,Melilla,SANIDAD,,BASICO
Mujeres,Melilla,SEGURIDAD Y MEDIO AMBIENTE,,BASICO
Mujeres,Melilla,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,,BASICO
Mujeres,Melilla,"TEXTIL, CONFECCIÓN Y PIEL",,BASICO
Mujeres,Melilla,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,,BASICO
Mujeres,Melilla,VIDRIO Y CERÁMICA,,BASICO
