Sexo;Comunidad autónoma/provincia;Ciclo formativo (1);Total
Mujeres;08 CASTILLA-LA MANCHA;18 MADERA, MUEBLE Y CORCHO;0
Mujeres;08 CASTILLA-LA MANCHA;Carpintería y mueble;0
Mujeres;08 CASTILLA-LA MANCHA;19 MARÍTIMO-PESQUERA;0
Mujeres;08 CASTILLA-LA MANCHA;Actividades marítimo-pesqueras;0
Mujeres;08 CASTILLA-LA MANCHA;23 SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;0
Mujeres;08 CASTILLA-LA MANCHA;Actividades domésticas y limpieza de edificios;0
Mujeres;08 CASTILLA-LA MANCHA;24 TEXTIL, CONFECCIÓN Y PIEL;2
Mujeres;08 CASTILLA-LA MANCHA;Arreglo y reparación de artículos textiles y de piel;2
Mujeres;08 CASTILLA-LA MANCHA;Tapicería y cortinaje;0
Mujeres;08 CASTILLA-LA MANCHA;25 TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;2
Mujeres;08 CASTILLA-LA MANCHA;Mantenimiento de embarcaciones deportivas y de recreo;0
Mujeres;08 CASTILLA-LA MANCHA;Mantenimiento de vehículos;2
Mujeres;08 CASTILLA-LA MANCHA;26 VIDRIO Y CERÁMICA;0
Mujeres;08 CASTILLA-LA MANCHA;Vidriería y alfarería;0
Mujeres;Albacete;00 TOTAL;72
Mujeres;Albacete;01 ACTIVIDADES FÍSICAS Y DEPORTIVAS;0
Mujeres;Albacete;Acceso y Conservación en Instalaciones Deportivas;0
Mujeres;Albacete;02 ADMINISTRACIÓN Y GESTIÓN;33
Mujeres;Albacete;Servicios administrativos;33
Mujeres;Albacete;03 AGRARIA;1
Mujeres;Albacete;Actividades agropecuarias;0
Mujeres;Albacete;Agro-jardinería y composiciones florales;0
Mujeres;Albacete;Aprovechamientos forestales;1
Mujeres;Albacete;04 ARTES GRÁFICAS;0
Mujeres;Albacete;Artes gráficas;0
Mujeres;Albacete;06 COMERCIO Y MARKETING;5
Mujeres;Albacete;Servicios comerciales;5
Mujeres;Albacete;07 EDIFICACIÓN Y OBRA CIVIL;0
Mujeres;Albacete;Reforma y mantenimiento de edificios;0
Mujeres;Albacete;08 ELECTRICIDAD Y ELECTRÓNICA;0
Mujeres;Albacete;Electricidad y electrónica;0
Mujeres;Albacete;Instalaciones electrotécnicas y mecánica;0
Mujeres;Albacete;10 FABRICACIÓN MECÁNICA;0
Mujeres;Albacete;Fabricación de elementos metálicos;0
Mujeres;Albacete;Fabricación y montaje;0
Mujeres;Albacete;11 HOSTELERÍA Y TURISMO;4
Mujeres;Albacete;Actividades de panadería y pastelería;0
Mujeres;Albacete;Alojamiento y lavandería;0
Mujeres;Albacete;Cocina y restauración;4
Mujeres;Albacete;12 IMAGEN PERSONAL;8
Mujeres;Albacete;Peluquería y estética;8
Mujeres;Albacete;14 INDUSTRIAS ALIMENTARIAS;7
Mujeres;Albacete;Industrias alimentarias;7
Mujeres;Albacete;16 INFORMÁTICA Y COMUNICACIONES;11
Mujeres;Albacete;Informática de oficina;11
Mujeres;Albacete;Informática y comunicaciones;0
Mujeres;Albacete;17 INSTALACIÓN Y MANTENIMIENTO;0
Mujeres;Albacete;Mantenimiento de viviendas;0
Mujeres;Albacete;18 MADERA, MUEBLE Y CORCHO;0
Mujeres;Albacete;Carpintería y mueble;0
Mujeres;Albacete;19 MARÍTIMO-PESQUERA;0
Mujeres;Albacete;Actividades marítimo-pesqueras;0
Mujeres;Albacete;23 SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;0
Mujeres;Albacete;Actividades domésticas y limpieza de edificios;0
Mujeres;Albacete;24 TEXTIL, CONFECCIÓN Y PIEL;2
Mujeres;Albacete;Arreglo y reparación de artículos textiles y de piel;2
Mujeres;Albacete;Tapicería y cortinaje;0
Mujeres;Albacete;25 TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;1
Mujeres;Albacete;Mantenimiento de embarcaciones deportivas y de recreo;0
Mujeres;Albacete;Mantenimiento de vehículos;1
Mujeres;Albacete;26 VIDRIO Y CERÁMICA;0
Mujeres;Albacete;Vidriería y alfarería;0
Mujeres;Ciudad Real;00 TOTAL;81
Mujeres;Ciudad Real;01 ACTIVIDADES FÍSICAS Y DEPORTIVAS;0
Mujeres;Ciudad Real;Acceso y Conservación en Instalaciones Deportivas;0
Mujeres;Ciudad Real;02 ADMINISTRACIÓN Y GESTIÓN;16
Mujeres;Ciudad Real;Servicios administrativos;16
Mujeres;Ciudad Real;03 AGRARIA;4
Mujeres;Ciudad Real;Actividades agropecuarias;0
Mujeres;Ciudad Real;Agro-jardinería y composiciones florales;4
Mujeres;Ciudad Real;Aprovechamientos forestales;0
Mujeres;Ciudad Real;04 ARTES GRÁFICAS;0
Mujeres;Ciudad Real;Artes gráficas;0
Mujeres;Ciudad Real;06 COMERCIO Y MARKETING;9
Mujeres;Ciudad Real;Servicios comerciales;9
Mujeres;Ciudad Real;07 EDIFICACIÓN Y OBRA CIVIL;0
Mujeres;Ciudad Real;Reforma y mantenimiento de edificios;0
Mujeres;Ciudad Real;08 ELECTRICIDAD Y ELECTRÓNICA;5
Mujeres;Ciudad Real;Electricidad y electrónica;5
Mujeres;Ciudad Real;Instalaciones electrotécnicas y mecánica;0
Mujeres;Ciudad Real;10 FABRICACIÓN MECÁNICA;1
Mujeres;Ciudad Real;Fabricación de elementos metálicos;0
Mujeres;Ciudad Real;Fabricación y montaje;1
Mujeres;Ciudad Real;11 HOSTELERÍA Y TURISMO;13
Mujeres;Ciudad Real;Actividades de panadería y pastelería;0
Mujeres;Ciudad Real;Alojamiento y lavandería;0
Mujeres;Ciudad Real;Cocina y restauración;13
Mujeres;Ciudad Real;12 IMAGEN PERSONAL;24
Mujeres;Ciudad Real;Peluquería y estética;24
Mujeres;Ciudad Real;14 INDUSTRIAS ALIMENTARIAS;0
Mujeres;Ciudad Real;Industrias alimentarias;0
Mujeres;Ciudad Real;16 INFORMÁTICA Y COMUNICACIONES;9
Mujeres;Ciudad Real;Informática de oficina;3
Mujeres;Ciudad Real;Informática y comunicaciones;6
Mujeres;Ciudad Real;17 INSTALACIÓN Y MANTENIMIENTO;0
Mujeres;Ciudad Real;Mantenimiento de viviendas;0
Mujeres;Ciudad Real;18 MADERA, MUEBLE Y CORCHO;0
Mujeres;Ciudad Real;Carpintería y mueble;0
Mujeres;Ciudad Real;19 MARÍTIMO-PESQUERA;0
Mujeres;Ciudad Real;Actividades marítimo-pesqueras;0
Mujeres;Ciudad Real;23 SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;0
Mujeres;Ciudad Real;Actividades domésticas y limpieza de edificios;0
Mujeres;Ciudad Real;24 TEXTIL, CONFECCIÓN Y PIEL;0
Mujeres;Ciudad Real;Arreglo y reparación de artículos textiles y de piel;0
Mujeres;Ciudad Real;Tapicería y cortinaje;0
Mujeres;Ciudad Real;25 TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;0
Mujeres;Ciudad Real;Mantenimiento de embarcaciones deportivas y de recreo;0
Mujeres;Ciudad Real;Mantenimiento de vehículos;0
Mujeres;Ciudad Real;26 VIDRIO Y CERÁMICA;0
Mujeres;Ciudad Real;Vidriería y alfarería;0
Mujeres;Cuenca;00 TOTAL;32
Mujeres;Cuenca;01 ACTIVIDADES FÍSICAS Y DEPORTIVAS;0
Mujeres;Cuenca;Acceso y Conservación en Instalaciones Deportivas;0
Mujeres;Cuenca;02 ADMINISTRACIÓN Y GESTIÓN;1
Mujeres;Cuenca;Servicios administrativos;1
Mujeres;Cuenca;03 AGRARIA;0
Mujeres;Cuenca;Actividades agropecuarias;0
Mujeres;Cuenca;Agro-jardinería y composiciones florales;0
Mujeres;Cuenca;Aprovechamientos forestales;0
Mujeres;Cuenca;04 ARTES GRÁFICAS;0
Mujeres;Cuenca;Artes gráficas;0
Mujeres;Cuenca;06 COMERCIO Y MARKETING;14
Mujeres;Cuenca;Servicios comerciales;14
Mujeres;Cuenca;07 EDIFICACIÓN Y OBRA CIVIL;0
Mujeres;Cuenca;Reforma y mantenimiento de edificios;0
Mujeres;Cuenca;08 ELECTRICIDAD Y ELECTRÓNICA;0
Mujeres;Cuenca;Electricidad y electrónica;0
Mujeres;Cuenca;Instalaciones electrotécnicas y mecánica;0
Mujeres;Cuenca;10 FABRICACIÓN MECÁNICA;0
Mujeres;Cuenca;Fabricación de elementos metálicos;0
Mujeres;Cuenca;Fabricación y montaje;0
Mujeres;Cuenca;11 HOSTELERÍA Y TURISMO;5
Mujeres;Cuenca;Actividades de panadería y pastelería;0
Mujeres;Cuenca;Alojamiento y lavandería;0
Mujeres;Cuenca;Cocina y restauración;5
Mujeres;Cuenca;12 IMAGEN PERSONAL;5
Mujeres;Cuenca;Peluquería y estética;5
Mujeres;Cuenca;14 INDUSTRIAS ALIMENTARIAS;0
Mujeres;Cuenca;Industrias alimentarias;0
Mujeres;Cuenca;16 INFORMÁTICA Y COMUNICACIONES;6
Mujeres;Cuenca;Informática de oficina;6
Mujeres;Cuenca;Informática y comunicaciones;0
Mujeres;Cuenca;17 INSTALACIÓN Y MANTENIMIENTO;0
Mujeres;Cuenca;Mantenimiento de viviendas;0
Mujeres;Cuenca;18 MADERA, MUEBLE Y CORCHO;0
Mujeres;Cuenca;Carpintería y mueble;0
Mujeres;Cuenca;19 MARÍTIMO-PESQUERA;0
Mujeres;Cuenca;Actividades marítimo-pesqueras;0
Mujeres;Cuenca;23 SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;0
Mujeres;Cuenca;Actividades domésticas y limpieza de edificios;0
Mujeres;Cuenca;24 TEXTIL, CONFECCIÓN Y PIEL;0
Mujeres;Cuenca;Arreglo y reparación de artículos textiles y de piel;0
Mujeres;Cuenca;Tapicería y cortinaje;0
Mujeres;Cuenca;25 TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;1
Mujeres;Cuenca;Mantenimiento de embarcaciones deportivas y de recreo;0
Mujeres;Cuenca;Mantenimiento de vehículos;1
Mujeres;Cuenca;26 VIDRIO Y CERÁMICA;0
Mujeres;Cuenca;Vidriería y alfarería;0
Mujeres;Guadalajara;00 TOTAL;57
Mujeres;Guadalajara;01 ACTIVIDADES FÍSICAS Y DEPORTIVAS;4
Mujeres;Guadalajara;Acceso y Conservación en Instalaciones Deportivas;4
Mujeres;Guadalajara;02 ADMINISTRACIÓN Y GESTIÓN;23
Mujeres;Guadalajara;Servicios administrativos;23
Mujeres;Guadalajara;03 AGRARIA;1
Mujeres;Guadalajara;Actividades agropecuarias;0
Mujeres;Guadalajara;Agro-jardinería y composiciones florales;1
Mujeres;Guadalajara;Aprovechamientos forestales;0
Mujeres;Guadalajara;04 ARTES GRÁFICAS;4
Mujeres;Guadalajara;Artes gráficas;4
Mujeres;Guadalajara;06 COMERCIO Y MARKETING;3
Mujeres;Guadalajara;Servicios comerciales;3
Mujeres;Guadalajara;07 EDIFICACIÓN Y OBRA CIVIL;0
Mujeres;Guadalajara;Reforma y mantenimiento de edificios;0
Mujeres;Guadalajara;08 ELECTRICIDAD Y ELECTRÓNICA;1
Mujeres;Guadalajara;Electricidad y electrónica;1
Mujeres;Guadalajara;Instalaciones electrotécnicas y mecánica;0
Mujeres;Guadalajara;10 FABRICACIÓN MECÁNICA;0
Mujeres;Guadalajara;Fabricación de elementos metálicos;0
Mujeres;Guadalajara;Fabricación y montaje;0
Mujeres;Guadalajara;11 HOSTELERÍA Y TURISMO;6
Mujeres;Guadalajara;Actividades de panadería y pastelería;4
Mujeres;Guadalajara;Alojamiento y lavandería;0
Mujeres;Guadalajara;Cocina y restauración;2
Mujeres;Guadalajara;12 IMAGEN PERSONAL;8
Mujeres;Guadalajara;Peluquería y estética;8
Mujeres;Guadalajara;14 INDUSTRIAS ALIMENTARIAS;0
Mujeres;Guadalajara;Industrias alimentarias;0
Mujeres;Guadalajara;16 INFORMÁTICA Y COMUNICACIONES;7
Mujeres;Guadalajara;Informática de oficina;4
Mujeres;Guadalajara;Informática y comunicaciones;3
Mujeres;Guadalajara;17 INSTALACIÓN Y MANTENIMIENTO;0
Mujeres;Guadalajara;Mantenimiento de viviendas;0
Mujeres;Guadalajara;18 MADERA, MUEBLE Y CORCHO;0
Mujeres;Guadalajara;Carpintería y mueble;0
Mujeres;Guadalajara;19 MARÍTIMO-PESQUERA;0
Mujeres;Guadalajara;Actividades marítimo-pesqueras;0
Mujeres;Guadalajara;23 SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;0
Mujeres;Guadalajara;Actividades domésticas y limpieza de edificios;0
Mujeres;Guadalajara;24 TEXTIL, CONFECCIÓN Y PIEL;0
Mujeres;Guadalajara;Arreglo y reparación de artículos textiles y de piel;0
Mujeres;Guadalajara;Tapicería y cortinaje;0
Mujeres;Guadalajara;25 TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;0
Mujeres;Guadalajara;Mantenimiento de embarcaciones deportivas y de recreo;0
Mujeres;Guadalajara;Mantenimiento de vehículos;0
Mujeres;Guadalajara;26 VIDRIO Y CERÁMICA;0
Mujeres;Guadalajara;Vidriería y alfarería;0
Mujeres;Toledo;00 TOTAL;157
Mujeres;Toledo;01 ACTIVIDADES FÍSICAS Y DEPORTIVAS;0
Mujeres;Toledo;Acceso y Conservación en Instalaciones Deportivas;0
Mujeres;Toledo;02 ADMINISTRACIÓN Y GESTIÓN;42
Mujeres;Toledo;Servicios administrativos;42
Mujeres;Toledo;03 AGRARIA;1
Mujeres;Toledo;Actividades agropecuarias;0
Mujeres;Toledo;Agro-jardinería y composiciones florales;0
Mujeres;Toledo;Aprovechamientos forestales;1
Mujeres;Toledo;04 ARTES GRÁFICAS;0
Mujeres;Toledo;Artes gráficas;0
Mujeres;Toledo;06 COMERCIO Y MARKETING;22
Mujeres;Toledo;Servicios comerciales;22
Mujeres;Toledo;07 EDIFICACIÓN Y OBRA CIVIL;0
Mujeres;Toledo;Reforma y mantenimiento de edificios;0
Mujeres;Toledo;08 ELECTRICIDAD Y ELECTRÓNICA;1
Mujeres;Toledo;Electricidad y electrónica;1
Mujeres;Toledo;Instalaciones electrotécnicas y mecánica;0
Mujeres;Toledo;10 FABRICACIÓN MECÁNICA;0
Mujeres;Toledo;Fabricación de elementos metálicos;0
Mujeres;Toledo;Fabricación y montaje;0
Mujeres;Toledo;11 HOSTELERÍA Y TURISMO;24
Mujeres;Toledo;Actividades de panadería y pastelería;0
Mujeres;Toledo;Alojamiento y lavandería;2
Mujeres;Toledo;Cocina y restauración;22
Mujeres;Toledo;12 IMAGEN PERSONAL;39
Mujeres;Toledo;Peluquería y estética;39
Mujeres;Toledo;14 INDUSTRIAS ALIMENTARIAS;0
Mujeres;Toledo;Industrias alimentarias;0
Mujeres;Toledo;16 INFORMÁTICA Y COMUNICACIONES;28
Mujeres;Toledo;Informática de oficina;20
Mujeres;Toledo;Informática y comunicaciones;8
Mujeres;Toledo;17 INSTALACIÓN Y MANTENIMIENTO;0
Mujeres;Toledo;Mantenimiento de viviendas;0
Mujeres;Toledo;18 MADERA, MUEBLE Y CORCHO;0
Mujeres;Toledo;Carpintería y mueble;0
Mujeres;Toledo;19 MARÍTIMO-PESQUERA;0
Mujeres;Toledo;Actividades marítimo-pesqueras;0
Mujeres;Toledo;23 SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;0
Mujeres;Toledo;Actividades domésticas y limpieza de edificios;0
Mujeres;Toledo;24 TEXTIL, CONFECCIÓN Y PIEL;0
Mujeres;Toledo;Arreglo y reparación de artículos textiles y de piel;0
Mujeres;Toledo;Tapicería y cortinaje;0
Mujeres;Toledo;25 TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;0
Mujeres;Toledo;Mantenimiento de embarcaciones deportivas y de recreo;0
Mujeres;Toledo;Mantenimiento de vehículos;0
Mujeres;Toledo;26 VIDRIO Y CERÁMICA;0
Mujeres;Toledo;Vidriería y alfarería;0
Mujeres;09 CATALUÑA;00 TOTAL;.
Mujeres;09 CATALUÑA;01 ACTIVIDADES FÍSICAS Y DEPORTIVAS;.
Mujeres;09 CATALUÑA;Acceso y Conservación en Instalaciones Deportivas;.
Mujeres;09 CATALUÑA;02 ADMINISTRACIÓN Y GESTIÓN;.
Mujeres;09 CATALUÑA;Servicios administrativos;.
Mujeres;09 CATALUÑA;03 AGRARIA;.
Mujeres;09 CATALUÑA;Actividades agropecuarias;.
Mujeres;09 CATALUÑA;Agro-jardinería y composiciones florales;.
Mujeres;09 CATALUÑA;Aprovechamientos forestales;.
Mujeres;09 CATALUÑA;04 ARTES GRÁFICAS;.
Mujeres;09 CATALUÑA;Artes gráficas;.
Mujeres;09 CATALUÑA;06 COMERCIO Y MARKETING;.
Mujeres;09 CATALUÑA;Servicios comerciales;.
Mujeres;09 CATALUÑA;07 EDIFICACIÓN Y OBRA CIVIL;.
Mujeres;09 CATALUÑA;Reforma y mantenimiento de edificios;.
Mujeres;09 CATALUÑA;08 ELECTRICIDAD Y ELECTRÓNICA;.
Mujeres;09 CATALUÑA;Electricidad y electrónica;.
Mujeres;09 CATALUÑA;Instalaciones electrotécnicas y mecánica;.
Mujeres;09 CATALUÑA;10 FABRICACIÓN MECÁNICA;.
Mujeres;09 CATALUÑA;Fabricación de elementos metálicos;.
Mujeres;09 CATALUÑA;Fabricación y montaje;.
Mujeres;09 CATALUÑA;11 HOSTELERÍA Y TURISMO;.
Mujeres;09 CATALUÑA;Actividades de panadería y pastelería;.
Mujeres;09 CATALUÑA;Alojamiento y lavandería;.
Mujeres;09 CATALUÑA;Cocina y restauración;.
Mujeres;09 CATALUÑA;12 IMAGEN PERSONAL;.
Mujeres;09 CATALUÑA;Peluquería y estética;.
Mujeres;09 CATALUÑA;14 INDUSTRIAS ALIMENTARIAS;.
Mujeres;09 CATALUÑA;Industrias alimentarias;.
Mujeres;09 CATALUÑA;16 INFORMÁTICA Y COMUNICACIONES;.
Mujeres;09 CATALUÑA;Informática de oficina;.
Mujeres;09 CATALUÑA;Informática y comunicaciones;.
Mujeres;09 CATALUÑA;17 INSTALACIÓN Y MANTENIMIENTO;.
Mujeres;09 CATALUÑA;Mantenimiento de viviendas;.
Mujeres;09 CATALUÑA;18 MADERA, MUEBLE Y CORCHO;.
Mujeres;09 CATALUÑA;Carpintería y mueble;.
Mujeres;09 CATALUÑA;19 MARÍTIMO-PESQUERA;.
Mujeres;09 CATALUÑA;Actividades marítimo-pesqueras;.
Mujeres;09 CATALUÑA;23 SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;.
Mujeres;09 CATALUÑA;Actividades domésticas y limpieza de edificios;.
Mujeres;09 CATALUÑA;24 TEXTIL, CONFECCIÓN Y PIEL;.
Mujeres;09 CATALUÑA;Arreglo y reparación de artículos textiles y de piel;.
Mujeres;09 CATALUÑA;Tapicería y cortinaje;.
Mujeres;09 CATALUÑA;25 TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;.
Mujeres;09 CATALUÑA;Mantenimiento de embarcaciones deportivas y de recreo;.
Mujeres;09 CATALUÑA;Mantenimiento de vehículos;.
Mujeres;09 CATALUÑA;26 VIDRIO Y CERÁMICA;.
Mujeres;09 CATALUÑA;Vidriería y alfarería;.
Mujeres;Barcelona;00 TOTAL;.
Mujeres;Barcelona;01 ACTIVIDADES FÍSICAS Y DEPORTIVAS;.
Mujeres;Barcelona;Acceso y Conservación en Instalaciones Deportivas;.
Mujeres;Barcelona;02 ADMINISTRACIÓN Y GESTIÓN;.
Mujeres;Barcelona;Servicios administrativos;.
Mujeres;Barcelona;03 AGRARIA;.
Mujeres;Barcelona;Actividades agropecuarias;.
Mujeres;Barcelona;Agro-jardinería y composiciones florales;.
Mujeres;Barcelona;Aprovechamientos forestales;.
Mujeres;Barcelona;04 ARTES GRÁFICAS;.
Mujeres;Barcelona;Artes gráficas;.
Mujeres;Barcelona;06 COMERCIO Y MARKETING;.
Mujeres;Barcelona;Servicios comerciales;.
Mujeres;Barcelona;07 EDIFICACIÓN Y OBRA CIVIL;.
Mujeres;Barcelona;Reforma y mantenimiento de edificios;.
Mujeres;Barcelona;08 ELECTRICIDAD Y ELECTRÓNICA;.
Mujeres;Barcelona;Electricidad y electrónica;.
Mujeres;Barcelona;Instalaciones electrotécnicas y mecánica;.
Mujeres;Barcelona;10 FABRICACIÓN MECÁNICA;.
Mujeres;Barcelona;Fabricación de elementos metálicos;.
Mujeres;Barcelona;Fabricación y montaje;.
Mujeres;Barcelona;11 HOSTELERÍA Y TURISMO;.
Mujeres;Barcelona;Actividades de panadería y pastelería;.
Mujeres;Barcelona;Alojamiento y lavandería;.
Mujeres;Barcelona;Cocina y restauración;.
Mujeres;Barcelona;12 IMAGEN PERSONAL;.
Mujeres;Barcelona;Peluquería y estética;.
Mujeres;Barcelona;14 INDUSTRIAS ALIMENTARIAS;.
Mujeres;Barcelona;Industrias alimentarias;.
Mujeres;Barcelona;16 INFORMÁTICA Y COMUNICACIONES;.
Mujeres;Barcelona;Informática de oficina;.
Mujeres;Barcelona;Informática y comunicaciones;.
Mujeres;Barcelona;17 INSTALACIÓN Y MANTENIMIENTO;.
Mujeres;Barcelona;Mantenimiento de viviendas;.
Mujeres;Barcelona;18 MADERA, MUEBLE Y CORCHO;.
Mujeres;Barcelona;Carpintería y mueble;.
Mujeres;Barcelona;19 MARÍTIMO-PESQUERA;.
Mujeres;Barcelona;Actividades marítimo-pesqueras;.
Mujeres;Barcelona;23 SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;.
Mujeres;Barcelona;Actividades domésticas y limpieza de edificios;.
Mujeres;Barcelona;24 TEXTIL, CONFECCIÓN Y PIEL;.
Mujeres;Barcelona;Arreglo y reparación de artículos textiles y de piel;.
Mujeres;Barcelona;Tapicería y cortinaje;.
Mujeres;Barcelona;25 TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;.
Mujeres;Barcelona;Mantenimiento de embarcaciones deportivas y de recreo;.
Mujeres;Barcelona;Mantenimiento de vehículos;.
Mujeres;Barcelona;26 VIDRIO Y CERÁMICA;.
Mujeres;Barcelona;Vidriería y alfarería;.
Mujeres;Girona;00 TOTAL;.
Mujeres;Girona;01 ACTIVIDADES FÍSICAS Y DEPORTIVAS;.
Mujeres;Girona;Acceso y Conservación en Instalaciones Deportivas;.
Mujeres;Girona;02 ADMINISTRACIÓN Y GESTIÓN;.
Mujeres;Girona;Servicios administrativos;.
Mujeres;Girona;03 AGRARIA;.
Mujeres;Girona;Actividades agropecuarias;.
Mujeres;Girona;Agro-jardinería y composiciones florales;.
Mujeres;Girona;Aprovechamientos forestales;.
Mujeres;Girona;04 ARTES GRÁFICAS;.
Mujeres;Girona;Artes gráficas;.
Mujeres;Girona;06 COMERCIO Y MARKETING;.
Mujeres;Girona;Servicios comerciales;.
Mujeres;Girona;07 EDIFICACIÓN Y OBRA CIVIL;.
Mujeres;Girona;Reforma y mantenimiento de edificios;.
Mujeres;Girona;08 ELECTRICIDAD Y ELECTRÓNICA;.
Mujeres;Girona;Electricidad y electrónica;.
Mujeres;Girona;Instalaciones electrotécnicas y mecánica;.
Mujeres;Girona;10 FABRICACIÓN MECÁNICA;.
Mujeres;Girona;Fabricación de elementos metálicos;.
Mujeres;Girona;Fabricación y montaje;.
Mujeres;Girona;11 HOSTELERÍA Y TURISMO;.
Mujeres;Girona;Actividades de panadería y pastelería;.
Mujeres;Girona;Alojamiento y lavandería;.
Mujeres;Girona;Cocina y restauración;.
Mujeres;Girona;12 IMAGEN PERSONAL;.
Mujeres;Girona;Peluquería y estética;.
Mujeres;Girona;14 INDUSTRIAS ALIMENTARIAS;.
Mujeres;Girona;Industrias alimentarias;.
Mujeres;Girona;16 INFORMÁTICA Y COMUNICACIONES;.
Mujeres;Girona;Informática de oficina;.
Mujeres;Girona;Informática y comunicaciones;.
Mujeres;Girona;17 INSTALACIÓN Y MANTENIMIENTO;.
Mujeres;Girona;Mantenimiento de viviendas;.
Mujeres;Girona;18 MADERA, MUEBLE Y CORCHO;.
Mujeres;Girona;Carpintería y mueble;.
Mujeres;Girona;19 MARÍTIMO-PESQUERA;.
Mujeres;Girona;Actividades marítimo-pesqueras;.
Mujeres;Girona;23 SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;.
Mujeres;Girona;Actividades domésticas y limpieza de edificios;.
Mujeres;Girona;24 TEXTIL, CONFECCIÓN Y PIEL;.
Mujeres;Girona;Arreglo y reparación de artículos textiles y de piel;.
Mujeres;Girona;Tapicería y cortinaje;.
Mujeres;Girona;25 TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;.
Mujeres;Girona;Mantenimiento de embarcaciones deportivas y de recreo;.
Mujeres;Girona;Mantenimiento de vehículos;.
Mujeres;Girona;26 VIDRIO Y CERÁMICA;.
Mujeres;Girona;Vidriería y alfarería;.
Mujeres;Lleida;00 TOTAL;.
Mujeres;Lleida;01 ACTIVIDADES FÍSICAS Y DEPORTIVAS;.
Mujeres;Lleida;Acceso y Conservación en Instalaciones Deportivas;.
Mujeres;Lleida;02 ADMINISTRACIÓN Y GESTIÓN;.
Mujeres;Lleida;Servicios administrativos;.
Mujeres;Lleida;03 AGRARIA;.
Mujeres;Lleida;Actividades agropecuarias;.
Mujeres;Lleida;Agro-jardinería y composiciones florales;.
Mujeres;Lleida;Aprovechamientos forestales;.
Mujeres;Lleida;04 ARTES GRÁFICAS;.
Mujeres;Lleida;Artes gráficas;.
Mujeres;Lleida;06 COMERCIO Y MARKETING;.
Mujeres;Lleida;Servicios comerciales;.
Mujeres;Lleida;07 EDIFICACIÓN Y OBRA CIVIL;.
Mujeres;Lleida;Reforma y mantenimiento de edificios;.
Mujeres;Lleida;08 ELECTRICIDAD Y ELECTRÓNICA;.
Mujeres;Lleida;Electricidad y electrónica;.
Mujeres;Lleida;Instalaciones electrotécnicas y mecánica;.
Mujeres;Lleida;10 FABRICACIÓN MECÁNICA;.
Mujeres;Lleida;Fabricación de elementos metálicos;.
Mujeres;Lleida;Fabricación y montaje;.
Mujeres;Lleida;11 HOSTELERÍA Y TURISMO;.
Mujeres;Lleida;Actividades de panadería y pastelería;.
Mujeres;Lleida;Alojamiento y lavandería;.
Mujeres;Lleida;Cocina y restauración;.
Mujeres;Lleida;12 IMAGEN PERSONAL;.
Mujeres;Lleida;Peluquería y estética;.
Mujeres;Lleida;14 INDUSTRIAS ALIMENTARIAS;.
Mujeres;Lleida;Industrias alimentarias;.
Mujeres;Lleida;16 INFORMÁTICA Y COMUNICACIONES;.
Mujeres;Lleida;Informática de oficina;.
Mujeres;Lleida;Informática y comunicaciones;.
Mujeres;Lleida;17 INSTALACIÓN Y MANTENIMIENTO;.
Mujeres;Lleida;Mantenimiento de viviendas;.
Mujeres;Lleida;18 MADERA, MUEBLE Y CORCHO;.
Mujeres;Lleida;Carpintería y mueble;.
Mujeres;Lleida;19 MARÍTIMO-PESQUERA;.
