Porcentaje_Real,Porcentaje_Predicho,Error,Error_Absoluto,Error_Porcentual,Comunidad_Autonoma,Familia_Profesional,Nivel_Educativo,Sexo
79.4,74.23324679198718,5.166753208012821,5.166753208012821,6.507245853920429,Galicia,"TEXTIL, CONFECCIÓN Y PIEL",SUPERIOR,AMBOS SEXOS
83.3,78.47192328704286,4.828076712957142,4.828076712957142,5.7960104597324635,Galicia,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,SUPERIOR,AMBOS SEXOS
79.9,82.91822041657117,-3.018220416571168,3.018220416571168,3.7774973924545283,Comunidad de Madrid,ACTIVIDADES FÍSICAS Y DEPORTIVAS,SUPERIOR,AMBOS SEXOS
100.0,80.42442094474174,19.57557905525826,19.57557905525826,19.57557905525826,Comunidad de Madrid,ADMINISTRACIÓN Y GESTIÓN,SUPERIOR,AMBOS SEXOS
88.8,87.10230194660517,1.6976980533948307,1.6976980533948307,1.9118221322013862,Comunidad de Madrid,AGRARIA,SUPERIOR,AMBOS SEXOS
90.3,89.94583317311029,0.3541668268897098,0.3541668268897098,0.39221132545925785,Comunidad de Madrid,ARTES GRÁFICAS,SUPERIOR,AMBOS SEXOS
86.2,86.1279871479804,0.07201285201959706,0.07201285201959706,0.0835415916700662,Comunidad de Madrid,COMERCIO Y MARKETING,SUPERIOR,AMBOS SEXOS
90.8,85.28371844004587,5.516281559954123,5.516281559954123,6.075199955896612,Comunidad de Madrid,EDIFICACIÓN Y OBRA CIVIL,SUPERIOR,AMBOS SEXOS
96.1,88.12177733212806,7.978222667871933,7.978222667871933,8.302000694975998,Comunidad de Madrid,ELECTRICIDAD Y ELECTRÓNICA,SUPERIOR,AMBOS SEXOS
85.7,77.68843725479569,8.011562745204316,8.011562745204316,9.348381266282749,Comunidad de Madrid,ENERGÍA Y AGUA,SUPERIOR,AMBOS SEXOS
54.5,72.02336280620608,-17.52336280620608,17.52336280620608,32.15295927744235,Comunidad de Madrid,FABRICACIÓN MECÁNICA,SUPERIOR,AMBOS SEXOS
44.8,77.40592270979636,-32.60592270979636,32.60592270979636,72.78107747722402,Comunidad de Madrid,HOSTELERÍA Y TURISMO,SUPERIOR,AMBOS SEXOS
88.4,73.94956018168499,14.450439818315019,14.450439818315019,16.34665137818441,Comunidad de Madrid,IMAGEN PERSONAL,SUPERIOR,AMBOS SEXOS
87.1,71.39799051817255,15.702009481827446,15.702009481827446,18.027565421156655,Comunidad de Madrid,IMAGEN Y SONIDO,SUPERIOR,AMBOS SEXOS
95.3,77.9264732886483,17.3735267113517,17.3735267113517,18.230353317263067,Comunidad de Madrid,INDUSTRIAS ALIMENTARIAS,SUPERIOR,AMBOS SEXOS
94.6,85.01897921505014,9.581020784949857,9.581020784949857,10.127928948149954,Comunidad de Madrid,INFORMÁTICA Y COMUNICACIONES,SUPERIOR,AMBOS SEXOS
87.3,79.33129706672138,7.968702933278621,7.968702933278621,9.127952959082041,Comunidad de Madrid,INSTALACIÓN Y MANTENIMIENTO,SUPERIOR,AMBOS SEXOS
76.0,82.16837131595626,-6.168371315956264,6.168371315956264,8.116278047310873,Comunidad de Madrid,"MADERA, MUEBLE Y CORCHO",SUPERIOR,AMBOS SEXOS
94.8,83.13089647459066,11.66910352540934,11.66910352540934,12.309180933976098,Comunidad de Madrid,QUÍMICA,SUPERIOR,AMBOS SEXOS
67.4,79.57705533958504,-12.177055339585038,12.177055339585038,18.06684768484427,Comunidad de Madrid,SANIDAD,SUPERIOR,AMBOS SEXOS
97.7,92.92142561345763,4.778574386542374,4.778574386542374,4.8910689729195225,Comunidad de Madrid,SEGURIDAD Y MEDIO AMBIENTE,SUPERIOR,AMBOS SEXOS
88.3,85.71391927252081,2.5860807274791853,2.5860807274791853,2.9287437457295415,Comunidad de Madrid,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,SUPERIOR,AMBOS SEXOS
82.1,89.61286844664963,-7.512868446649634,7.512868446649634,9.150875087271174,Comunidad de Madrid,"TEXTIL, CONFECCIÓN Y PIEL",SUPERIOR,AMBOS SEXOS
69.4,72.48188777221519,-3.0818877722151825,3.0818877722151825,4.4407604786962285,Comunidad de Madrid,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,SUPERIOR,AMBOS SEXOS
85.4,72.35744953996661,13.042550460033397,13.042550460033397,15.272307330249879,Región de Murcia,ACTIVIDADES FÍSICAS Y DEPORTIVAS,SUPERIOR,AMBOS SEXOS
86.1,79.1348139179676,6.965186082032389,6.965186082032389,8.089647017459221,Región de Murcia,ADMINISTRACIÓN Y GESTIÓN,SUPERIOR,AMBOS SEXOS
68.9,72.44440168201456,-3.544401682014552,3.544401682014552,5.144269494941294,Región de Murcia,AGRARIA,SUPERIOR,AMBOS SEXOS
90.9,83.18108726807405,7.718912731925954,7.718912731925954,8.491653170435592,Región de Murcia,ARTES GRÁFICAS,SUPERIOR,AMBOS SEXOS
78.4,77.34657722189917,1.0534227781008383,1.0534227781008383,1.3436515026796405,Región de Murcia,COMERCIO Y MARKETING,SUPERIOR,AMBOS SEXOS
84.7,88.21725890733882,-3.517258907338814,3.517258907338814,4.152607918936026,Región de Murcia,EDIFICACIÓN Y OBRA CIVIL,SUPERIOR,AMBOS SEXOS
94.9,88.16302504868816,6.736974951311851,6.736974951311851,7.099025238474026,Región de Murcia,ELECTRICIDAD Y ELECTRÓNICA,SUPERIOR,AMBOS SEXOS
53.2,73.58771069809464,-20.387710698094637,20.387710698094637,38.3227644701027,Región de Murcia,ENERGÍA Y AGUA,SUPERIOR,AMBOS SEXOS
100.0,75.2600166238724,24.739983376127597,24.739983376127597,24.739983376127597,Región de Murcia,FABRICACIÓN MECÁNICA,SUPERIOR,AMBOS SEXOS
75.8,85.3293045570477,-9.529304557047709,9.529304557047709,12.571641895841305,Región de Murcia,HOSTELERÍA Y TURISMO,SUPERIOR,AMBOS SEXOS
96.2,88.45656668563456,7.743433314365447,7.743433314365447,8.049306979589861,Región de Murcia,IMAGEN PERSONAL,SUPERIOR,AMBOS SEXOS
73.6,74.02399849538355,-0.4239984953835574,0.4239984953835574,0.5760849122059204,Región de Murcia,IMAGEN Y SONIDO,SUPERIOR,AMBOS SEXOS
96.7,85.47359474131736,11.226405258682647,11.226405258682647,11.609519398844515,Región de Murcia,INDUSTRIAS ALIMENTARIAS,SUPERIOR,AMBOS SEXOS
69.3,67.69774196223784,1.6022580377621551,1.6022580377621551,2.3120606605514507,Región de Murcia,INFORMÁTICA Y COMUNICACIONES,SUPERIOR,AMBOS SEXOS
77.4,63.63514818966254,13.764851810337468,13.764851810337468,17.784046266585875,Región de Murcia,INSTALACIÓN Y MANTENIMIENTO,SUPERIOR,AMBOS SEXOS
67.7,71.28448380163759,-3.584483801637589,3.584483801637589,5.294658495771918,Región de Murcia,MARÍTIMO-PESQUERA,SUPERIOR,AMBOS SEXOS
69.9,73.92482360515574,-4.024823605155731,4.024823605155731,5.75797368405684,Región de Murcia,QUÍMICA,SUPERIOR,AMBOS SEXOS
84.2,80.21203653998505,3.987963460014953,3.987963460014953,4.736298646098519,Región de Murcia,SANIDAD,SUPERIOR,AMBOS SEXOS
89.8,88.97553731509076,0.8244626849092356,0.8244626849092356,0.9181098941082803,Región de Murcia,SEGURIDAD Y MEDIO AMBIENTE,SUPERIOR,AMBOS SEXOS
70.4,76.85217511612578,-6.4521751161257725,6.4521751161257725,9.165021471769562,Región de Murcia,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,SUPERIOR,AMBOS SEXOS
85.6,85.55031097864678,0.049689021353216845,0.049689021353216845,0.05804792214160846,Región de Murcia,"TEXTIL, CONFECCIÓN Y PIEL",SUPERIOR,AMBOS SEXOS
91.8,75.79467902273164,16.005320977268354,16.005320977268354,17.434990171316294,Región de Murcia,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,SUPERIOR,AMBOS SEXOS
30.9,81.3268892051074,-50.42688920510741,50.42688920510741,163.19381619775862,Comunidad Foral de Navarra,ACTIVIDADES FÍSICAS Y DEPORTIVAS,SUPERIOR,AMBOS SEXOS
80.6,80.61162242180654,-0.01162242180654971,0.01162242180654971,0.014419878171897904,Comunidad Foral de Navarra,ADMINISTRACIÓN Y GESTIÓN,SUPERIOR,AMBOS SEXOS
97.3,85.11185705804596,12.188142941954041,12.188142941954041,12.526354513827382,Comunidad Foral de Navarra,AGRARIA,SUPERIOR,AMBOS SEXOS
98.0,84.5794756816528,13.420524318347205,13.420524318347205,13.694412569742045,Comunidad Foral de Navarra,ARTES GRÁFICAS,SUPERIOR,AMBOS SEXOS
75.2,83.73734195082216,-8.537341950822153,8.537341950822153,11.352848338859246,Comunidad Foral de Navarra,COMERCIO Y MARKETING,SUPERIOR,AMBOS SEXOS
83.3,58.5528441525994,24.7471558474006,24.7471558474006,29.708470405042736,Comunidad Foral de Navarra,EDIFICACIÓN Y OBRA CIVIL,SUPERIOR,AMBOS SEXOS
76.8,71.26024045838736,5.539759541612639,5.539759541612639,7.213228569808125,Comunidad Foral de Navarra,ELECTRICIDAD Y ELECTRÓNICA,SUPERIOR,AMBOS SEXOS
93.3,87.18877820611796,6.111221793882038,6.111221793882038,6.550076949498433,Comunidad Foral de Navarra,ENERGÍA Y AGUA,SUPERIOR,AMBOS SEXOS
94.0,71.54034823185177,22.459651768148234,22.459651768148234,23.893246561859822,Comunidad Foral de Navarra,FABRICACIÓN MECÁNICA,SUPERIOR,AMBOS SEXOS
78.0,77.72443967332046,0.275560326679539,0.275560326679539,0.3532824701019731,Comunidad Foral de Navarra,HOSTELERÍA Y TURISMO,SUPERIOR,AMBOS SEXOS
89.1,84.97384644450204,4.12615355549795,4.12615355549795,4.630924304711505,Comunidad Foral de Navarra,IMAGEN PERSONAL,SUPERIOR,AMBOS SEXOS
99.3,82.42203083634516,16.87796916365484,16.87796916365484,16.996947798242537,Comunidad Foral de Navarra,IMAGEN Y SONIDO,SUPERIOR,AMBOS SEXOS
80.4,79.46505744578555,0.9349425542144587,0.9349425542144587,1.162863873401068,Comunidad Foral de Navarra,INDUSTRIAS ALIMENTARIAS,SUPERIOR,AMBOS SEXOS
62.3,74.73372829199236,-12.433728291992367,12.433728291992367,19.95783032422531,Comunidad Foral de Navarra,INFORMÁTICA Y COMUNICACIONES,SUPERIOR,AMBOS SEXOS
94.7,76.10202836754003,18.597971632459974,18.597971632459974,19.63882960133049,Comunidad Foral de Navarra,INSTALACIÓN Y MANTENIMIENTO,SUPERIOR,AMBOS SEXOS
94.3,76.72846658015504,17.571533419844954,17.571533419844954,18.6336515586903,Comunidad Foral de Navarra,"MADERA, MUEBLE Y CORCHO",SUPERIOR,AMBOS SEXOS
81.1,88.23111947431941,-7.131119474319419,7.131119474319419,8.792995652674994,Comunidad Foral de Navarra,QUÍMICA,SUPERIOR,AMBOS SEXOS
77.6,76.92501934529614,0.6749806547038588,0.6749806547038588,0.8698204313194057,Comunidad Foral de Navarra,SANIDAD,SUPERIOR,AMBOS SEXOS
85.6,77.4093827493277,8.19061725067229,8.19061725067229,9.568478096579778,Comunidad Foral de Navarra,SEGURIDAD Y MEDIO AMBIENTE,SUPERIOR,AMBOS SEXOS
94.7,85.51859847739445,9.181401522605555,9.181401522605555,9.695249759879148,Comunidad Foral de Navarra,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,SUPERIOR,AMBOS SEXOS
80.9,70.85536743907993,10.044632560920078,10.044632560920078,12.416109469616906,Comunidad Foral de Navarra,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,SUPERIOR,AMBOS SEXOS
87.6,87.03771992135387,0.5622800786461255,0.5622800786461255,0.6418722358974036,País Vasco,ACTIVIDADES FÍSICAS Y DEPORTIVAS,SUPERIOR,AMBOS SEXOS
77.9,69.50262387169279,8.397376128307215,8.397376128307215,10.779686942628002,País Vasco,ADMINISTRACIÓN Y GESTIÓN,SUPERIOR,AMBOS SEXOS
74.4,78.01775079074268,-3.617750790742676,3.617750790742676,4.862568267127252,País Vasco,AGRARIA,SUPERIOR,AMBOS SEXOS
70.5,78.16948089762165,-7.6694808976216535,7.6694808976216535,10.878696308683196,País Vasco,ARTES GRÁFICAS,SUPERIOR,AMBOS SEXOS
85.9,71.48767795587486,14.412322044125148,14.412322044125148,16.778023334255117,País Vasco,COMERCIO Y MARKETING,SUPERIOR,AMBOS SEXOS
94.9,78.44079312300374,16.459206876996262,16.459206876996262,17.343737488931783,País Vasco,EDIFICACIÓN Y OBRA CIVIL,SUPERIOR,AMBOS SEXOS
97.2,86.56134152488755,10.63865847511245,10.63865847511245,10.945121887975771,País Vasco,ELECTRICIDAD Y ELECTRÓNICA,SUPERIOR,AMBOS SEXOS
74.9,65.39293751692836,9.50706248307165,9.50706248307165,12.693007320522895,País Vasco,ENERGÍA Y AGUA,SUPERIOR,AMBOS SEXOS
79.8,83.56745395803057,-3.767453958030572,3.767453958030572,4.721120248158612,País Vasco,FABRICACIÓN MECÁNICA,SUPERIOR,AMBOS SEXOS
92.1,80.2019340690144,11.898065930985595,11.898065930985595,12.91863836154788,País Vasco,HOSTELERÍA Y TURISMO,SUPERIOR,AMBOS SEXOS
99.2,68.7752720158149,30.424727984185097,30.424727984185097,30.670088693734975,País Vasco,IMAGEN PERSONAL,SUPERIOR,AMBOS SEXOS
61.7,81.33225947979791,-19.63225947979791,19.63225947979791,31.818897049915574,País Vasco,IMAGEN Y SONIDO,SUPERIOR,AMBOS SEXOS
77.6,70.45535176591275,7.144648234087242,7.144648234087242,9.20702092021552,País Vasco,INDUSTRIAS ALIMENTARIAS,SUPERIOR,AMBOS SEXOS
80.3,76.28632854926228,4.013671450737718,4.013671450737718,4.998345517730658,País Vasco,INFORMÁTICA Y COMUNICACIONES,SUPERIOR,AMBOS SEXOS
85.0,83.55880826855743,1.4411917314425722,1.4411917314425722,1.6955196840500848,País Vasco,INSTALACIÓN Y MANTENIMIENTO,SUPERIOR,AMBOS SEXOS
100.0,78.57690524169932,21.423094758300678,21.423094758300678,21.423094758300678,País Vasco,"MADERA, MUEBLE Y CORCHO",SUPERIOR,AMBOS SEXOS
79.7,74.96435969356264,4.735640306437361,4.735640306437361,5.9418322539991975,País Vasco,MARÍTIMO-PESQUERA,SUPERIOR,AMBOS SEXOS
84.4,75.4731471063222,8.926852893677804,8.926852893677804,10.576839921419198,País Vasco,QUÍMICA,SUPERIOR,AMBOS SEXOS
55.5,81.98052730379052,-26.480527303790524,26.480527303790524,47.71266180863157,País Vasco,SANIDAD,SUPERIOR,AMBOS SEXOS
94.4,83.25007612013873,11.149923879861277,11.149923879861277,11.811360042225928,País Vasco,SEGURIDAD Y MEDIO AMBIENTE,SUPERIOR,AMBOS SEXOS
76.4,83.74563222546945,-7.345632225469444,7.345632225469444,9.6147018657977,País Vasco,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,SUPERIOR,AMBOS SEXOS
88.0,90.55839311837492,-2.558393118374923,2.558393118374923,2.9072649072442305,País Vasco,"TEXTIL, CONFECCIÓN Y PIEL",SUPERIOR,AMBOS SEXOS
69.3,70.19441626759156,-0.8944162675915663,0.8944162675915663,1.290643964778595,País Vasco,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,SUPERIOR,AMBOS SEXOS
72.5,81.21261553946121,-8.712615539461211,8.712615539461211,12.01740074408443,La Rioja,ACTIVIDADES FÍSICAS Y DEPORTIVAS,SUPERIOR,AMBOS SEXOS
94.1,78.37532972659733,15.724670273402666,15.724670273402666,16.71059540212823,La Rioja,ADMINISTRACIÓN Y GESTIÓN,SUPERIOR,AMBOS SEXOS
96.0,86.91681715000436,9.083182849995637,9.083182849995637,9.461648802078788,La Rioja,AGRARIA,SUPERIOR,AMBOS SEXOS
91.0,88.5149833911787,2.4850166088212973,2.4850166088212973,2.730787482221206,La Rioja,COMERCIO Y MARKETING,SUPERIOR,AMBOS SEXOS
83.0,70.85552948216805,12.144470517831948,12.144470517831948,14.631892190158974,La Rioja,EDIFICACIÓN Y OBRA CIVIL,SUPERIOR,AMBOS SEXOS
94.5,86.96695453245965,7.533045467540347,7.533045467540347,7.971476685227881,La Rioja,ELECTRICIDAD Y ELECTRÓNICA,SUPERIOR,AMBOS SEXOS
81.5,86.19039186157025,-4.690391861570248,4.690391861570248,5.7550820387365,La Rioja,ENERGÍA Y AGUA,SUPERIOR,AMBOS SEXOS
70.5,73.52905662096181,-3.0290566209618106,3.0290566209618106,4.296534214130228,La Rioja,FABRICACIÓN MECÁNICA,SUPERIOR,AMBOS SEXOS
81.5,76.08473469105671,5.41526530894329,5.41526530894329,6.64449731158686,La Rioja,HOSTELERÍA Y TURISMO,SUPERIOR,AMBOS SEXOS
97.3,84.11982693378071,13.180173066219282,13.180173066219282,13.545912709372335,La Rioja,IMAGEN PERSONAL,SUPERIOR,AMBOS SEXOS
59.7,84.97585843484354,-25.275858434843542,25.275858434843542,42.338121331396216,La Rioja,INDUSTRIAS ALIMENTARIAS,SUPERIOR,AMBOS SEXOS
64.9,71.04245770341623,-6.142457703416227,6.142457703416227,9.464495690934092,La Rioja,INFORMÁTICA Y COMUNICACIONES,SUPERIOR,AMBOS SEXOS
90.8,89.22754837689504,1.5724516231049535,1.5724516231049535,1.7317749153138255,La Rioja,INSTALACIÓN Y MANTENIMIENTO,SUPERIOR,AMBOS SEXOS
83.1,86.91358448863367,-3.81358448863368,3.81358448863368,4.589151009186137,La Rioja,QUÍMICA,SUPERIOR,AMBOS SEXOS
83.3,77.91867882910203,5.381321170897962,5.381321170897962,6.460169472866702,La Rioja,SANIDAD,SUPERIOR,AMBOS SEXOS
54.3,79.001109157147,-24.701109157147002,24.701109157147002,45.49007211260958,La Rioja,SEGURIDAD Y MEDIO AMBIENTE,SUPERIOR,AMBOS SEXOS
69.1,69.80263569114807,-0.7026356911480747,0.7026356911480747,1.0168389162779663,La Rioja,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,SUPERIOR,AMBOS SEXOS
81.6,76.7482736244252,4.851726375574799,4.851726375574799,5.945743107322058,La Rioja,"TEXTIL, CONFECCIÓN Y PIEL",SUPERIOR,AMBOS SEXOS
66.7,81.52421484802863,-14.824214848028632,14.824214848028632,22.22520966720934,La Rioja,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,SUPERIOR,AMBOS SEXOS
90.4,89.42765558471193,0.9723444152880774,0.9723444152880774,1.0756022293009704,Ceuta,ACTIVIDADES FÍSICAS Y DEPORTIVAS,SUPERIOR,AMBOS SEXOS
75.9,81.74603493300386,-5.84603493300385,5.84603493300385,7.702285814234321,Ceuta,ADMINISTRACIÓN Y GESTIÓN,SUPERIOR,AMBOS SEXOS
92.6,88.91588519039063,3.684114809609369,3.684114809609369,3.9785257123211326,Ceuta,AGRARIA,SUPERIOR,AMBOS SEXOS
76.5,73.73526038833323,2.7647396116667693,2.7647396116667693,3.6140387080611363,Ceuta,COMERCIO Y MARKETING,SUPERIOR,AMBOS SEXOS
72.5,82.95500296144176,-10.455002961441764,10.455002961441764,14.420693739919674,Ceuta,EDIFICACIÓN Y OBRA CIVIL,SUPERIOR,AMBOS SEXOS
83.9,90.94403520807224,-7.044035208072231,7.044035208072231,8.39575114192161,Ceuta,ELECTRICIDAD Y ELECTRÓNICA,SUPERIOR,AMBOS SEXOS
83.5,81.9545929261619,1.5454070738381063,1.5454070738381063,1.850786914776175,Ceuta,ENERGÍA Y AGUA,SUPERIOR,AMBOS SEXOS
95.7,89.06739561309107,6.6326043869089375,6.6326043869089375,6.930621093948733,Ceuta,HOSTELERÍA Y TURISMO,SUPERIOR,AMBOS SEXOS
85.9,86.76156619073295,-0.8615661907329439,0.8615661907329439,1.0029874164527868,Ceuta,IMAGEN PERSONAL,SUPERIOR,AMBOS SEXOS
90.4,89.04163242785835,1.3583675721416597,1.3583675721416597,1.5026189957319243,Ceuta,IMAGEN Y SONIDO,SUPERIOR,AMBOS SEXOS
88.1,81.57742410112968,6.522575898870315,6.522575898870315,7.403604879534978,Ceuta,INFORMÁTICA Y COMUNICACIONES,SUPERIOR,AMBOS SEXOS
89.8,87.44735146871909,2.352648531280906,2.352648531280906,2.6198758700232805,Ceuta,SANIDAD,SUPERIOR,AMBOS SEXOS
83.2,79.15859363666655,4.041406363333451,4.041406363333451,4.857459571314243,Ceuta,SEGURIDAD Y MEDIO AMBIENTE,SUPERIOR,AMBOS SEXOS
65.6,84.65845547612581,-19.058455476125815,19.058455476125815,29.05252359165521,Ceuta,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,SUPERIOR,AMBOS SEXOS
92.1,79.97780119061312,12.122198809386873,12.122198809386873,13.16199653570779,Ceuta,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,SUPERIOR,AMBOS SEXOS
55.8,79.82204435305223,-24.022044353052237,24.022044353052237,43.05025869722623,Melilla,ACTIVIDADES FÍSICAS Y DEPORTIVAS,SUPERIOR,AMBOS SEXOS
78.2,78.40803237736925,-0.20803237736924984,0.20803237736924984,0.2660260580169435,Melilla,ADMINISTRACIÓN Y GESTIÓN,SUPERIOR,AMBOS SEXOS
54.8,80.47265766981309,-25.67265766981309,25.67265766981309,46.84791545586331,Melilla,COMERCIO Y MARKETING,SUPERIOR,AMBOS SEXOS
93.9,91.8513292844647,2.0486707155353088,2.0486707155353088,2.1817579505168356,Melilla,ELECTRICIDAD Y ELECTRÓNICA,SUPERIOR,AMBOS SEXOS
91.9,88.06614269989302,3.8338573001069847,3.8338573001069847,4.171770729169733,Melilla,HOSTELERÍA Y TURISMO,SUPERIOR,AMBOS SEXOS
90.4,75.57397709964798,14.82602290035203,14.82602290035203,16.400467810123924,Melilla,IMAGEN Y SONIDO,SUPERIOR,AMBOS SEXOS
80.6,80.38015206706274,0.21984793293725602,0.21984793293725602,0.2727641847856775,Melilla,INFORMÁTICA Y COMUNICACIONES,SUPERIOR,AMBOS SEXOS
88.2,82.37216006130936,5.827839938690644,5.827839938690644,6.607528275159461,Melilla,SANIDAD,SUPERIOR,AMBOS SEXOS
80.5,79.62072422938348,0.8792757706165162,0.8792757706165162,1.0922680380329393,Melilla,SEGURIDAD Y MEDIO AMBIENTE,SUPERIOR,AMBOS SEXOS
70.7,78.11818963166425,-7.418189631664248,7.418189631664248,10.492488870812231,Melilla,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,SUPERIOR,AMBOS SEXOS
92.9,73.25473918825264,19.645260811747363,19.645260811747363,21.14667471662795,Melilla,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,SUPERIOR,AMBOS SEXOS
92.3,76.3618881820772,15.938111817922803,15.938111817922803,17.26772677998137,Andalucía,ACTIVIDADES FÍSICAS Y DEPORTIVAS,SUPERIOR,Hombres
83.7,69.18096795234716,14.519032047652843,14.519032047652843,17.346513796478906,Andalucía,ADMINISTRACIÓN Y GESTIÓN,SUPERIOR,Hombres
65.2,72.68676763900879,-7.486767639008789,7.486767639008789,11.482772452467469,Andalucía,AGRARIA,SUPERIOR,Hombres
96.9,87.95018242690772,8.94981757309229,8.94981757309229,9.236137846328472,Andalucía,ARTES GRÁFICAS,SUPERIOR,Hombres
87.9,78.40933454633034,9.490665453669664,9.490665453669664,10.797116557075839,Andalucía,COMERCIO Y MARKETING,SUPERIOR,Hombres
68.4,85.91614168099349,-17.516141680993485,17.516141680993485,25.608394270458305,Andalucía,EDIFICACIÓN Y OBRA CIVIL,SUPERIOR,Hombres
63.9,78.4706494123843,-14.570649412384306,14.570649412384306,22.802268250992654,Andalucía,ELECTRICIDAD Y ELECTRÓNICA,SUPERIOR,Hombres
98.1,85.83992852696475,12.26007147303524,12.26007147303524,12.497524437344792,Andalucía,ENERGÍA Y AGUA,SUPERIOR,Hombres
79.6,79.7819177144635,-0.18191771446350913,0.18191771446350913,0.22853984229084062,Andalucía,FABRICACIÓN MECÁNICA,SUPERIOR,Hombres
80.3,77.10545283113747,3.1945471688625275,3.1945471688625275,3.9782654655822265,Andalucía,HOSTELERÍA Y TURISMO,SUPERIOR,Hombres
57.1,66.46189387622056,-9.361893876220556,9.361893876220556,16.395610991629695,Andalucía,IMAGEN PERSONAL,SUPERIOR,Hombres
60.3,79.78828983448568,-19.488289834485684,19.488289834485684,32.31888861440412,Andalucía,IMAGEN Y SONIDO,SUPERIOR,Hombres
96.2,84.8605906399971,11.339409360002904,11.339409360002904,11.787327817050835,Andalucía,INDUSTRIAS ALIMENTARIAS,SUPERIOR,Hombres
65.8,82.68948673416331,-16.889486734163313,16.889486734163313,25.667912969853063,Andalucía,INFORMÁTICA Y COMUNICACIONES,SUPERIOR,Hombres
79.2,71.98184508433003,7.21815491566997,7.21815491566997,9.11383196422976,Andalucía,INSTALACIÓN Y MANTENIMIENTO,SUPERIOR,Hombres
79.5,73.72107596967577,5.778924030324234,5.778924030324234,7.26908683059652,Andalucía,"MADERA, MUEBLE Y CORCHO",SUPERIOR,Hombres
78.6,87.13591693610525,-8.535916936105252,8.535916936105252,10.859945211329839,Andalucía,MARÍTIMO-PESQUERA,SUPERIOR,Hombres
100.0,81.88078322701658,18.11921677298342,18.11921677298342,18.11921677298342,Andalucía,QUÍMICA,SUPERIOR,Hombres
47.6,72.35022597118537,-24.750225971185365,24.750225971185365,51.99627304870875,Andalucía,SANIDAD,SUPERIOR,Hombres
