Porcentaje_Real,Porcentaje_Predicho,Error,Error_Absoluto,Error_Porcentual,Comunidad_Autonoma,Familia_Profesional,Nivel_Educativo,Sexo
89.1,85.6460712997289,3.453928700271092,3.453928700271092,3.8764631877341102,Andalucía,ELECTRICIDAD Y ELECTRÓNICA,SUPERIOR,Mujeres
70.5,78.82065831624605,-8.320658316246053,8.320658316246053,11.802352221625608,Andalucía,ENERGÍA Y AGUA,SUPERIOR,Mujeres
66.0,68.71006282785429,-2.710062827854287,2.710062827854287,4.106155799779223,Andalucía,FABRICACIÓN MECÁNICA,SUPERIOR,Mujeres
82.6,61.08048927868926,21.519510721310738,21.519510721310738,26.05267641805174,Andalucía,HOSTELERÍA Y TURISMO,SUPERIOR,Mujeres
70.2,72.83099869799621,-2.630998697996205,2.630998697996205,3.7478613931569864,Andalucía,IMAGEN PERSONAL,SUPERIOR,Mujeres
70.9,80.91790793019216,-10.017907930192152,10.017907930192152,14.1296303669847,Andalucía,IMAGEN Y SONIDO,SUPERIOR,Mujeres
80.6,72.59124543283477,8.008754567165226,8.008754567165226,9.936420058517651,Andalucía,INDUSTRIAS ALIMENTARIAS,SUPERIOR,Mujeres
52.0,80.24847067273305,-28.24847067273305,28.24847067273305,54.323982062948176,Andalucía,INFORMÁTICA Y COMUNICACIONES,SUPERIOR,Mujeres
43.3,65.53290980883521,-22.232909808835217,22.232909808835217,51.34621202964254,Andalucía,INSTALACIÓN Y MANTENIMIENTO,SUPERIOR,Mujeres
73.7,85.06481240880048,-11.364812408800475,11.364812408800475,15.420369618453833,Andalucía,"MADERA, MUEBLE Y CORCHO",SUPERIOR,Mujeres
87.1,81.04120854814279,6.0587914518572035,6.0587914518572035,6.956132550926755,Andalucía,MARÍTIMO-PESQUERA,SUPERIOR,Mujeres
72.5,69.90302737246382,2.596972627536175,2.596972627536175,3.582031210394724,Andalucía,QUÍMICA,SUPERIOR,Mujeres
74.5,86.51802127980021,-12.018021279800209,12.018021279800209,16.131572187651287,Andalucía,SANIDAD,SUPERIOR,Mujeres
81.3,86.7495911878193,-5.449591187819308,5.449591187819308,6.703064191659666,Andalucía,SEGURIDAD Y MEDIO AMBIENTE,SUPERIOR,Mujeres
83.0,75.1080538021004,7.8919461978996,7.8919461978996,9.508368913132049,Andalucía,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,SUPERIOR,Mujeres
95.9,86.0474843833668,9.852515616633212,9.852515616633212,10.273738912026289,Andalucía,"TEXTIL, CONFECCIÓN Y PIEL",SUPERIOR,Mujeres
94.5,86.86761572130517,7.632384278694829,7.632384278694829,8.07659712031199,Andalucía,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,SUPERIOR,Mujeres
96.0,90.90786015993659,5.09213984006341,5.09213984006341,5.304312333399386,Aragón,ACTIVIDADES FÍSICAS Y DEPORTIVAS,SUPERIOR,Mujeres
95.9,89.6999321105335,6.20006788946651,6.20006788946651,6.465138570872273,Aragón,ADMINISTRACIÓN Y GESTIÓN,SUPERIOR,Mujeres
55.4,87.60890875554222,-32.20890875554222,32.20890875554222,58.13882446848776,Aragón,AGRARIA,SUPERIOR,Mujeres
75.9,69.9032303386951,5.99676966130491,5.99676966130491,7.900882294209367,Aragón,ARTES GRÁFICAS,SUPERIOR,Mujeres
90.1,80.61020065274873,9.489799347251264,9.489799347251264,10.532518698392082,Aragón,COMERCIO Y MARKETING,SUPERIOR,Mujeres
78.1,79.63418568347063,-1.534185683470639,1.534185683470639,1.9643862784515225,Aragón,EDIFICACIÓN Y OBRA CIVIL,SUPERIOR,Mujeres
80.0,53.305777648077196,26.694222351922804,26.694222351922804,33.367777939903505,Aragón,ELECTRICIDAD Y ELECTRÓNICA,SUPERIOR,Mujeres
71.4,81.75924136257998,-10.35924136257998,10.35924136257998,14.508741404173639,Aragón,ENERGÍA Y AGUA,SUPERIOR,Mujeres
46.9,73.81715227045044,-26.917152270450437,26.917152270450437,57.39264876428665,Aragón,FABRICACIÓN MECÁNICA,SUPERIOR,Mujeres
60.8,80.1515551215257,-19.351555121525706,19.351555121525706,31.828215660404126,Aragón,HOSTELERÍA Y TURISMO,SUPERIOR,Mujeres
94.7,88.89230620525039,5.807693794749611,5.807693794749611,6.13272839994679,Aragón,IMAGEN PERSONAL,SUPERIOR,Mujeres
70.8,90.31191367199708,-19.51191367199708,19.51191367199708,27.559200101690788,Aragón,IMAGEN Y SONIDO,SUPERIOR,Mujeres
84.4,78.10725318183579,6.292746818164218,6.292746818164218,7.455861158962343,Aragón,INDUSTRIAS ALIMENTARIAS,SUPERIOR,Mujeres
96.8,84.4409410150812,12.359058984918804,12.359058984918804,12.76762291830455,Aragón,INFORMÁTICA Y COMUNICACIONES,SUPERIOR,Mujeres
96.1,67.14033902518462,28.959660974815378,28.959660974815378,30.134922970671575,Aragón,INSTALACIÓN Y MANTENIMIENTO,SUPERIOR,Mujeres
78.8,85.48914395268382,-6.689143952683821,6.689143952683821,8.488761361273884,Aragón,"MADERA, MUEBLE Y CORCHO",SUPERIOR,Mujeres
78.9,88.47453582679016,-9.574535826790154,9.574535826790154,12.135026396438723,Aragón,QUÍMICA,SUPERIOR,Mujeres
83.9,78.50221421210908,5.397785787890925,5.397785787890925,6.433594502849731,Aragón,SANIDAD,SUPERIOR,Mujeres
56.1,72.61359401911285,-16.51359401911285,16.51359401911285,29.435996469006863,Aragón,SEGURIDAD Y MEDIO AMBIENTE,SUPERIOR,Mujeres
78.0,84.35621491526882,-6.356214915268822,6.356214915268822,8.148993481113873,Aragón,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,SUPERIOR,Mujeres
94.7,86.44753996673337,8.25246003326663,8.25246003326663,8.71431893692358,Aragón,"TEXTIL, CONFECCIÓN Y PIEL",SUPERIOR,Mujeres
78.4,68.18280159712566,10.217198402874345,10.217198402874345,13.032140819992785,Aragón,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,SUPERIOR,Mujeres
68.9,70.64327903013469,-1.743279030134687,1.743279030134687,2.5301582440271218,Principado de Asturias,ACTIVIDADES FÍSICAS Y DEPORTIVAS,SUPERIOR,Mujeres
63.3,85.0941354983627,-21.794135498362706,21.794135498362706,34.42991389946715,Principado de Asturias,ADMINISTRACIÓN Y GESTIÓN,SUPERIOR,Mujeres
57.7,66.16729516344085,-8.467295163440852,8.467295163440852,14.674688324854163,Principado de Asturias,AGRARIA,SUPERIOR,Mujeres
66.1,78.21368332863558,-12.113683328635588,12.113683328635588,18.326298530462314,Principado de Asturias,ARTES GRÁFICAS,SUPERIOR,Mujeres
86.8,89.28880315476184,-2.4888031547618397,2.4888031547618397,2.867284740509032,Principado de Asturias,COMERCIO Y MARKETING,SUPERIOR,Mujeres
78.3,85.24775577264275,-6.947755772642751,6.947755772642751,8.873251306057153,Principado de Asturias,EDIFICACIÓN Y OBRA CIVIL,SUPERIOR,Mujeres
83.7,80.8488127581926,2.851187241807409,2.851187241807409,3.4064363701402733,Principado de Asturias,ELECTRICIDAD Y ELECTRÓNICA,SUPERIOR,Mujeres
94.1,87.8827006969165,6.217299303083493,6.217299303083493,6.607119344403288,Principado de Asturias,ENERGÍA Y AGUA,SUPERIOR,Mujeres
74.2,71.20799500903641,2.9920049909635935,2.9920049909635935,4.032351739843118,Principado de Asturias,FABRICACIÓN MECÁNICA,SUPERIOR,Mujeres
59.9,74.398175887593,-14.498175887593,14.498175887593,24.2039664233606,Principado de Asturias,HOSTELERÍA Y TURISMO,SUPERIOR,Mujeres
74.0,79.26192242898657,-5.261922428986566,5.261922428986566,7.11070598511698,Principado de Asturias,IMAGEN PERSONAL,SUPERIOR,Mujeres
73.5,74.59158033584532,-1.0915803358453218,1.0915803358453218,1.4851433140752677,Principado de Asturias,IMAGEN Y SONIDO,SUPERIOR,Mujeres
94.9,91.15635582920764,3.743644170792365,3.743644170792365,3.944830527705337,Principado de Asturias,INDUSTRIAS ALIMENTARIAS,SUPERIOR,Mujeres
60.3,72.08540291554309,-11.785402915543088,11.785402915543088,19.54461511698688,Principado de Asturias,INFORMÁTICA Y COMUNICACIONES,SUPERIOR,Mujeres
100.0,85.9807847036156,14.019215296384402,14.019215296384402,14.019215296384402,Principado de Asturias,INSTALACIÓN Y MANTENIMIENTO,SUPERIOR,Mujeres
83.3,87.2933574672257,-3.9933574672257066,3.9933574672257066,4.793946539286563,Principado de Asturias,MARÍTIMO-PESQUERA,SUPERIOR,Mujeres
98.6,86.71471531912904,11.885284680870953,11.885284680870953,12.05404125848981,Principado de Asturias,QUÍMICA,SUPERIOR,Mujeres
65.3,77.32693943131414,-12.026939431314148,12.026939431314148,18.41797768960819,Principado de Asturias,SANIDAD,SUPERIOR,Mujeres
70.9,74.58548713378767,-3.6854871337876602,3.6854871337876602,5.19814828460883,Principado de Asturias,SEGURIDAD Y MEDIO AMBIENTE,SUPERIOR,Mujeres
56.0,71.66902982781778,-15.66902982781778,15.66902982781778,27.980410406817462,Principado de Asturias,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,SUPERIOR,Mujeres
93.4,81.11022472191826,12.289775278081748,12.289775278081748,13.15821764248581,Principado de Asturias,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,SUPERIOR,Mujeres
59.5,89.32988867685515,-29.82988867685515,29.82988867685515,50.134266683790166,Islas Baleares,ACTIVIDADES FÍSICAS Y DEPORTIVAS,SUPERIOR,Mujeres
82.9,88.68159393360668,-5.781593933606672,5.781593933606672,6.974178448258953,Islas Baleares,ADMINISTRACIÓN Y GESTIÓN,SUPERIOR,Mujeres
73.6,72.41297293071402,1.1870270692859748,1.1870270692859748,1.6128085180515963,Islas Baleares,AGRARIA,SUPERIOR,Mujeres
98.1,82.43344333579002,15.666556664209978,15.666556664209978,15.969986405922507,Islas Baleares,ARTES GRÁFICAS,SUPERIOR,Mujeres
84.5,77.43333704185021,7.0666629581497915,7.0666629581497915,8.362914743372535,Islas Baleares,COMERCIO Y MARKETING,SUPERIOR,Mujeres
75.3,69.23037547934804,6.069624520651956,6.069624520651956,8.060590332871124,Islas Baleares,EDIFICACIÓN Y OBRA CIVIL,SUPERIOR,Mujeres
96.4,88.51276160951545,7.887238390484555,7.887238390484555,8.181782562743315,Islas Baleares,ELECTRICIDAD Y ELECTRÓNICA,SUPERIOR,Mujeres
84.4,84.52944196062425,-0.1294419606242485,0.1294419606242485,0.15336725192446504,Islas Baleares,ENERGÍA Y AGUA,SUPERIOR,Mujeres
77.4,80.25462913935327,-2.854629139353264,2.854629139353264,3.6881513428336747,Islas Baleares,HOSTELERÍA Y TURISMO,SUPERIOR,Mujeres
94.7,78.4919267561172,16.208073243882808,16.208073243882808,17.115177659855128,Islas Baleares,IMAGEN PERSONAL,SUPERIOR,Mujeres
53.2,83.18901209600824,-29.98901209600824,29.98901209600824,56.370323488737284,Islas Baleares,IMAGEN Y SONIDO,SUPERIOR,Mujeres
43.1,90.57202800047784,-47.47202800047784,47.47202800047784,110.14391647442653,Islas Baleares,INDUSTRIAS ALIMENTARIAS,SUPERIOR,Mujeres
86.7,77.483464248342,9.216535751658,9.216535751658,10.630375722788928,Islas Baleares,INFORMÁTICA Y COMUNICACIONES,SUPERIOR,Mujeres
95.4,68.87921120228565,26.52078879771436,26.52078879771436,27.79956897035048,Islas Baleares,"MADERA, MUEBLE Y CORCHO",SUPERIOR,Mujeres
100.0,90.19912792537373,9.80087207462627,9.80087207462627,9.80087207462627,Islas Baleares,MARÍTIMO-PESQUERA,SUPERIOR,Mujeres
73.2,83.43937750659057,-10.239377506590571,10.239377506590571,13.988220637418813,Islas Baleares,QUÍMICA,SUPERIOR,Mujeres
80.2,71.88873804200333,8.311261957996678,8.311261957996678,10.36316952368663,Islas Baleares,SANIDAD,SUPERIOR,Mujeres
84.6,68.27941174199438,16.320588258005614,16.320588258005614,19.29147548227614,Islas Baleares,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,SUPERIOR,Mujeres
76.7,83.81822267432614,-7.118222674326134,7.118222674326134,9.280603225979315,Islas Baleares,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,SUPERIOR,Mujeres
80.6,74.77930775340485,5.820692246595144,5.820692246595144,7.221702539199931,Canarias,ACTIVIDADES FÍSICAS Y DEPORTIVAS,SUPERIOR,Mujeres
71.1,74.83745208402395,-3.737452084023957,3.737452084023957,5.256613338992907,Canarias,ADMINISTRACIÓN Y GESTIÓN,SUPERIOR,Mujeres
79.8,84.87444854044122,-5.0744485404412245,5.0744485404412245,6.3589580707283515,Canarias,AGRARIA,SUPERIOR,Mujeres
78.2,79.80427431064763,-1.6042743106476252,1.6042743106476252,2.051501676019981,Canarias,ARTES GRÁFICAS,SUPERIOR,Mujeres
96.8,74.46531039869903,22.334689601300965,22.334689601300965,23.073026447624965,Canarias,COMERCIO Y MARKETING,SUPERIOR,Mujeres
89.0,83.26725741919871,5.732742580801286,5.732742580801286,6.44128379865313,Canarias,EDIFICACIÓN Y OBRA CIVIL,SUPERIOR,Mujeres
72.2,77.77088164332606,-5.570881643326061,5.570881643326061,7.715902553083187,Canarias,ELECTRICIDAD Y ELECTRÓNICA,SUPERIOR,Mujeres
66.0,77.48989666041442,-11.489896660414416,11.489896660414416,17.408934333961238,Canarias,ENERGÍA Y AGUA,SUPERIOR,Mujeres
86.0,80.50791635042953,5.492083649570475,5.492083649570475,6.386143778570319,Canarias,FABRICACIÓN MECÁNICA,SUPERIOR,Mujeres
80.3,74.45937084162377,5.840629158376231,5.840629158376231,7.27351078253578,Canarias,HOSTELERÍA Y TURISMO,SUPERIOR,Mujeres
60.0,71.19107002847495,-11.191070028474954,11.191070028474954,18.65178338079159,Canarias,IMAGEN PERSONAL,SUPERIOR,Mujeres
94.8,86.37121744066789,8.428782559332106,8.428782559332106,8.891120843177328,Canarias,IMAGEN Y SONIDO,SUPERIOR,Mujeres
96.6,89.78836433357591,6.811635666424081,6.811635666424081,7.051382677457642,Canarias,INDUSTRIAS ALIMENTARIAS,SUPERIOR,Mujeres
49.0,88.6913335227335,-39.6913335227335,39.6913335227335,81.00272147496634,Canarias,INFORMÁTICA Y COMUNICACIONES,SUPERIOR,Mujeres
90.0,75.38570846814416,14.61429153185584,14.61429153185584,16.238101702062046,Canarias,INSTALACIÓN Y MANTENIMIENTO,SUPERIOR,Mujeres
61.9,78.62595117219001,-16.725951172190015,16.725951172190015,27.020922733748005,Canarias,"MADERA, MUEBLE Y CORCHO",SUPERIOR,Mujeres
77.7,88.43381970577514,-10.733819705775133,10.733819705775133,13.814439775772373,Canarias,MARÍTIMO-PESQUERA,SUPERIOR,Mujeres
85.5,80.16899641584436,5.3310035841556385,5.3310035841556385,6.235091911293145,Canarias,QUÍMICA,SUPERIOR,Mujeres
35.7,73.53452248468669,-37.83452248468669,37.83452248468669,105.97905457895429,Canarias,SANIDAD,SUPERIOR,Mujeres
73.1,79.77563872341322,-6.675638723413229,6.675638723413229,9.13220071602357,Canarias,SEGURIDAD Y MEDIO AMBIENTE,SUPERIOR,Mujeres
72.7,81.52135623878429,-8.82135623878429,8.82135623878429,12.133915046470825,Canarias,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,SUPERIOR,Mujeres
73.7,75.97668671145128,-2.2766867114512763,2.2766867114512763,3.0891271525797506,Canarias,"TEXTIL, CONFECCIÓN Y PIEL",SUPERIOR,Mujeres
77.6,80.57525870093423,-2.9752587009342335,2.9752587009342335,3.834096264090507,Canarias,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,SUPERIOR,Mujeres
90.0,87.01307286091874,2.98692713908126,2.98692713908126,3.3188079323125113,Cantabria,ACTIVIDADES FÍSICAS Y DEPORTIVAS,SUPERIOR,Mujeres
79.0,79.91802798387077,-0.9180279838707719,0.9180279838707719,1.1620607390769264,Cantabria,ADMINISTRACIÓN Y GESTIÓN,SUPERIOR,Mujeres
83.7,78.3184666043389,5.381533395661108,5.381533395661108,6.429550054553296,Cantabria,AGRARIA,SUPERIOR,Mujeres
88.0,83.47313600311351,4.52686399688649,4.52686399688649,5.144163632825557,Cantabria,ARTES GRÁFICAS,SUPERIOR,Mujeres
70.8,78.88446591066679,-8.084465910666793,8.084465910666793,11.418737161958747,Cantabria,COMERCIO Y MARKETING,SUPERIOR,Mujeres
41.9,68.75741201325516,-26.857412013255164,26.857412013255164,64.09883535383094,Cantabria,EDIFICACIÓN Y OBRA CIVIL,SUPERIOR,Mujeres
98.1,84.70638904228215,13.39361095771784,13.39361095771784,13.653018305522775,Cantabria,ELECTRICIDAD Y ELECTRÓNICA,SUPERIOR,Mujeres
0.0,70.22134850991617,-70.22134850991617,70.22134850991617,inf,Cantabria,ENERGÍA Y AGUA,SUPERIOR,Mujeres
93.7,92.00907288147566,1.6909271185243426,1.6909271185243426,1.8046180560558618,Cantabria,FABRICACIÓN MECÁNICA,SUPERIOR,Mujeres
61.9,71.69380740790595,-9.793807407905952,9.793807407905952,15.821982888377953,Cantabria,HOSTELERÍA Y TURISMO,SUPERIOR,Mujeres
77.5,88.51975306156795,-11.019753061567954,11.019753061567954,14.219036208474781,Cantabria,IMAGEN PERSONAL,SUPERIOR,Mujeres
68.9,71.86401277595284,-2.9640127759528383,2.9640127759528383,4.301905335200056,Cantabria,IMAGEN Y SONIDO,SUPERIOR,Mujeres
78.1,82.39417664817323,-4.294176648173234,4.294176648173234,5.498305567443322,Cantabria,INDUSTRIAS ALIMENTARIAS,SUPERIOR,Mujeres
76.3,71.97674057383551,4.323259426164483,4.323259426164483,5.666132930752927,Cantabria,INFORMÁTICA Y COMUNICACIONES,SUPERIOR,Mujeres
77.8,87.95834985726042,-10.158349857260419,10.158349857260419,13.057004957918275,Cantabria,INSTALACIÓN Y MANTENIMIENTO,SUPERIOR,Mujeres
33.3,82.85005231145345,-49.550052311453456,49.550052311453456,148.79895589025062,Cantabria,"MADERA, MUEBLE Y CORCHO",SUPERIOR,Mujeres
94.6,81.07519859494114,13.524801405058852,13.524801405058852,14.296830237905764,Cantabria,QUÍMICA,SUPERIOR,Mujeres
88.2,73.79894922305085,14.401050776949148,14.401050776949148,16.3277219693301,Cantabria,SANIDAD,SUPERIOR,Mujeres
81.2,88.71305670117044,-7.513056701170441,7.513056701170441,9.252532883214828,Cantabria,SEGURIDAD Y MEDIO AMBIENTE,SUPERIOR,Mujeres
73.5,80.93141361587354,-7.431413615873538,7.431413615873538,10.11076682431774,Cantabria,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,SUPERIOR,Mujeres
78.9,86.88030637184174,-7.980306371841735,7.980306371841735,10.114456745046558,Cantabria,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,SUPERIOR,Mujeres
76.9,86.0606154881238,-9.160615488123796,9.160615488123796,11.912373846714948,Castilla y León,ACTIVIDADES FÍSICAS Y DEPORTIVAS,SUPERIOR,Mujeres
93.3,77.15030041699197,16.14969958300803,16.14969958300803,17.30943149304183,Castilla y León,ADMINISTRACIÓN Y GESTIÓN,SUPERIOR,Mujeres
88.8,84.03864570834816,4.761354291651841,4.761354291651841,5.361885463571894,Castilla y León,AGRARIA,SUPERIOR,Mujeres
62.8,84.38393862114638,-21.583938621146388,21.583938621146388,34.369329014564315,Castilla y León,ARTES GRÁFICAS,SUPERIOR,Mujeres
71.1,78.83441259689693,-7.734412596896931,7.734412596896931,10.878217435860662,Castilla y León,COMERCIO Y MARKETING,SUPERIOR,Mujeres
98.3,84.83687209620476,13.46312790379524,13.46312790379524,13.695959210371555,Castilla y León,EDIFICACIÓN Y OBRA CIVIL,SUPERIOR,Mujeres
92.1,69.5072159675801,22.5927840324199,22.5927840324199,24.530710132920632,Castilla y León,ELECTRICIDAD Y ELECTRÓNICA,SUPERIOR,Mujeres
64.4,74.42470990636612,-10.024709906366112,10.024709906366112,15.566319730382162,Castilla y León,ENERGÍA Y AGUA,SUPERIOR,Mujeres
88.2,72.6339073317922,15.566092668207801,15.566092668207801,17.648631143092743,Castilla y León,FABRICACIÓN MECÁNICA,SUPERIOR,Mujeres
83.1,88.50489008192797,-5.404890081927974,5.404890081927974,6.504079520972292,Castilla y León,HOSTELERÍA Y TURISMO,SUPERIOR,Mujeres
76.9,79.52260579387074,-2.622605793870733,2.622605793870733,3.4104106552285205,Castilla y León,IMAGEN PERSONAL,SUPERIOR,Mujeres
100.0,80.51663467307658,19.48336532692342,19.48336532692342,19.48336532692342,Castilla y León,IMAGEN Y SONIDO,SUPERIOR,Mujeres
100.0,77.65472500581345,22.345274994186553,22.345274994186553,22.345274994186553,Castilla y León,INDUSTRIAS ALIMENTARIAS,SUPERIOR,Mujeres
57.5,70.91917252956772,-13.419172529567717,13.419172529567717,23.337691355769945,Castilla y León,INFORMÁTICA Y COMUNICACIONES,SUPERIOR,Mujeres
70.9,76.33938266073581,-5.439382660735802,5.439382660735802,7.671907843068832,Castilla y León,INSTALACIÓN Y MANTENIMIENTO,SUPERIOR,Mujeres
93.3,76.52669498451907,16.77330501548093,16.77330501548093,17.977818880472594,Castilla y León,"MADERA, MUEBLE Y CORCHO",SUPERIOR,Mujeres
78.3,78.52438221516688,-0.22438221516688373,0.22438221516688373,0.28656732460649265,Castilla y León,QUÍMICA,SUPERIOR,Mujeres
72.3,71.43377534187557,0.8662246581244233,0.8662246581244233,1.1980977290794237,Castilla y León,SANIDAD,SUPERIOR,Mujeres
67.6,71.42637464979528,-3.8263746497952837,3.8263746497952837,5.660317529282965,Castilla y León,SEGURIDAD Y MEDIO AMBIENTE,SUPERIOR,Mujeres
58.9,72.79992020365022,-13.899920203650218,13.899920203650218,23.599185405178638,Castilla y León,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,SUPERIOR,Mujeres
83.3,78.30366798597127,4.996332014028724,4.996332014028724,5.997997615880821,Castilla y León,"TEXTIL, CONFECCIÓN Y PIEL",SUPERIOR,Mujeres
66.8,76.92241844640454,-10.122418446404538,10.122418446404538,15.153321027551703,Castilla y León,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,SUPERIOR,Mujeres
97.6,90.12318046949038,7.476819530509616,7.476819530509616,7.660675748472967,Castilla La Mancha,ACTIVIDADES FÍSICAS Y DEPORTIVAS,SUPERIOR,Mujeres
83.1,68.58183511213649,14.518164887863506,14.518164887863506,17.47071586987185,Castilla La Mancha,ADMINISTRACIÓN Y GESTIÓN,SUPERIOR,Mujeres
78.4,72.06725739402837,6.332742605971632,6.332742605971632,8.077477813739325,Castilla La Mancha,AGRARIA,SUPERIOR,Mujeres
83.0,81.16526074570955,1.8347392542904544,1.8347392542904544,2.2105292220366923,Castilla La Mancha,COMERCIO Y MARKETING,SUPERIOR,Mujeres
98.5,85.13916656014979,13.36083343985021,13.36083343985021,13.564297908477371,Castilla La Mancha,EDIFICACIÓN Y OBRA CIVIL,SUPERIOR,Mujeres
88.2,84.0989117735989,4.101088226401103,4.101088226401103,4.649759893878802,Castilla La Mancha,ELECTRICIDAD Y ELECTRÓNICA,SUPERIOR,Mujeres
95.5,81.87255437410964,13.62744562589036,13.62744562589036,14.269576571612944,Castilla La Mancha,ENERGÍA Y AGUA,SUPERIOR,Mujeres
78.0,65.11877778696274,12.881222213037262,12.881222213037262,16.514387452611874,Castilla La Mancha,FABRICACIÓN MECÁNICA,SUPERIOR,Mujeres
97.1,84.02052288503018,13.07947711496982,13.07947711496982,13.470110314078084,Castilla La Mancha,HOSTELERÍA Y TURISMO,SUPERIOR,Mujeres
65.4,81.28850414976624,-15.888504149766234,15.888504149766234,24.294348852853567,Castilla La Mancha,IMAGEN PERSONAL,SUPERIOR,Mujeres
75.8,75.37262957791263,0.427370422087364,0.427370422087364,0.5638132217511398,Castilla La Mancha,IMAGEN Y SONIDO,SUPERIOR,Mujeres
77.4,72.91932220857957,4.480677791420433,4.480677791420433,5.788989394600042,Castilla La Mancha,INDUSTRIAS ALIMENTARIAS,SUPERIOR,Mujeres
66.9,79.3858721837046,-12.4858721837046,12.4858721837046,18.66348607429686,Castilla La Mancha,INFORMÁTICA Y COMUNICACIONES,SUPERIOR,Mujeres
76.0,69.38591261513483,6.614087384865172,6.614087384865172,8.702746559033121,Castilla La Mancha,INSTALACIÓN Y MANTENIMIENTO,SUPERIOR,Mujeres
92.2,70.8025625863601,21.397437413639906,21.397437413639906,23.207632769674518,Castilla La Mancha,"MADERA, MUEBLE Y CORCHO",SUPERIOR,Mujeres
63.7,81.31063253068768,-17.61063253068768,17.61063253068768,27.646204914737332,Castilla La Mancha,QUÍMICA,SUPERIOR,Mujeres
86.0,82.92444487440066,3.0755551255993367,3.0755551255993367,3.5762268902317866,Castilla La Mancha,SANIDAD,SUPERIOR,Mujeres
78.8,80.33551125713494,-1.5355112571349423,1.5355112571349423,1.948618346617947,Castilla La Mancha,SEGURIDAD Y MEDIO AMBIENTE,SUPERIOR,Mujeres
86.5,77.8745568980885,8.6254431019115,8.6254431019115,9.97161052244104,Castilla La Mancha,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,SUPERIOR,Mujeres
0.0,77.32476255419905,-77.32476255419905,77.32476255419905,inf,Castilla La Mancha,"TEXTIL, CONFECCIÓN Y PIEL",SUPERIOR,Mujeres
85.6,87.95637309839397,-2.3563730983939735,2.3563730983939735,2.752772311207913,Castilla La Mancha,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,SUPERIOR,Mujeres
96.6,88.1502778324561,8.449722167543896,8.449722167543896,8.747124397043372,Comunitat Valenciana,ACTIVIDADES FÍSICAS Y DEPORTIVAS,SUPERIOR,Mujeres
77.9,87.43012738705137,-9.530127387051365,9.530127387051365,12.233796389026143,Comunitat Valenciana,ADMINISTRACIÓN Y GESTIÓN,SUPERIOR,Mujeres
57.0,77.01311717242123,-20.013117172421232,20.013117172421232,35.110731881440756,Comunitat Valenciana,AGRARIA,SUPERIOR,Mujeres
58.4,81.05744246793869,-22.657442467938687,22.657442467938687,38.79699052729227,Comunitat Valenciana,ARTES GRÁFICAS,SUPERIOR,Mujeres
69.9,82.46853638613047,-12.56853638613046,12.56853638613046,17.980738749828983,Comunitat Valenciana,ARTES Y ARTESANÍAS,SUPERIOR,Mujeres
72.7,81.51747695974272,-8.81747695974272,8.81747695974272,12.128579036785034,Comunitat Valenciana,COMERCIO Y MARKETING,SUPERIOR,Mujeres
74.3,80.97458278531379,-6.674582785313788,6.674582785313788,8.983287732589218,Comunitat Valenciana,EDIFICACIÓN Y OBRA CIVIL,SUPERIOR,Mujeres
65.6,85.1250415441999,-19.525041544199908,19.525041544199908,29.763782841768155,Comunitat Valenciana,ELECTRICIDAD Y ELECTRÓNICA,SUPERIOR,Mujeres
59.2,66.41909515749823,-7.219095157498231,7.219095157498231,12.194417495774038,Comunitat Valenciana,ENERGÍA Y AGUA,SUPERIOR,Mujeres
96.1,83.05438169419396,13.04561830580603,13.04561830580603,13.575045063273706,Comunitat Valenciana,FABRICACIÓN MECÁNICA,SUPERIOR,Mujeres
91.4,79.12027476065605,12.27972523934396,12.27972523934396,13.435147964271291,Comunitat Valenciana,HOSTELERÍA Y TURISMO,SUPERIOR,Mujeres
84.1,82.46575930363016,1.6342406963698295,1.6342406963698295,1.943211291759607,Comunitat Valenciana,IMAGEN PERSONAL,SUPERIOR,Mujeres
74.3,88.34832325335105,-14.048323253351057,14.048323253351057,18.907568308682446,Comunitat Valenciana,IMAGEN Y SONIDO,SUPERIOR,Mujeres
69.1,72.12173853250428,-3.021738532504287,3.021738532504287,4.372993534738477,Comunitat Valenciana,INDUSTRIAS ALIMENTARIAS,SUPERIOR,Mujeres
78.1,76.49088536568777,1.6091146343122205,1.6091146343122205,2.0603260362512428,Comunitat Valenciana,INFORMÁTICA Y COMUNICACIONES,SUPERIOR,Mujeres
