Nivel_Real,Nivel_Predicho,Correcto,Comunidad_Autonoma,Familia_Profesional,Sexo,Porcentaje
SUPERIOR,MEDIO,False,Andalucía,QUÍMICA,Mujeres,86.8
BASICO,MEDIO,False,Andalucía,SANIDAD,Mujeres,97.6
BASICO,BASICO,True,Andalucía,SEGURIDAD Y MEDIO AMBIENTE,Mujeres,91.4
MEDIO,BASICO,False,Andalucía,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,Mujeres,96.0
MEDIO,BASICO,False,Andalucía,"TEXTIL, CONFECCIÓN Y PIEL",Mujeres,94.9
BASICO,SUPERIOR,False,Andalucía,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,Mujeres,89.8
MEDIO,MEDIO,True,Aragón,ACTIVIDADES FÍSICAS Y DEPORTIVAS,Mujeres,95.0
MEDIO,MEDIO,True,Aragón,ADMINISTRACIÓN Y GESTIÓN,Mujeres,82.5
SUPERIOR,MEDIO,False,Aragón,AGRARIA,Mujeres,88.1
MEDIO,SUPERIOR,False,Aragón,ARTES GRÁFICAS,Mujeres,90.4
BASICO,MEDIO,False,Aragón,COMERCIO Y MARKETING,Mujeres,77.5
MEDIO,MEDIO,True,Aragón,EDIFICACIÓN Y OBRA CIVIL,Mujeres,83.3
SUPERIOR,MEDIO,False,Aragón,ELECTRICIDAD Y ELECTRÓNICA,Mujeres,85.0
MEDIO,SUPERIOR,False,Aragón,ENERGÍA Y AGUA,Mujeres,100.0
MEDIO,SUPERIOR,False,Aragón,FABRICACIÓN MECÁNICA,Mujeres,92.5
BASICO,SUPERIOR,False,Aragón,HOSTELERÍA Y TURISMO,Mujeres,85.4
MEDIO,SUPERIOR,False,Aragón,IMAGEN PERSONAL,Mujeres,91.3
SUPERIOR,SUPERIOR,True,Aragón,IMAGEN Y SONIDO,Mujeres,89.6
SUPERIOR,MEDIO,False,Aragón,INDUSTRIAS ALIMENTARIAS,Mujeres,78.7
MEDIO,SUPERIOR,False,Aragón,INFORMÁTICA Y COMUNICACIONES,Mujeres,82.3
SUPERIOR,SUPERIOR,True,Aragón,INSTALACIÓN Y MANTENIMIENTO,Mujeres,79.3
MEDIO,BASICO,False,Aragón,"MADERA, MUEBLE Y CORCHO",Mujeres,84.9
SUPERIOR,SUPERIOR,True,Aragón,QUÍMICA,Mujeres,88.7
BASICO,BASICO,True,Aragón,SANIDAD,Mujeres,83.6
MEDIO,SUPERIOR,False,Aragón,SEGURIDAD Y MEDIO AMBIENTE,Mujeres,89.8
SUPERIOR,SUPERIOR,True,Aragón,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,Mujeres,94.4
MEDIO,MEDIO,True,Aragón,"TEXTIL, CONFECCIÓN Y PIEL",Mujeres,92.3
SUPERIOR,SUPERIOR,True,Aragón,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,Mujeres,62.2
BASICO,SUPERIOR,False,Principado de Asturias,ACTIVIDADES FÍSICAS Y DEPORTIVAS,Mujeres,86.5
BASICO,MEDIO,False,Principado de Asturias,ADMINISTRACIÓN Y GESTIÓN,Mujeres,83.1
SUPERIOR,SUPERIOR,True,Principado de Asturias,AGRARIA,Mujeres,93.1
SUPERIOR,SUPERIOR,True,Principado de Asturias,ARTES GRÁFICAS,Mujeres,76.2
BASICO,BASICO,True,Principado de Asturias,COMERCIO Y MARKETING,Mujeres,83.9
MEDIO,MEDIO,True,Principado de Asturias,EDIFICACIÓN Y OBRA CIVIL,Mujeres,76.4
MEDIO,BASICO,False,Principado de Asturias,ELECTRICIDAD Y ELECTRÓNICA,Mujeres,79.5
SUPERIOR,SUPERIOR,True,Principado de Asturias,ENERGÍA Y AGUA,Mujeres,100.0
MEDIO,SUPERIOR,False,Principado de Asturias,FABRICACIÓN MECÁNICA,Mujeres,70.2
SUPERIOR,SUPERIOR,True,Principado de Asturias,HOSTELERÍA Y TURISMO,Mujeres,80.8
SUPERIOR,SUPERIOR,True,Principado de Asturias,IMAGEN PERSONAL,Mujeres,83.5
MEDIO,SUPERIOR,False,Principado de Asturias,IMAGEN Y SONIDO,Mujeres,85.5
MEDIO,MEDIO,True,Principado de Asturias,INDUSTRIAS ALIMENTARIAS,Mujeres,94.6
MEDIO,BASICO,False,Principado de Asturias,INFORMÁTICA Y COMUNICACIONES,Mujeres,79.5
SUPERIOR,SUPERIOR,True,Principado de Asturias,INSTALACIÓN Y MANTENIMIENTO,Mujeres,90.7
MEDIO,SUPERIOR,False,Principado de Asturias,MARÍTIMO-PESQUERA,Mujeres,75.0
MEDIO,SUPERIOR,False,Principado de Asturias,QUÍMICA,Mujeres,78.6
BASICO,BASICO,True,Principado de Asturias,SANIDAD,Mujeres,92.4
MEDIO,MEDIO,True,Principado de Asturias,SEGURIDAD Y MEDIO AMBIENTE,Mujeres,87.4
BASICO,BASICO,True,Principado de Asturias,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,Mujeres,85.2
BASICO,SUPERIOR,False,Principado de Asturias,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,Mujeres,91.4
BASICO,SUPERIOR,False,Islas Baleares,ACTIVIDADES FÍSICAS Y DEPORTIVAS,Mujeres,94.7
BASICO,SUPERIOR,False,Islas Baleares,ADMINISTRACIÓN Y GESTIÓN,Mujeres,92.1
MEDIO,SUPERIOR,False,Islas Baleares,AGRARIA,Mujeres,89.2
MEDIO,MEDIO,True,Islas Baleares,ARTES GRÁFICAS,Mujeres,97.3
MEDIO,SUPERIOR,False,Islas Baleares,COMERCIO Y MARKETING,Mujeres,96.7
MEDIO,SUPERIOR,False,Islas Baleares,EDIFICACIÓN Y OBRA CIVIL,Mujeres,84.2
SUPERIOR,SUPERIOR,True,Islas Baleares,ELECTRICIDAD Y ELECTRÓNICA,Mujeres,81.8
MEDIO,MEDIO,True,Islas Baleares,ENERGÍA Y AGUA,Mujeres,100.0
SUPERIOR,SUPERIOR,True,Islas Baleares,HOSTELERÍA Y TURISMO,Mujeres,94.0
SUPERIOR,SUPERIOR,True,Islas Baleares,IMAGEN PERSONAL,Mujeres,94.6
MEDIO,SUPERIOR,False,Islas Baleares,IMAGEN Y SONIDO,Mujeres,95.9
MEDIO,SUPERIOR,False,Islas Baleares,INDUSTRIAS ALIMENTARIAS,Mujeres,98.4
SUPERIOR,MEDIO,False,Islas Baleares,INFORMÁTICA Y COMUNICACIONES,Mujeres,92.8
SUPERIOR,MEDIO,False,Islas Baleares,"MADERA, MUEBLE Y CORCHO",Mujeres,97.2
MEDIO,MEDIO,True,Islas Baleares,MARÍTIMO-PESQUERA,Mujeres,98.6
SUPERIOR,MEDIO,False,Islas Baleares,QUÍMICA,Mujeres,80.2
MEDIO,SUPERIOR,False,Islas Baleares,SANIDAD,Mujeres,89.9
MEDIO,BASICO,False,Islas Baleares,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,Mujeres,96.0
MEDIO,SUPERIOR,False,Islas Baleares,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,Mujeres,80.0
MEDIO,MEDIO,True,Canarias,ACTIVIDADES FÍSICAS Y DEPORTIVAS,Mujeres,88.9
BASICO,BASICO,True,Canarias,ADMINISTRACIÓN Y GESTIÓN,Mujeres,89.5
BASICO,MEDIO,False,Canarias,AGRARIA,Mujeres,90.3
SUPERIOR,SUPERIOR,True,Canarias,ARTES GRÁFICAS,Mujeres,79.8
MEDIO,SUPERIOR,False,Canarias,COMERCIO Y MARKETING,Mujeres,92.2
MEDIO,SUPERIOR,False,Canarias,EDIFICACIÓN Y OBRA CIVIL,Mujeres,89.2
SUPERIOR,MEDIO,False,Canarias,ELECTRICIDAD Y ELECTRÓNICA,Mujeres,74.4
SUPERIOR,SUPERIOR,True,Canarias,ENERGÍA Y AGUA,Mujeres,93.5
BASICO,MEDIO,False,Canarias,FABRICACIÓN MECÁNICA,Mujeres,100.0
SUPERIOR,SUPERIOR,True,Canarias,HOSTELERÍA Y TURISMO,Mujeres,87.0
MEDIO,SUPERIOR,False,Canarias,IMAGEN PERSONAL,Mujeres,93.4
BASICO,BASICO,True,Canarias,IMAGEN Y SONIDO,Mujeres,92.8
SUPERIOR,SUPERIOR,True,Canarias,INDUSTRIAS ALIMENTARIAS,Mujeres,89.6
MEDIO,MEDIO,True,Canarias,INFORMÁTICA Y COMUNICACIONES,Mujeres,80.0
SUPERIOR,SUPERIOR,True,Canarias,INSTALACIÓN Y MANTENIMIENTO,Mujeres,63.8
SUPERIOR,SUPERIOR,True,Canarias,"MADERA, MUEBLE Y CORCHO",Mujeres,92.7
SUPERIOR,MEDIO,False,Canarias,MARÍTIMO-PESQUERA,Mujeres,91.4
SUPERIOR,MEDIO,False,Canarias,QUÍMICA,Mujeres,88.0
BASICO,BASICO,True,Canarias,SANIDAD,Mujeres,95.8
MEDIO,MEDIO,True,Canarias,SEGURIDAD Y MEDIO AMBIENTE,Mujeres,89.5
SUPERIOR,SUPERIOR,True,Canarias,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,Mujeres,94.1
SUPERIOR,MEDIO,False,Canarias,"TEXTIL, CONFECCIÓN Y PIEL",Mujeres,89.0
BASICO,MEDIO,False,Canarias,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,Mujeres,84.4
MEDIO,MEDIO,True,Cantabria,ACTIVIDADES FÍSICAS Y DEPORTIVAS,Mujeres,96.1
SUPERIOR,MEDIO,False,Cantabria,ADMINISTRACIÓN Y GESTIÓN,Mujeres,96.7
SUPERIOR,MEDIO,False,Cantabria,AGRARIA,Mujeres,83.4
MEDIO,SUPERIOR,False,Cantabria,ARTES GRÁFICAS,Mujeres,98.0
BASICO,MEDIO,False,Cantabria,COMERCIO Y MARKETING,Mujeres,95.7
SUPERIOR,SUPERIOR,True,Cantabria,EDIFICACIÓN Y OBRA CIVIL,Mujeres,88.9
MEDIO,SUPERIOR,False,Cantabria,ELECTRICIDAD Y ELECTRÓNICA,Mujeres,84.7
SUPERIOR,SUPERIOR,True,Cantabria,ENERGÍA Y AGUA,Mujeres,95.0
BASICO,MEDIO,False,Cantabria,FABRICACIÓN MECÁNICA,Mujeres,93.9
SUPERIOR,SUPERIOR,True,Cantabria,HOSTELERÍA Y TURISMO,Mujeres,90.5
BASICO,MEDIO,False,Cantabria,IMAGEN PERSONAL,Mujeres,92.2
BASICO,BASICO,True,Cantabria,IMAGEN Y SONIDO,Mujeres,85.7
MEDIO,MEDIO,True,Cantabria,INDUSTRIAS ALIMENTARIAS,Mujeres,85.6
SUPERIOR,SUPERIOR,True,Cantabria,INFORMÁTICA Y COMUNICACIONES,Mujeres,85.0
SUPERIOR,MEDIO,False,Cantabria,INSTALACIÓN Y MANTENIMIENTO,Mujeres,85.0
MEDIO,MEDIO,True,Cantabria,"MADERA, MUEBLE Y CORCHO",Mujeres,92.6
SUPERIOR,SUPERIOR,True,Cantabria,QUÍMICA,Mujeres,96.2
MEDIO,BASICO,False,Cantabria,SANIDAD,Mujeres,97.3
MEDIO,SUPERIOR,False,Cantabria,SEGURIDAD Y MEDIO AMBIENTE,Mujeres,98.3
SUPERIOR,MEDIO,False,Cantabria,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,Mujeres,96.7
MEDIO,SUPERIOR,False,Cantabria,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,Mujeres,95.8
SUPERIOR,SUPERIOR,True,Castilla y León,ACTIVIDADES FÍSICAS Y DEPORTIVAS,Mujeres,89.9
MEDIO,SUPERIOR,False,Castilla y León,ADMINISTRACIÓN Y GESTIÓN,Mujeres,84.0
SUPERIOR,SUPERIOR,True,Castilla y León,AGRARIA,Mujeres,90.0
SUPERIOR,SUPERIOR,True,Castilla y León,ARTES GRÁFICAS,Mujeres,76.7
MEDIO,MEDIO,True,Castilla y León,COMERCIO Y MARKETING,Mujeres,83.1
BASICO,BASICO,True,Castilla y León,EDIFICACIÓN Y OBRA CIVIL,Mujeres,63.9
MEDIO,MEDIO,True,Castilla y León,ELECTRICIDAD Y ELECTRÓNICA,Mujeres,71.5
BASICO,BASICO,True,Castilla y León,ENERGÍA Y AGUA,Mujeres,82.6
BASICO,MEDIO,False,Castilla y León,FABRICACIÓN MECÁNICA,Mujeres,75.9
BASICO,MEDIO,False,Castilla y León,HOSTELERÍA Y TURISMO,Mujeres,78.9
SUPERIOR,MEDIO,False,Castilla y León,IMAGEN PERSONAL,Mujeres,85.6
SUPERIOR,MEDIO,False,Castilla y León,IMAGEN Y SONIDO,Mujeres,85.6
MEDIO,SUPERIOR,False,Castilla y León,INDUSTRIAS ALIMENTARIAS,Mujeres,79.7
MEDIO,MEDIO,True,Castilla y León,INFORMÁTICA Y COMUNICACIONES,Mujeres,79.1
BASICO,SUPERIOR,False,Castilla y León,INSTALACIÓN Y MANTENIMIENTO,Mujeres,90.3
SUPERIOR,SUPERIOR,True,Castilla y León,"MADERA, MUEBLE Y CORCHO",Mujeres,50.0
SUPERIOR,MEDIO,False,Castilla y León,QUÍMICA,Mujeres,75.1
SUPERIOR,SUPERIOR,True,Castilla y León,SANIDAD,Mujeres,85.1
SUPERIOR,SUPERIOR,True,Castilla y León,SEGURIDAD Y MEDIO AMBIENTE,Mujeres,79.0
BASICO,BASICO,True,Castilla y León,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,Mujeres,90.3
MEDIO,SUPERIOR,False,Castilla y León,"TEXTIL, CONFECCIÓN Y PIEL",Mujeres,89.7
BASICO,MEDIO,False,Castilla y León,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,Mujeres,91.5
MEDIO,MEDIO,True,Castilla La Mancha,ACTIVIDADES FÍSICAS Y DEPORTIVAS,Mujeres,97.5
MEDIO,MEDIO,True,Castilla La Mancha,ADMINISTRACIÓN Y GESTIÓN,Mujeres,97.4
BASICO,BASICO,True,Castilla La Mancha,AGRARIA,Mujeres,98.2
BASICO,BASICO,True,Castilla La Mancha,COMERCIO Y MARKETING,Mujeres,98.8
BASICO,BASICO,True,Castilla La Mancha,EDIFICACIÓN Y OBRA CIVIL,Mujeres,91.3
BASICO,SUPERIOR,False,Castilla La Mancha,ELECTRICIDAD Y ELECTRÓNICA,Mujeres,97.2
BASICO,MEDIO,False,Castilla La Mancha,ENERGÍA Y AGUA,Mujeres,98.7
MEDIO,MEDIO,True,Castilla La Mancha,FABRICACIÓN MECÁNICA,Mujeres,100.0
MEDIO,SUPERIOR,False,Castilla La Mancha,HOSTELERÍA Y TURISMO,Mujeres,98.4
BASICO,MEDIO,False,Castilla La Mancha,IMAGEN PERSONAL,Mujeres,98.6
SUPERIOR,MEDIO,False,Castilla La Mancha,IMAGEN Y SONIDO,Mujeres,94.7
MEDIO,BASICO,False,Castilla La Mancha,INDUSTRIAS ALIMENTARIAS,Mujeres,96.1
MEDIO,MEDIO,True,Castilla La Mancha,INFORMÁTICA Y COMUNICACIONES,Mujeres,96.1
SUPERIOR,BASICO,False,Castilla La Mancha,INSTALACIÓN Y MANTENIMIENTO,Mujeres,98.4
SUPERIOR,SUPERIOR,True,Castilla La Mancha,"MADERA, MUEBLE Y CORCHO",Mujeres,100.0
MEDIO,MEDIO,True,Castilla La Mancha,QUÍMICA,Mujeres,98.2
SUPERIOR,MEDIO,False,Castilla La Mancha,SANIDAD,Mujeres,98.6
MEDIO,SUPERIOR,False,Castilla La Mancha,SEGURIDAD Y MEDIO AMBIENTE,Mujeres,98.1
SUPERIOR,SUPERIOR,True,Castilla La Mancha,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,Mujeres,97.7
SUPERIOR,SUPERIOR,True,Castilla La Mancha,"TEXTIL, CONFECCIÓN Y PIEL",Mujeres,95.4
SUPERIOR,SUPERIOR,True,Castilla La Mancha,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,Mujeres,98.3
SUPERIOR,SUPERIOR,True,Comunitat Valenciana,ACTIVIDADES FÍSICAS Y DEPORTIVAS,Mujeres,91.9
SUPERIOR,SUPERIOR,True,Comunitat Valenciana,ADMINISTRACIÓN Y GESTIÓN,Mujeres,78.0
BASICO,MEDIO,False,Comunitat Valenciana,AGRARIA,Mujeres,74.4
MEDIO,SUPERIOR,False,Comunitat Valenciana,ARTES GRÁFICAS,Mujeres,79.3
MEDIO,BASICO,False,Comunitat Valenciana,ARTES Y ARTESANÍAS,Mujeres,77.4
MEDIO,SUPERIOR,False,Comunitat Valenciana,COMERCIO Y MARKETING,Mujeres,79.8
MEDIO,MEDIO,True,Comunitat Valenciana,EDIFICACIÓN Y OBRA CIVIL,Mujeres,64.1
MEDIO,SUPERIOR,False,Comunitat Valenciana,ELECTRICIDAD Y ELECTRÓNICA,Mujeres,68.2
SUPERIOR,SUPERIOR,True,Comunitat Valenciana,ENERGÍA Y AGUA,Mujeres,67.3
BASICO,BASICO,True,Comunitat Valenciana,FABRICACIÓN MECÁNICA,Mujeres,78.8
MEDIO,MEDIO,True,Comunitat Valenciana,HOSTELERÍA Y TURISMO,Mujeres,73.4
MEDIO,BASICO,False,Comunitat Valenciana,IMAGEN PERSONAL,Mujeres,79.2
BASICO,MEDIO,False,Comunitat Valenciana,IMAGEN Y SONIDO,Mujeres,83.9
BASICO,BASICO,True,Comunitat Valenciana,INDUSTRIAS ALIMENTARIAS,Mujeres,78.1
MEDIO,BASICO,False,Comunitat Valenciana,INFORMÁTICA Y COMUNICACIONES,Mujeres,68.1
SUPERIOR,MEDIO,False,Comunitat Valenciana,INSTALACIÓN Y MANTENIMIENTO,Mujeres,66.8
MEDIO,BASICO,False,Comunitat Valenciana,"MADERA, MUEBLE Y CORCHO",Mujeres,68.3
BASICO,BASICO,True,Comunitat Valenciana,MARÍTIMO-PESQUERA,Mujeres,81.1
MEDIO,SUPERIOR,False,Comunitat Valenciana,QUÍMICA,Mujeres,76.4
SUPERIOR,SUPERIOR,True,Comunitat Valenciana,SANIDAD,Mujeres,85.4
SUPERIOR,SUPERIOR,True,Comunitat Valenciana,SEGURIDAD Y MEDIO AMBIENTE,Mujeres,79.4
MEDIO,SUPERIOR,False,Comunitat Valenciana,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,Mujeres,80.3
SUPERIOR,SUPERIOR,True,Comunitat Valenciana,"TEXTIL, CONFECCIÓN Y PIEL",Mujeres,74.5
SUPERIOR,SUPERIOR,True,Comunitat Valenciana,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,Mujeres,76.5
MEDIO,SUPERIOR,False,Comunitat Valenciana,VIDRIO Y CERÁMICA,Mujeres,76.3
SUPERIOR,SUPERIOR,True,Extremadura,ACTIVIDADES FÍSICAS Y DEPORTIVAS,Mujeres,90.3
BASICO,BASICO,True,Extremadura,ADMINISTRACIÓN Y GESTIÓN,Mujeres,88.0
SUPERIOR,SUPERIOR,True,Extremadura,AGRARIA,Mujeres,97.5
MEDIO,MEDIO,True,Extremadura,ARTES GRÁFICAS,Mujeres,85.3
SUPERIOR,MEDIO,False,Extremadura,COMERCIO Y MARKETING,Mujeres,91.4
MEDIO,SUPERIOR,False,Extremadura,EDIFICACIÓN Y OBRA CIVIL,Mujeres,75.9
BASICO,MEDIO,False,Extremadura,ELECTRICIDAD Y ELECTRÓNICA,Mujeres,87.3
SUPERIOR,SUPERIOR,True,Extremadura,ENERGÍA Y AGUA,Mujeres,86.7
BASICO,MEDIO,False,Extremadura,FABRICACIÓN MECÁNICA,Mujeres,100.0
BASICO,MEDIO,False,Extremadura,HOSTELERÍA Y TURISMO,Mujeres,85.6
BASICO,BASICO,True,Extremadura,IMAGEN PERSONAL,Mujeres,91.2
SUPERIOR,SUPERIOR,True,Extremadura,IMAGEN Y SONIDO,Mujeres,81.0
SUPERIOR,MEDIO,False,Extremadura,INDUSTRIAS ALIMENTARIAS,Mujeres,90.0
SUPERIOR,MEDIO,False,Extremadura,INFORMÁTICA Y COMUNICACIONES,Mujeres,84.7
BASICO,MEDIO,False,Extremadura,INSTALACIÓN Y MANTENIMIENTO,Mujeres,100.0
BASICO,MEDIO,False,Extremadura,"MADERA, MUEBLE Y CORCHO",Mujeres,71.0
MEDIO,SUPERIOR,False,Extremadura,QUÍMICA,Mujeres,75.8
BASICO,MEDIO,False,Extremadura,SANIDAD,Mujeres,92.5
BASICO,MEDIO,False,Extremadura,SEGURIDAD Y MEDIO AMBIENTE,Mujeres,97.9
SUPERIOR,MEDIO,False,Extremadura,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,Mujeres,93.9
MEDIO,SUPERIOR,False,Extremadura,"TEXTIL, CONFECCIÓN Y PIEL",Mujeres,95.1
MEDIO,SUPERIOR,False,Extremadura,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,Mujeres,94.7
MEDIO,SUPERIOR,False,Galicia,ACTIVIDADES FÍSICAS Y DEPORTIVAS,Mujeres,94.1
SUPERIOR,SUPERIOR,True,Galicia,ADMINISTRACIÓN Y GESTIÓN,Mujeres,84.7
MEDIO,SUPERIOR,False,Galicia,AGRARIA,Mujeres,93.4
BASICO,BASICO,True,Galicia,ARTES GRÁFICAS,Mujeres,88.5
MEDIO,BASICO,False,Galicia,COMERCIO Y MARKETING,Mujeres,89.6
SUPERIOR,MEDIO,False,Galicia,EDIFICACIÓN Y OBRA CIVIL,Mujeres,81.5
MEDIO,BASICO,False,Galicia,ELECTRICIDAD Y ELECTRÓNICA,Mujeres,75.2
MEDIO,SUPERIOR,False,Galicia,ENERGÍA Y AGUA,Mujeres,73.2
SUPERIOR,SUPERIOR,True,Galicia,FABRICACIÓN MECÁNICA,Mujeres,70.7
MEDIO,MEDIO,True,Galicia,HOSTELERÍA Y TURISMO,Mujeres,88.0
MEDIO,SUPERIOR,False,Galicia,IMAGEN PERSONAL,Mujeres,86.5
SUPERIOR,SUPERIOR,True,Galicia,IMAGEN Y SONIDO,Mujeres,90.4
SUPERIOR,SUPERIOR,True,Galicia,INDUSTRIAS ALIMENTARIAS,Mujeres,76.8
MEDIO,SUPERIOR,False,Galicia,INFORMÁTICA Y COMUNICACIONES,Mujeres,79.2
MEDIO,SUPERIOR,False,Galicia,INSTALACIÓN Y MANTENIMIENTO,Mujeres,71.4
SUPERIOR,MEDIO,False,Galicia,"MADERA, MUEBLE Y CORCHO",Mujeres,78.1
SUPERIOR,MEDIO,False,Galicia,MARÍTIMO-PESQUERA,Mujeres,91.6
SUPERIOR,SUPERIOR,True,Galicia,QUÍMICA,Mujeres,79.8
SUPERIOR,MEDIO,False,Galicia,SANIDAD,Mujeres,92.6
BASICO,BASICO,True,Galicia,SEGURIDAD Y MEDIO AMBIENTE,Mujeres,87.6
SUPERIOR,MEDIO,False,Galicia,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,Mujeres,94.5
BASICO,SUPERIOR,False,Galicia,"TEXTIL, CONFECCIÓN Y PIEL",Mujeres,87.2
MEDIO,SUPERIOR,False,Galicia,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,Mujeres,85.0
BASICO,MEDIO,False,Comunidad de Madrid,ACTIVIDADES FÍSICAS Y DEPORTIVAS,Mujeres,87.3
MEDIO,SUPERIOR,False,Comunidad de Madrid,ADMINISTRACIÓN Y GESTIÓN,Mujeres,80.7
MEDIO,MEDIO,True,Comunidad de Madrid,AGRARIA,Mujeres,70.9
BASICO,MEDIO,False,Comunidad de Madrid,ARTES GRÁFICAS,Mujeres,93.0
SUPERIOR,BASICO,False,Comunidad de Madrid,COMERCIO Y MARKETING,Mujeres,85.6
SUPERIOR,SUPERIOR,True,Comunidad de Madrid,EDIFICACIÓN Y OBRA CIVIL,Mujeres,75.6
SUPERIOR,SUPERIOR,True,Comunidad de Madrid,ELECTRICIDAD Y ELECTRÓNICA,Mujeres,87.2
SUPERIOR,MEDIO,False,Comunidad de Madrid,ENERGÍA Y AGUA,Mujeres,53.4
BASICO,BASICO,True,Comunidad de Madrid,FABRICACIÓN MECÁNICA,Mujeres,70.2
MEDIO,MEDIO,True,Comunidad de Madrid,HOSTELERÍA Y TURISMO,Mujeres,80.7
SUPERIOR,MEDIO,False,Comunidad de Madrid,IMAGEN PERSONAL,Mujeres,89.9
BASICO,BASICO,True,Comunidad de Madrid,IMAGEN Y SONIDO,Mujeres,94.1
SUPERIOR,MEDIO,False,Comunidad de Madrid,INDUSTRIAS ALIMENTARIAS,Mujeres,77.3
BASICO,SUPERIOR,False,Comunidad de Madrid,INFORMÁTICA Y COMUNICACIONES,Mujeres,83.0
BASICO,MEDIO,False,Comunidad de Madrid,INSTALACIÓN Y MANTENIMIENTO,Mujeres,63.9
MEDIO,MEDIO,True,Comunidad de Madrid,"MADERA, MUEBLE Y CORCHO",Mujeres,94.5
SUPERIOR,SUPERIOR,True,Comunidad de Madrid,QUÍMICA,Mujeres,73.3
SUPERIOR,SUPERIOR,True,Comunidad de Madrid,SANIDAD,Mujeres,90.3
SUPERIOR,SUPERIOR,True,Comunidad de Madrid,SEGURIDAD Y MEDIO AMBIENTE,Mujeres,82.9
MEDIO,SUPERIOR,False,Comunidad de Madrid,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,Mujeres,88.8
SUPERIOR,SUPERIOR,True,Comunidad de Madrid,"TEXTIL, CONFECCIÓN Y PIEL",Mujeres,87.7
MEDIO,MEDIO,True,Comunidad de Madrid,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,Mujeres,85.9
MEDIO,MEDIO,True,Región de Murcia,ACTIVIDADES FÍSICAS Y DEPORTIVAS,Mujeres,90.4
SUPERIOR,SUPERIOR,True,Región de Murcia,ADMINISTRACIÓN Y GESTIÓN,Mujeres,86.3
MEDIO,SUPERIOR,False,Región de Murcia,AGRARIA,Mujeres,90.8
MEDIO,MEDIO,True,Región de Murcia,ARTES GRÁFICAS,Mujeres,55.4
SUPERIOR,MEDIO,False,Región de Murcia,COMERCIO Y MARKETING,Mujeres,90.0
BASICO,SUPERIOR,False,Región de Murcia,EDIFICACIÓN Y OBRA CIVIL,Mujeres,73.0
BASICO,MEDIO,False,Región de Murcia,ELECTRICIDAD Y ELECTRÓNICA,Mujeres,71.6
BASICO,BASICO,True,Región de Murcia,ENERGÍA Y AGUA,Mujeres,62.8
SUPERIOR,SUPERIOR,True,Región de Murcia,FABRICACIÓN MECÁNICA,Mujeres,82.6
MEDIO,SUPERIOR,False,Región de Murcia,HOSTELERÍA Y TURISMO,Mujeres,72.3
SUPERIOR,SUPERIOR,True,Región de Murcia,IMAGEN PERSONAL,Mujeres,84.1
SUPERIOR,SUPERIOR,True,Región de Murcia,IMAGEN Y SONIDO,Mujeres,93.2
SUPERIOR,BASICO,False,Región de Murcia,INDUSTRIAS ALIMENTARIAS,Mujeres,87.4
SUPERIOR,SUPERIOR,True,Región de Murcia,INFORMÁTICA Y COMUNICACIONES,Mujeres,78.5
BASICO,MEDIO,False,Región de Murcia,INSTALACIÓN Y MANTENIMIENTO,Mujeres,75.0
SUPERIOR,MEDIO,False,Región de Murcia,MARÍTIMO-PESQUERA,Mujeres,98.6
MEDIO,MEDIO,True,Región de Murcia,QUÍMICA,Mujeres,88.2
BASICO,BASICO,True,Región de Murcia,SANIDAD,Mujeres,89.2
MEDIO,BASICO,False,Región de Murcia,SEGURIDAD Y MEDIO AMBIENTE,Mujeres,82.9
SUPERIOR,SUPERIOR,True,Región de Murcia,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,Mujeres,92.4
MEDIO,SUPERIOR,False,Región de Murcia,"TEXTIL, CONFECCIÓN Y PIEL",Mujeres,92.5
SUPERIOR,BASICO,False,Región de Murcia,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,Mujeres,83.8
BASICO,SUPERIOR,False,Comunidad Foral de Navarra,ACTIVIDADES FÍSICAS Y DEPORTIVAS,Mujeres,98.5
