Sexo,Comunidad autónoma/provincia,Ciclo formativo,Total,nivel_ciclo,nivel_ciclo_cod,Ciclo formativo_cod,cluster
AMBOS SEXOS,Salamanca,Emergencias y protección civil,0.0,MEDIO,1,96,1
AMBOS SEXOS,Salamanca,23 SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,298.0,MEDIO,1,22,6
AMBOS SEXOS,Salamanca,Atención a personas en situación de dependencia,298.0,MEDIO,1,52,6
AMBOS SEXOS,Salamanca,"24 TEXTIL, CONFECCIÓN Y PIEL",48.0,MEDIO,1,23,1
AMBOS SEXOS,Salamanca,Calzado y complementos de moda,6.0,MEDIO,1,56,1
AMBOS SEXOS,Salamanca,Confección y moda,42.0,MEDIO,1,66,1
AMBOS SEXOS,Salamanca,Fabricación y ennoblecimiento de productos textiles,0.0,MEDIO,1,106,1
AMBOS SEXOS,Salamanca,25 TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,519.0,MEDIO,1,24,4
AMBOS SEXOS,Salamanca,Carrocería,106.0,MEDIO,1,59,5
AMBOS SEXOS,Salamanca,Conducción de vehículos de transporte por carretera,0.0,MEDIO,1,65,1
AMBOS SEXOS,Salamanca,Electromecánica de maquinaria,12.0,MEDIO,1,92,1
AMBOS SEXOS,Salamanca,Electromecánica de vehículos automóviles,396.0,MEDIO,1,93,6
AMBOS SEXOS,Salamanca,Mantenimiento de material rodante ferroviario,0.0,MEDIO,1,145,1
AMBOS SEXOS,Salamanca,Mantenimiento de embarcaciones de recreo,0.0,MEDIO,1,141,1
AMBOS SEXOS,Salamanca,Mantenimiento de estructuras de madera y mobiliario de embarcaciones,5.0,MEDIO,1,143,1
AMBOS SEXOS,Salamanca,Montaje de estructuras e instalación de sistemas aeronáuticos,0.0,MEDIO,1,155,1
AMBOS SEXOS,Salamanca,26 VIDRIO Y CERÁMICA,0.0,MEDIO,1,25,1
AMBOS SEXOS,Salamanca,Fabricación de productos cerámicos,0.0,MEDIO,1,105,1
AMBOS SEXOS,Salamanca,01 ACTIVIDADES FÍSICAS Y DEPORTIVAS,60.0,MEDIO,1,0,1
AMBOS SEXOS,Salamanca,Guía en el medio natural y de tiempo libre,60.0,MEDIO,1,115,1
AMBOS SEXOS,Salamanca,Actividades ecuestres,0.0,MEDIO,1,33,1
AMBOS SEXOS,Salamanca,02 ADMINISTRACIÓN Y GESTIÓN,263.0,MEDIO,1,1,6
AMBOS SEXOS,Salamanca,Gestión administrativa,263.0,MEDIO,1,110,6
AMBOS SEXOS,Salamanca,Administración y gestión (n.d.),0.0,MEDIO,1,38,1
AMBOS SEXOS,Salamanca,03 AGRARIA,59.0,MEDIO,1,2,1
AMBOS SEXOS,Salamanca,Aprovechamiento y conservación del medio natural,14.0,MEDIO,1,45,1
AMBOS SEXOS,Segovia,Jardinería y floristería,1.0,MEDIO,1,133,1
AMBOS SEXOS,Segovia,Producción agroecológica,1.0,MEDIO,1,174,1
AMBOS SEXOS,Segovia,Producción agropecuaria,43.0,MEDIO,1,175,1
AMBOS SEXOS,Segovia,04 ARTES GRÁFICAS,43.0,MEDIO,1,3,1
AMBOS SEXOS,Segovia,Impresión gráfica,18.0,MEDIO,1,121,1
AMBOS SEXOS,Segovia,Postimpresión y acabados gráficos,0.0,MEDIO,1,170,1
AMBOS SEXOS,Segovia,Preimpresión digital,25.0,MEDIO,1,171,1
AMBOS SEXOS,Segovia,06 COMERCIO Y MARKETING,133.0,MEDIO,1,5,5
AMBOS SEXOS,Segovia,Actividades comerciales,123.0,MEDIO,1,30,5
AMBOS SEXOS,Segovia,Comercialización de productos alimentarios,10.0,MEDIO,1,63,1
AMBOS SEXOS,Segovia,07 EDIFICACIÓN Y OBRA CIVIL,1.0,MEDIO,1,6,1
AMBOS SEXOS,Segovia,Construcción,1.0,MEDIO,1,69,1
AMBOS SEXOS,Segovia,"Obras de interior, decoración y rehabilitación",0.0,MEDIO,1,157,1
AMBOS SEXOS,Segovia,08 ELECTRICIDAD Y ELECTRÓNICA,191.0,MEDIO,1,7,5
AMBOS SEXOS,Segovia,Instalaciones de telecomunicaciones,73.0,MEDIO,1,127,1
AMBOS SEXOS,Segovia,Instalaciones eléctricas y automáticas,118.0,MEDIO,1,129,5
AMBOS SEXOS,Segovia,09 ENERGÍA Y AGUA,0.0,MEDIO,1,8,1
AMBOS SEXOS,Segovia,Redes y estaciones de tratamiento de agua,0.0,MEDIO,1,187,1
AMBOS SEXOS,Segovia,10 FABRICACIÓN MECÁNICA,147.0,MEDIO,1,9,5
AMBOS SEXOS,Segovia,Conformado por moldeo de metales y polímeros,0.0,MEDIO,1,67,1
AMBOS SEXOS,Segovia,Joyería (LOGSE),0.0,MEDIO,1,134,1
AMBOS SEXOS,Segovia,Mecanizado,40.0,MEDIO,1,152,1
AMBOS SEXOS,Segovia,Soldadura y calderería,107.0,MEDIO,1,195,5
AMBOS SEXOS,Segovia,11 HOSTELERÍA Y TURISMO,130.0,MEDIO,1,10,5
AMBOS SEXOS,Segovia,Cocina y gastronomía,102.0,MEDIO,1,61,5
AMBOS SEXOS,Segovia,Servicios de restauración,28.0,MEDIO,1,191,1
AMBOS SEXOS,Segovia,12 IMAGEN PERSONAL,121.0,MEDIO,1,11,5
AMBOS SEXOS,Segovia,Estética y belleza,50.0,MEDIO,1,101,1
AMBOS SEXOS,Segovia,Peluquería y cosmética capilar,71.0,MEDIO,1,166,1
AMBOS SEXOS,Segovia,13 IMAGEN Y SONIDO,51.0,MEDIO,1,12,1
AMBOS SEXOS,Segovia,"Vídeo, disc-jockey y sonido",51.0,MEDIO,1,204,1
AMBOS SEXOS,Segovia,14 INDUSTRIAS ALIMENTARIAS,52.0,MEDIO,1,13,1
AMBOS SEXOS,Segovia,Aceites de oliva y vinos,0.0,MEDIO,1,27,1
AMBOS SEXOS,Segovia,Elaboración de productos alimenticios,21.0,MEDIO,1,90,1
AMBOS SEXOS,Segovia,"Panadería, repostería y confitería",31.0,MEDIO,1,164,1
AMBOS SEXOS,Segovia,15 INDUSTRIAS EXTRACTIVAS,0.0,MEDIO,1,14,1
AMBOS SEXOS,Segovia,Excavaciones y sondeos,0.0,MEDIO,1,102,1
AMBOS SEXOS,Segovia,Piedra natural,0.0,MEDIO,1,168,1
AMBOS SEXOS,Segovia,16 INFORMÁTICA Y COMUNICACIONES,158.0,MEDIO,1,15,5
AMBOS SEXOS,Segovia,Sistemas microinformáticos y redes,158.0,MEDIO,1,194,5
AMBOS SEXOS,Segovia,17 INSTALACIÓN Y MANTENIMIENTO,73.0,MEDIO,1,16,1
AMBOS SEXOS,Segovia,Instalaciones de producción de calor,10.0,MEDIO,1,126,1
AMBOS SEXOS,Segovia,Instalaciones frigoríficas y de climatización,34.0,MEDIO,1,130,1
AMBOS SEXOS,Segovia,Mantenimiento electromecánico,29.0,MEDIO,1,148,1
AMBOS SEXOS,Segovia,"18 MADERA, MUEBLE Y CORCHO",59.0,MEDIO,1,17,1
AMBOS SEXOS,Segovia,Carpintería y mueble,49.0,MEDIO,1,58,1
AMBOS SEXOS,Segovia,Instalación y amueblamiento,10.0,MEDIO,1,131,1
AMBOS SEXOS,Segovia,19 MARÍTIMO-PESQUERA,49.0,MEDIO,1,18,1
AMBOS SEXOS,Soria,Cultivos acuícolas,0.0,MEDIO,1,72,1
AMBOS SEXOS,Soria,Mantenimiento y control de la maquinaria de buques y embarcaciones,29.0,MEDIO,1,150,1
AMBOS SEXOS,Soria,Navegación y pesca de litoral,20.0,MEDIO,1,156,1
AMBOS SEXOS,Soria,Operaciones subacuáticas y hiperbáricas,0.0,MEDIO,1,159,1
AMBOS SEXOS,Soria,20 QUÍMICA,34.0,MEDIO,1,19,1
AMBOS SEXOS,Soria,Operaciones de laboratorio,34.0,MEDIO,1,158,1
AMBOS SEXOS,Soria,Planta química,0.0,MEDIO,1,169,1
AMBOS SEXOS,Soria,21 SANIDAD,544.0,MEDIO,1,20,4
AMBOS SEXOS,Soria,Cuidados auxiliares de enfermería (LOGSE),362.0,MEDIO,1,71,6
AMBOS SEXOS,Soria,Emergencias sanitarias,68.0,MEDIO,1,95,1
AMBOS SEXOS,Soria,Farmacia y parafarmacia,114.0,MEDIO,1,108,5
AMBOS SEXOS,Soria,22 SEGURIDAD Y MEDIO AMBIENTE,0.0,MEDIO,1,21,1
AMBOS SEXOS,Soria,Emergencias y protección civil,0.0,MEDIO,1,96,1
AMBOS SEXOS,Soria,23 SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,118.0,MEDIO,1,22,5
AMBOS SEXOS,Soria,Atención a personas en situación de dependencia,118.0,MEDIO,1,52,5
AMBOS SEXOS,Soria,"24 TEXTIL, CONFECCIÓN Y PIEL",11.0,MEDIO,1,23,1
AMBOS SEXOS,Soria,Calzado y complementos de moda,0.0,MEDIO,1,56,1
AMBOS SEXOS,Soria,Confección y moda,11.0,MEDIO,1,66,1
AMBOS SEXOS,Soria,Fabricación y ennoblecimiento de productos textiles,0.0,MEDIO,1,106,1
AMBOS SEXOS,Soria,25 TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,203.0,MEDIO,1,24,5
AMBOS SEXOS,Soria,Carrocería,49.0,MEDIO,1,59,1
AMBOS SEXOS,Soria,Conducción de vehículos de transporte por carretera,0.0,MEDIO,1,65,1
AMBOS SEXOS,Soria,Electromecánica de maquinaria,6.0,MEDIO,1,92,1
AMBOS SEXOS,Soria,Electromecánica de vehículos automóviles,143.0,MEDIO,1,93,5
AMBOS SEXOS,Soria,Mantenimiento de material rodante ferroviario,0.0,MEDIO,1,145,1
AMBOS SEXOS,Soria,Mantenimiento de embarcaciones de recreo,0.0,MEDIO,1,141,1
AMBOS SEXOS,Soria,Mantenimiento de estructuras de madera y mobiliario de embarcaciones,5.0,MEDIO,1,143,1
AMBOS SEXOS,Soria,Montaje de estructuras e instalación de sistemas aeronáuticos,0.0,MEDIO,1,155,1
AMBOS SEXOS,Soria,26 VIDRIO Y CERÁMICA,0.0,MEDIO,1,25,1
AMBOS SEXOS,Soria,Fabricación de productos cerámicos,0.0,MEDIO,1,105,1
AMBOS SEXOS,Soria,01 ACTIVIDADES FÍSICAS Y DEPORTIVAS,0.0,MEDIO,1,0,1
AMBOS SEXOS,Soria,Guía en el medio natural y de tiempo libre,0.0,MEDIO,1,115,1
AMBOS SEXOS,Soria,Actividades ecuestres,0.0,MEDIO,1,33,1
AMBOS SEXOS,Soria,02 ADMINISTRACIÓN Y GESTIÓN,52.0,MEDIO,1,1,1
AMBOS SEXOS,Soria,Gestión administrativa,52.0,MEDIO,1,110,1
AMBOS SEXOS,Soria,Administración y gestión (n.d.),0.0,MEDIO,1,38,1
AMBOS SEXOS,Soria,03 AGRARIA,20.0,MEDIO,1,2,1
AMBOS SEXOS,Soria,Aprovechamiento y conservación del medio natural,20.0,MEDIO,1,45,1
AMBOS SEXOS,Soria,Jardinería y floristería,0.0,MEDIO,1,133,1
AMBOS SEXOS,Soria,Producción agroecológica,0.0,MEDIO,1,174,1
AMBOS SEXOS,Soria,Producción agropecuaria,0.0,MEDIO,1,175,1
AMBOS SEXOS,Soria,04 ARTES GRÁFICAS,0.0,MEDIO,1,3,1
AMBOS SEXOS,Soria,Impresión gráfica,0.0,MEDIO,1,121,1
AMBOS SEXOS,Soria,Postimpresión y acabados gráficos,0.0,MEDIO,1,170,1
AMBOS SEXOS,Soria,Preimpresión digital,0.0,MEDIO,1,171,1
AMBOS SEXOS,Soria,06 COMERCIO Y MARKETING,14.0,MEDIO,1,5,1
AMBOS SEXOS,Soria,Actividades comerciales,14.0,MEDIO,1,30,1
AMBOS SEXOS,Valladolid,Comercialización de productos alimentarios,0.0,MEDIO,1,63,1
AMBOS SEXOS,Valladolid,07 EDIFICACIÓN Y OBRA CIVIL,6.0,MEDIO,1,6,1
AMBOS SEXOS,Valladolid,Construcción,3.0,MEDIO,1,69,1
AMBOS SEXOS,Valladolid,"Obras de interior, decoración y rehabilitación",3.0,MEDIO,1,157,1
AMBOS SEXOS,Valladolid,08 ELECTRICIDAD Y ELECTRÓNICA,41.0,MEDIO,1,7,1
AMBOS SEXOS,Valladolid,Instalaciones de telecomunicaciones,17.0,MEDIO,1,127,1
AMBOS SEXOS,Valladolid,Instalaciones eléctricas y automáticas,24.0,MEDIO,1,129,1
AMBOS SEXOS,Valladolid,09 ENERGÍA Y AGUA,0.0,MEDIO,1,8,1
AMBOS SEXOS,Valladolid,Redes y estaciones de tratamiento de agua,0.0,MEDIO,1,187,1
AMBOS SEXOS,Valladolid,10 FABRICACIÓN MECÁNICA,27.0,MEDIO,1,9,1
AMBOS SEXOS,Valladolid,Conformado por moldeo de metales y polímeros,0.0,MEDIO,1,67,1
AMBOS SEXOS,Valladolid,Joyería (LOGSE),0.0,MEDIO,1,134,1
AMBOS SEXOS,Valladolid,Mecanizado,14.0,MEDIO,1,152,1
AMBOS SEXOS,Valladolid,Soldadura y calderería,13.0,MEDIO,1,195,1
AMBOS SEXOS,Valladolid,11 HOSTELERÍA Y TURISMO,45.0,MEDIO,1,10,1
AMBOS SEXOS,Valladolid,Cocina y gastronomía,31.0,MEDIO,1,61,1
AMBOS SEXOS,Valladolid,Servicios de restauración,14.0,MEDIO,1,191,1
AMBOS SEXOS,Valladolid,12 IMAGEN PERSONAL,26.0,MEDIO,1,11,1
AMBOS SEXOS,Valladolid,Estética y belleza,10.0,MEDIO,1,101,1
AMBOS SEXOS,Valladolid,Peluquería y cosmética capilar,16.0,MEDIO,1,166,1
AMBOS SEXOS,Valladolid,13 IMAGEN Y SONIDO,0.0,MEDIO,1,12,1
AMBOS SEXOS,Valladolid,"Vídeo, disc-jockey y sonido",0.0,MEDIO,1,204,1
AMBOS SEXOS,Valladolid,14 INDUSTRIAS ALIMENTARIAS,0.0,MEDIO,1,13,1
AMBOS SEXOS,Valladolid,Aceites de oliva y vinos,0.0,MEDIO,1,27,1
AMBOS SEXOS,Valladolid,Elaboración de productos alimenticios,0.0,MEDIO,1,90,1
AMBOS SEXOS,Valladolid,"Panadería, repostería y confitería",0.0,MEDIO,1,164,1
AMBOS SEXOS,Valladolid,15 INDUSTRIAS EXTRACTIVAS,0.0,MEDIO,1,14,1
AMBOS SEXOS,Valladolid,Excavaciones y sondeos,0.0,MEDIO,1,102,1
AMBOS SEXOS,Valladolid,Piedra natural,0.0,MEDIO,1,168,1
AMBOS SEXOS,Valladolid,16 INFORMÁTICA Y COMUNICACIONES,36.0,MEDIO,1,15,1
AMBOS SEXOS,Valladolid,Sistemas microinformáticos y redes,36.0,MEDIO,1,194,1
AMBOS SEXOS,Valladolid,17 INSTALACIÓN Y MANTENIMIENTO,10.0,MEDIO,1,16,1
AMBOS SEXOS,Valladolid,Instalaciones de producción de calor,0.0,MEDIO,1,126,1
AMBOS SEXOS,Valladolid,Instalaciones frigoríficas y de climatización,7.0,MEDIO,1,130,1
AMBOS SEXOS,Valladolid,Mantenimiento electromecánico,3.0,MEDIO,1,148,1
AMBOS SEXOS,Valladolid,"18 MADERA, MUEBLE Y CORCHO",4.0,MEDIO,1,17,1
AMBOS SEXOS,Valladolid,Carpintería y mueble,4.0,MEDIO,1,58,1
AMBOS SEXOS,Valladolid,Instalación y amueblamiento,0.0,MEDIO,1,131,1
AMBOS SEXOS,Valladolid,19 MARÍTIMO-PESQUERA,0.0,MEDIO,1,18,1
AMBOS SEXOS,Valladolid,Cultivos acuícolas,0.0,MEDIO,1,72,1
AMBOS SEXOS,Valladolid,Mantenimiento y control de la maquinaria de buques y embarcaciones,0.0,MEDIO,1,150,1
AMBOS SEXOS,Valladolid,Navegación y pesca de litoral,0.0,MEDIO,1,156,1
AMBOS SEXOS,Valladolid,Operaciones subacuáticas y hiperbáricas,0.0,MEDIO,1,159,1
AMBOS SEXOS,Valladolid,20 QUÍMICA,3.0,MEDIO,1,19,1
AMBOS SEXOS,Valladolid,Operaciones de laboratorio,3.0,MEDIO,1,158,1
AMBOS SEXOS,Valladolid,Planta química,0.0,MEDIO,1,169,1
AMBOS SEXOS,Valladolid,21 SANIDAD,136.0,MEDIO,1,20,5
AMBOS SEXOS,Valladolid,Cuidados auxiliares de enfermería (LOGSE),104.0,MEDIO,1,71,5
AMBOS SEXOS,Zamora,Emergencias sanitarias,17.0,MEDIO,1,95,1
AMBOS SEXOS,Zamora,Farmacia y parafarmacia,15.0,MEDIO,1,108,1
AMBOS SEXOS,Zamora,22 SEGURIDAD Y MEDIO AMBIENTE,0.0,MEDIO,1,21,1
AMBOS SEXOS,Zamora,Emergencias y protección civil,0.0,MEDIO,1,96,1
AMBOS SEXOS,Zamora,23 SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,43.0,MEDIO,1,22,1
AMBOS SEXOS,Zamora,Atención a personas en situación de dependencia,43.0,MEDIO,1,52,1
AMBOS SEXOS,Zamora,"24 TEXTIL, CONFECCIÓN Y PIEL",6.0,MEDIO,1,23,1
AMBOS SEXOS,Zamora,Calzado y complementos de moda,6.0,MEDIO,1,56,1
AMBOS SEXOS,Zamora,Confección y moda,0.0,MEDIO,1,66,1
AMBOS SEXOS,Zamora,Fabricación y ennoblecimiento de productos textiles,0.0,MEDIO,1,106,1
AMBOS SEXOS,Zamora,25 TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,57.0,MEDIO,1,24,1
AMBOS SEXOS,Zamora,Carrocería,6.0,MEDIO,1,59,1
AMBOS SEXOS,Zamora,Conducción de vehículos de transporte por carretera,0.0,MEDIO,1,65,1
AMBOS SEXOS,Zamora,Electromecánica de maquinaria,0.0,MEDIO,1,92,1
AMBOS SEXOS,Zamora,Electromecánica de vehículos automóviles,51.0,MEDIO,1,93,1
AMBOS SEXOS,Zamora,Mantenimiento de material rodante ferroviario,0.0,MEDIO,1,145,1
AMBOS SEXOS,Zamora,Mantenimiento de embarcaciones de recreo,0.0,MEDIO,1,141,1
AMBOS SEXOS,Zamora,Mantenimiento de estructuras de madera y mobiliario de embarcaciones,0.0,MEDIO,1,143,1
AMBOS SEXOS,Zamora,Montaje de estructuras e instalación de sistemas aeronáuticos,0.0,MEDIO,1,155,1
AMBOS SEXOS,Zamora,26 VIDRIO Y CERÁMICA,0.0,MEDIO,1,25,1
AMBOS SEXOS,Zamora,Fabricación de productos cerámicos,0.0,MEDIO,1,105,1
AMBOS SEXOS,Zamora,01 ACTIVIDADES FÍSICAS Y DEPORTIVAS,0.0,MEDIO,1,0,1
AMBOS SEXOS,Zamora,Guía en el medio natural y de tiempo libre,0.0,MEDIO,1,115,1
AMBOS SEXOS,Zamora,Actividades ecuestres,0.0,MEDIO,1,33,1
AMBOS SEXOS,Zamora,02 ADMINISTRACIÓN Y GESTIÓN,73.0,MEDIO,1,1,1
AMBOS SEXOS,Zamora,Gestión administrativa,73.0,MEDIO,1,110,1
AMBOS SEXOS,Zamora,Administración y gestión (n.d.),0.0,MEDIO,1,38,1
AMBOS SEXOS,Zamora,03 AGRARIA,17.0,MEDIO,1,2,1
AMBOS SEXOS,Zamora,Aprovechamiento y conservación del medio natural,10.0,MEDIO,1,45,1
AMBOS SEXOS,Zamora,Jardinería y floristería,4.0,MEDIO,1,133,1
AMBOS SEXOS,Zamora,Producción agroecológica,0.0,MEDIO,1,174,1
AMBOS SEXOS,Zamora,Producción agropecuaria,3.0,MEDIO,1,175,1
AMBOS SEXOS,Zamora,04 ARTES GRÁFICAS,0.0,MEDIO,1,3,1
AMBOS SEXOS,Zamora,Impresión gráfica,0.0,MEDIO,1,121,1
AMBOS SEXOS,Zamora,Postimpresión y acabados gráficos,0.0,MEDIO,1,170,1
AMBOS SEXOS,Zamora,Preimpresión digital,0.0,MEDIO,1,171,1
AMBOS SEXOS,Zamora,06 COMERCIO Y MARKETING,17.0,MEDIO,1,5,1
AMBOS SEXOS,Zamora,Actividades comerciales,15.0,MEDIO,1,30,1
AMBOS SEXOS,Zamora,Comercialización de productos alimentarios,2.0,MEDIO,1,63,1
AMBOS SEXOS,Zamora,07 EDIFICACIÓN Y OBRA CIVIL,5.0,MEDIO,1,6,1
AMBOS SEXOS,Zamora,Construcción,2.0,MEDIO,1,69,1
AMBOS SEXOS,Zamora,"Obras de interior, decoración y rehabilitación",3.0,MEDIO,1,157,1
AMBOS SEXOS,Zamora,08 ELECTRICIDAD Y ELECTRÓNICA,35.0,MEDIO,1,7,1
AMBOS SEXOS,Zamora,Instalaciones de telecomunicaciones,11.0,MEDIO,1,127,1
AMBOS SEXOS,Zamora,Instalaciones eléctricas y automáticas,24.0,MEDIO,1,129,1
AMBOS SEXOS,Zamora,09 ENERGÍA Y AGUA,0.0,MEDIO,1,8,1
AMBOS SEXOS,Zamora,Redes y estaciones de tratamiento de agua,0.0,MEDIO,1,187,1
AMBOS SEXOS,08 CASTILLA LA MANCHA,10 FABRICACIÓN MECÁNICA,8.0,MEDIO,1,9,1
AMBOS SEXOS,08 CASTILLA LA MANCHA,Conformado por moldeo de metales y polímeros,0.0,MEDIO,1,67,1
AMBOS SEXOS,08 CASTILLA LA MANCHA,Joyería (LOGSE),0.0,MEDIO,1,134,1
AMBOS SEXOS,08 CASTILLA LA MANCHA,Mecanizado,8.0,MEDIO,1,152,1
AMBOS SEXOS,08 CASTILLA LA MANCHA,Soldadura y calderería,0.0,MEDIO,1,195,1
AMBOS SEXOS,08 CASTILLA LA MANCHA,11 HOSTELERÍA Y TURISMO,26.0,MEDIO,1,10,1
AMBOS SEXOS,08 CASTILLA LA MANCHA,Cocina y gastronomía,18.0,MEDIO,1,61,1
AMBOS SEXOS,08 CASTILLA LA MANCHA,Servicios de restauración,8.0,MEDIO,1,191,1
AMBOS SEXOS,08 CASTILLA LA MANCHA,12 IMAGEN PERSONAL,25.0,MEDIO,1,11,1
AMBOS SEXOS,08 CASTILLA LA MANCHA,Estética y belleza,9.0,MEDIO,1,101,1
AMBOS SEXOS,08 CASTILLA LA MANCHA,Peluquería y cosmética capilar,16.0,MEDIO,1,166,1
AMBOS SEXOS,08 CASTILLA LA MANCHA,13 IMAGEN Y SONIDO,13.0,MEDIO,1,12,1
AMBOS SEXOS,08 CASTILLA LA MANCHA,"Vídeo, disc-jockey y sonido",13.0,MEDIO,1,204,1
AMBOS SEXOS,08 CASTILLA LA MANCHA,14 INDUSTRIAS ALIMENTARIAS,14.0,MEDIO,1,13,1
AMBOS SEXOS,08 CASTILLA LA MANCHA,Aceites de oliva y vinos,8.0,MEDIO,1,27,1
AMBOS SEXOS,08 CASTILLA LA MANCHA,Elaboración de productos alimenticios,0.0,MEDIO,1,90,1
AMBOS SEXOS,08 CASTILLA LA MANCHA,"Panadería, repostería y confitería",6.0,MEDIO,1,164,1
AMBOS SEXOS,08 CASTILLA LA MANCHA,15 INDUSTRIAS EXTRACTIVAS,0.0,MEDIO,1,14,1
AMBOS SEXOS,08 CASTILLA LA MANCHA,Excavaciones y sondeos,0.0,MEDIO,1,102,1
AMBOS SEXOS,08 CASTILLA LA MANCHA,Piedra natural,0.0,MEDIO,1,168,1
AMBOS SEXOS,08 CASTILLA LA MANCHA,16 INFORMÁTICA Y COMUNICACIONES,42.0,MEDIO,1,15,1
AMBOS SEXOS,08 CASTILLA LA MANCHA,Sistemas microinformáticos y redes,42.0,MEDIO,1,194,1
AMBOS SEXOS,08 CASTILLA LA MANCHA,17 INSTALACIÓN Y MANTENIMIENTO,2.0,MEDIO,1,16,1
AMBOS SEXOS,08 CASTILLA LA MANCHA,Instalaciones de producción de calor,0.0,MEDIO,1,126,1
AMBOS SEXOS,08 CASTILLA LA MANCHA,Instalaciones frigoríficas y de climatización,0.0,MEDIO,1,130,1
AMBOS SEXOS,08 CASTILLA LA MANCHA,Mantenimiento electromecánico,2.0,MEDIO,1,148,1
AMBOS SEXOS,08 CASTILLA LA MANCHA,"18 MADERA, MUEBLE Y CORCHO",0.0,MEDIO,1,17,1
AMBOS SEXOS,08 CASTILLA LA MANCHA,Carpintería y mueble,0.0,MEDIO,1,58,1
AMBOS SEXOS,08 CASTILLA LA MANCHA,Instalación y amueblamiento,0.0,MEDIO,1,131,1
AMBOS SEXOS,08 CASTILLA LA MANCHA,19 MARÍTIMO-PESQUERA,0.0,MEDIO,1,18,1
AMBOS SEXOS,08 CASTILLA LA MANCHA,Cultivos acuícolas,0.0,MEDIO,1,72,1
AMBOS SEXOS,08 CASTILLA LA MANCHA,Mantenimiento y control de la maquinaria de buques y embarcaciones,0.0,MEDIO,1,150,1
AMBOS SEXOS,08 CASTILLA LA MANCHA,Navegación y pesca de litoral,0.0,MEDIO,1,156,1
AMBOS SEXOS,08 CASTILLA LA MANCHA,Operaciones subacuáticas y hiperbáricas,0.0,MEDIO,1,159,1
AMBOS SEXOS,08 CASTILLA LA MANCHA,20 QUÍMICA,6.0,MEDIO,1,19,1
AMBOS SEXOS,08 CASTILLA LA MANCHA,Operaciones de laboratorio,6.0,MEDIO,1,158,1
AMBOS SEXOS,08 CASTILLA LA MANCHA,Planta química,0.0,MEDIO,1,169,1
AMBOS SEXOS,08 CASTILLA LA MANCHA,21 SANIDAD,210.0,MEDIO,1,20,5
AMBOS SEXOS,08 CASTILLA LA MANCHA,Cuidados auxiliares de enfermería (LOGSE),157.0,MEDIO,1,71,5
AMBOS SEXOS,08 CASTILLA LA MANCHA,Emergencias sanitarias,16.0,MEDIO,1,95,1
AMBOS SEXOS,08 CASTILLA LA MANCHA,Farmacia y parafarmacia,37.0,MEDIO,1,108,1
AMBOS SEXOS,08 CASTILLA LA MANCHA,22 SEGURIDAD Y MEDIO AMBIENTE,0.0,MEDIO,1,21,1
AMBOS SEXOS,08 CASTILLA LA MANCHA,Emergencias y protección civil,0.0,MEDIO,1,96,1
AMBOS SEXOS,08 CASTILLA LA MANCHA,23 SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,21.0,MEDIO,1,22,1
AMBOS SEXOS,08 CASTILLA LA MANCHA,Atención a personas en situación de dependencia,21.0,MEDIO,1,52,1
AMBOS SEXOS,08 CASTILLA LA MANCHA,"24 TEXTIL, CONFECCIÓN Y PIEL",0.0,MEDIO,1,23,1
AMBOS SEXOS,08 CASTILLA LA MANCHA,Calzado y complementos de moda,0.0,MEDIO,1,56,1
AMBOS SEXOS,08 CASTILLA LA MANCHA,Confección y moda,0.0,MEDIO,1,66,1
AMBOS SEXOS,Albacete,Fabricación y ennoblecimiento de productos textiles,0.0,MEDIO,1,106,1
AMBOS SEXOS,Albacete,25 TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,69.0,MEDIO,1,24,1
AMBOS SEXOS,Albacete,Carrocería,21.0,MEDIO,1,59,1
AMBOS SEXOS,Albacete,Conducción de vehículos de transporte por carretera,0.0,MEDIO,1,65,1
AMBOS SEXOS,Albacete,Electromecánica de maquinaria,6.0,MEDIO,1,92,1
AMBOS SEXOS,Albacete,Electromecánica de vehículos automóviles,42.0,MEDIO,1,93,1
AMBOS SEXOS,Albacete,Mantenimiento de material rodante ferroviario,0.0,MEDIO,1,145,1
AMBOS SEXOS,Albacete,Mantenimiento de embarcaciones de recreo,0.0,MEDIO,1,141,1
AMBOS SEXOS,Albacete,Mantenimiento de estructuras de madera y mobiliario de embarcaciones,0.0,MEDIO,1,143,1
AMBOS SEXOS,Albacete,Montaje de estructuras e instalación de sistemas aeronáuticos,0.0,MEDIO,1,155,1
AMBOS SEXOS,Albacete,26 VIDRIO Y CERÁMICA,0.0,MEDIO,1,25,1
AMBOS SEXOS,Albacete,Fabricación de productos cerámicos,0.0,MEDIO,1,105,1
AMBOS SEXOS,Albacete,01 ACTIVIDADES FÍSICAS Y DEPORTIVAS,61.0,MEDIO,1,0,1
AMBOS SEXOS,Albacete,Guía en el medio natural y de tiempo libre,61.0,MEDIO,1,115,1
AMBOS SEXOS,Albacete,Actividades ecuestres,0.0,MEDIO,1,33,1
